Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Notes
65	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4664.775	4664.955	0.180	63.0	1801.6	1738.6	256.0	
66	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4668.722	4668.925	0.203	55.1	1992.1	1937.0	824.0	
67	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4672.534	4672.714	0.180	88.2	1993.7	1905.5	328.0	
68	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4676.369	4676.549	0.180	53.5	1996.9	1943.3	136.0	
69	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4680.384	4680.564	0.180	44.1	1996.9	1952.8	48.0	
70	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4684.263	4684.489	0.226	63.0	1974.8	1911.8	224.0	
71	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4688.053	4688.278	0.226	37.8	1990.6	1952.8	552.0	
72	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4691.887	4692.068	0.180	69.3	1974.8	1905.5	256.0	
73	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4695.812	4696.038	0.226	47.2	1744.9	1697.6	64.0	
74	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4699.963	4700.188	0.226	53.5	1855.1	1801.6	136.0	
75	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4703.820	4704.045	0.226	42.5	996.9	954.3	48.0	
76	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4707.722	4707.902	0.180	34.6	1458.3	1423.6	64.0	
77	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4711.827	4712.053	0.226	69.3	1228.3	1159.1	112.0	
78	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4715.797	4716.023	0.226	34.6	796.9	762.2	48.0	
79	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4719.496	4719.722	0.226	66.1	1678.7	1612.6	128.0	
80	Spectrogram 1	1	AU-BS02a-120804-073000.wav	4723.105	4723.331	0.226	34.6	891.3	856.7	128.0	end pattern
