Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Notes
92	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1627.805	1628.030	0.226	61.7	1487.7	1425.9	192.0	
93	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1629.474	1629.654	0.180	52.5	1197.5	1145.1	192.0	
94	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1631.098	1631.278	0.180	52.5	1966.0	1913.6	128.0	
95	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1632.632	1632.812	0.180	71.0	950.6	879.6	128.0	
96	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1634.391	1634.571	0.180	64.8	1250.0	1185.2	112.0	
97	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1635.925	1636.105	0.180	74.1	490.7	416.7	96.0	
98	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1637.594	1637.820	0.226	77.2	1564.8	1487.7	128.0	
99	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1639.173	1639.353	0.180	61.7	703.7	642.0	128.0	
100	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1640.932	1641.158	0.226	49.4	1453.7	1404.3	128.0	
101	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1642.421	1642.602	0.180	74.1	919.8	845.7	128.0	
102	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1644.271	1644.496	0.226	74.1	1691.4	1617.3	80.0	
103	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1645.759	1645.940	0.180	101.9	1321.0	1219.1	112.0	
104	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1647.451	1647.677	0.226	69.4	1628.1	1558.6	864.0	
105	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1649.030	1649.256	0.226	74.1	1679.0	1604.9	864.0	
106	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1650.632	1650.812	0.180	55.6	1280.9	1225.3	64.0	
107	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1652.256	1652.436	0.180	74.1	1228.4	1154.3	576.0	
108	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1655.323	1655.549	0.226	34.0	1966.0	1932.1	96.0	
109	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1658.707	1658.932	0.226	89.5	1484.6	1395.1	256.0	end main phrase
110	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1665.158	1665.338	0.180	74.1	1719.1	1645.1	80.0	
111	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1666.692	1666.872	0.180	83.3	1697.5	1614.2	272.0	
112	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1668.361	1668.541	0.180	58.6	1839.5	1780.9	768.0	
113	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1669.895	1670.120	0.226	92.6	1861.1	1768.5	304.0	
114	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1672.962	1673.188	0.226	108.0	1959.9	1851.9	176.0	
115	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1676.256	1676.481	0.226	12.3	1990.7	1978.4	16.0	
116	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1682.932	1683.113	0.180	138.9	1614.2	1475.3	160.0	
117	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1684.602	1684.782	0.180	138.9	1904.3	1765.4	336.0	
118	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1686.226	1686.406	0.180	126.5	1969.1	1842.6	864.0	
119	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1687.759	1687.940	0.180	111.1	1993.8	1882.7	1072.0	
120	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1690.737	1690.962	0.226	104.9	1987.7	1882.7	112.0	
121	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1694.481	1694.752	0.271	40.1	1993.8	1953.7	864.0	
122	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1702.331	1702.511	0.180	123.5	1608.0	1484.6	416.0	
123	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1704.000	1704.135	0.135	111.1	1706.8	1595.7	320.0	
124	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1705.669	1705.805	0.135	104.9	1814.8	1709.9	464.0	
125	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1707.293	1707.474	0.180	111.1	1796.3	1685.2	112.0	
126	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1710.271	1710.451	0.180	49.4	1996.9	1947.5	256.0	
127	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1713.970	1714.150	0.180	74.1	1966.0	1892.0	304.0	
128	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1723.308	1723.489	0.180	61.7	1719.1	1657.4	336.0	
129	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1724.932	1725.113	0.180	98.8	1746.9	1648.1	928.0	
130	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1726.511	1726.782	0.271	86.4	1990.7	1904.3	864.0	
131	Spectrogram 1	1	AU-AWBS03-151203-062000.wav	1729.669	1729.940	0.271	97.2	1995.4	1898.1	816.0	end pattern
132	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1845.835	1846.105	0.271	52.5	1608.0	1555.6	160.0	start pattern
133	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1847.188	1847.414	0.226	83.3	746.9	663.6	128.0	
134	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1848.767	1849.038	0.271	108.0	645.1	537.0	112.0	
135	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1851.925	1852.195	0.271	34.0	1864.2	1830.2	128.0	
136	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1853.549	1853.729	0.180	49.4	950.6	901.2	80.0	
137	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1855.173	1855.398	0.226	49.4	1558.6	1509.3	112.0	
138	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1856.617	1856.797	0.180	80.2	1209.9	1129.6	112.0	
139	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1858.421	1858.647	0.226	86.4	1679.0	1592.6	352.0	
140	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1859.865	1860.045	0.180	49.4	1392.0	1342.6	64.0	
141	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1861.624	1861.850	0.226	37.0	1990.7	1953.7	448.0	
142	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1863.158	1863.338	0.180	58.6	1422.8	1364.2	144.0	
143	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1864.962	1865.188	0.226	61.7	1996.9	1935.2	384.0	
144	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1866.451	1866.632	0.180	86.4	1713.0	1626.5	144.0	
145	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1868.211	1868.391	0.180	98.8	1996.9	1898.1	128.0	
146	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1869.699	1869.880	0.180	104.9	1154.3	1049.4	128.0	
147	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1871.459	1871.684	0.226	58.6	1941.4	1882.7	160.0	
148	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1872.992	1873.173	0.180	64.8	1975.3	1910.5	864.0	
149	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1874.571	1874.797	0.226	55.6	1996.9	1941.4	864.0	
150	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1876.195	1876.421	0.226	89.5	1990.7	1901.2	768.0	
151	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1879.218	1879.398	0.180	71.0	1750.0	1679.0	144.0	
152	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1882.602	1882.782	0.180	71.0	1709.9	1638.9	320.0	end main phrase
153	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1887.023	1887.248	0.226	120.4	1240.7	1120.4	144.0	
154	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1888.647	1888.827	0.180	95.7	1996.9	1901.2	240.0	
155	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1890.226	1890.406	0.180	104.9	1996.9	1892.0	112.0	
156	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1891.805	1891.985	0.180	86.4	1996.9	1910.5	864.0	
157	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1893.338	1893.519	0.180	55.6	1993.8	1938.3	256.0	
158	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1896.451	1896.632	0.180	40.1	1996.9	1956.8	864.0	
159	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1899.744	1899.970	0.226	92.6	1913.6	1821.0	96.0	
160	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1907.323	1907.504	0.180	86.4	1595.7	1509.3	816.0	
161	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1908.902	1909.083	0.180	52.5	1990.7	1938.3	512.0	
162	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1910.526	1910.707	0.180	61.7	1821.0	1759.3	64.0	
163	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1912.060	1912.241	0.180	77.2	1996.9	1919.8	464.0	
164	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1915.128	1915.353	0.226	55.6	1996.9	1941.4	256.0	
165	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1918.692	1918.962	0.271	46.3	1996.9	1950.6	816.0	
166	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1928.075	1928.301	0.226	61.7	1790.1	1728.4	64.0	
167	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1929.744	1929.925	0.180	83.3	1691.4	1608.0	512.0	
168	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1931.323	1931.549	0.226	58.6	1984.6	1925.9	288.0	
169	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1934.481	1934.707	0.226	101.9	1996.9	1895.1	288.0	
170	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1938.000	1938.226	0.226	104.9	1987.7	1882.7	816.0	
171	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1946.120	1946.301	0.180	89.5	1876.5	1787.0	512.0	
172	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1947.789	1947.925	0.135	98.8	1774.7	1675.9	928.0	
173	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1949.549	1949.729	0.180	64.8	1898.1	1833.3	496.0	
174	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1951.128	1951.353	0.226	58.6	1996.9	1938.3	320.0	
175	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1954.286	1954.511	0.226	71.0	1996.9	1925.9	816.0	
176	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1957.759	1957.940	0.180	34.0	1993.8	1959.9	1200.0	
177	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1966.105	1966.286	0.180	64.8	1213.0	1148.1	336.0	
178	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1967.774	1967.955	0.180	55.6	1888.9	1833.3	96.0	
179	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1969.398	1969.579	0.180	104.9	1879.6	1774.7	432.0	
180	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1970.977	1971.158	0.180	80.2	1993.8	1913.6	928.0	
181	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1974.180	1974.451	0.271	52.5	1993.8	1941.4	880.0	
182	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1977.654	1977.880	0.226	74.1	1993.8	1919.8	816.0	
183	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1984.872	1985.053	0.180	111.1	1888.9	1777.8	112.0	
184	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1986.632	1986.812	0.180	55.6	1438.3	1382.7	816.0	
185	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1988.256	1988.436	0.180	95.7	1947.5	1851.9	288.0	
186	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1989.925	1990.150	0.226	80.2	1993.8	1913.6	288.0	
187	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1993.218	1993.489	0.271	52.5	1993.8	1941.4	416.0	
188	Spectrogram 1	1	AU-AWBS03-151203-063000.wav	1996.917	1997.188	0.271	86.4	1996.9	1910.5	1200.0	end pattern
189	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2631.970	2632.195	0.226	18.5	1555.6	1537.0	96.0	start pattern
190	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2633.188	2633.414	0.226	43.2	1574.1	1530.9	112.0	
191	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2634.857	2635.128	0.271	52.5	1234.6	1182.1	160.0	
192	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2638.105	2638.331	0.226	52.5	1361.1	1308.6	64.0	
193	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2639.549	2639.774	0.226	55.6	1030.9	975.3	64.0	
194	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2641.308	2641.489	0.180	46.3	1027.8	981.5	80.0	
195	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2642.752	2642.977	0.226	43.2	1024.7	981.5	48.0	
196	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2644.556	2644.872	0.316	34.0	1027.8	993.8	96.0	
197	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2646.045	2646.361	0.316	74.1	1098.8	1024.7	80.0	
198	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2647.805	2648.120	0.316	74.1	990.7	916.7	96.0	
199	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2649.383	2649.609	0.226	89.5	1043.2	953.7	96.0	
200	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2651.143	2651.368	0.226	49.4	1191.4	1142.0	224.0	
201	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2652.722	2652.947	0.226	52.5	848.8	796.3	240.0	
202	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2654.481	2654.707	0.226	49.4	1169.8	1120.4	64.0	
203	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2656.105	2656.331	0.226	58.6	1182.1	1123.5	64.0	
204	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2657.684	2657.955	0.271	55.6	1234.6	1179.0	64.0	
205	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2659.218	2659.444	0.226	46.3	1314.8	1268.5	112.0	
206	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2660.910	2661.135	0.226	52.5	1213.0	1160.5	336.0	
207	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2663.865	2664.135	0.271	40.1	1737.7	1697.5	128.0	
208	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2667.338	2667.564	0.226	58.6	1549.4	1490.7	64.0	end main phrase
209	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2674.421	2674.647	0.226	71.0	1330.2	1259.3	128.0	
210	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2676.090	2676.316	0.226	83.3	932.1	848.8	96.0	
211	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2677.714	2677.940	0.226	64.8	1277.8	1213.0	80.0	
212	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2679.383	2679.654	0.271	55.6	1262.3	1206.8	768.0	
213	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2682.677	2682.947	0.271	64.8	1441.4	1376.5	176.0	
214	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2686.241	2686.556	0.316	49.4	1311.7	1262.3	240.0	
215	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2693.662	2693.887	0.226	111.1	913.6	802.5	128.0	
216	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2695.263	2695.489	0.226	71.0	944.4	873.5	80.0	
217	Spectrogram 1	1	AU-AWBS03-151203-064000.wav	2696.932	2697.113	0.180	120.4	1413.6	1293.2	336.0	
