Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Notes
42	Spectrogram 1	1	AU-BS02a-120719-060000.wav	212.707	212.887	0.180	76.1	1080.7	1004.6	80.0	
43	Spectrogram 1	1	AU-BS02a-120719-060000.wav	214.195	214.466	0.271	70.0	1911.7	1841.7	584.0	
44	Spectrogram 1	1	AU-BS02a-120719-060000.wav	217.241	217.466	0.226	57.8	1902.6	1844.7	184.0	
45	Spectrogram 1	1	AU-BS02a-120719-060000.wav	220.917	221.188	0.271	82.2	1738.2	1656.0	248.0	end pattern
46	Spectrogram 1	1	AU-BS02a-120719-060000.wav	480.812	481.038	0.226	48.7	873.7	825.0	72.0	start pattern
47	Spectrogram 1	1	AU-BS02a-120719-060000.wav	482.165	482.391	0.226	67.0	1248.1	1181.1	152.0	
48	Spectrogram 1	1	AU-BS02a-120719-060000.wav	483.880	484.105	0.226	51.8	1178.1	1126.3	56.0	
49	Spectrogram 1	1	AU-BS02a-120719-060000.wav	487.173	487.444	0.271	47.2	1223.7	1176.6	128.0	
50	Spectrogram 1	1	AU-BS02a-120719-060000.wav	488.617	488.887	0.271	41.1	1126.3	1085.2	48.0	
51	Spectrogram 1	1	AU-BS02a-120719-060000.wav	490.376	490.556	0.180	48.7	1129.4	1080.7	128.0	
52	Spectrogram 1	1	AU-BS02a-120719-060000.wav	491.865	492.090	0.226	73.1	1053.3	980.2	192.0	
53	Spectrogram 1	1	AU-BS02a-120719-060000.wav	493.602	493.827	0.226	47.2	1025.9	978.7	192.0	
54	Spectrogram 1	1	AU-BS02a-120719-060000.wav	495.068	495.248	0.180	60.9	1001.5	940.6	64.0	
55	Spectrogram 1	1	AU-BS02a-120719-060000.wav	496.827	497.098	0.271	63.9	916.3	852.4	168.0	
56	Spectrogram 1	1	AU-BS02a-120719-060000.wav	498.451	498.677	0.226	70.0	733.6	663.6	168.0	
57	Spectrogram 1	1	AU-BS02a-120719-060000.wav	500.098	500.323	0.226	50.2	796.0	745.8	168.0	
58	Spectrogram 1	1	AU-BS02a-120719-060000.wav	501.699	501.925	0.226	73.1	858.4	785.4	168.0	
59	Spectrogram 1	1	AU-BS02a-120719-060000.wav	503.323	503.549	0.226	76.1	818.9	742.8	152.0	
60	Spectrogram 1	1	AU-BS02a-120719-060000.wav	504.812	505.038	0.226	73.1	831.1	758.0	144.0	
61	Spectrogram 1	1	AU-BS02a-120719-060000.wav	506.391	506.617	0.226	57.8	873.7	815.8	128.0	
62	Spectrogram 1	1	AU-BS02a-120719-060000.wav	507.880	508.150	0.271	63.9	828.0	764.1	64.0	
63	Spectrogram 1	1	AU-BS02a-120719-060000.wav	510.789	511.083	0.293	59.4	904.1	844.7	120.0	
64	Spectrogram 1	1	AU-BS02a-120719-060000.wav	514.241	514.511	0.271	57.8	995.4	937.6	128.0	end main phrase
65	Spectrogram 1	1	AU-BS02a-120719-060000.wav	522.045	522.271	0.226	67.0	1376.0	1309.0	400.0	
66	Spectrogram 1	1	AU-BS02a-120719-060000.wav	523.624	523.805	0.180	82.2	1552.5	1470.3	472.0	
67	Spectrogram 1	1	AU-BS02a-120719-060000.wav	525.158	525.383	0.226	70.0	1686.5	1616.4	576.0	
68	Spectrogram 1	1	AU-BS02a-120719-060000.wav	528.113	528.338	0.226	38.1	1965.0	1926.9	40.0	
69	Spectrogram 1	1	AU-BS02a-120719-060000.wav	531.699	531.880	0.180	67.0	1625.6	1558.6	544.0	
70	Spectrogram 1	1	AU-BS02a-120719-060000.wav	538.150	538.376	0.226	97.4	1546.4	1449.0	256.0	
71	Spectrogram 1	1	AU-BS02a-120719-060000.wav	539.707	539.932	0.226	80.7	1522.1	1441.4	576.0	
72	Spectrogram 1	1	AU-BS02a-120719-060000.wav	541.308	541.489	0.180	82.2	1482.5	1400.3	656.0	
73	Spectrogram 1	1	AU-BS02a-120719-060000.wav	542.752	542.977	0.226	73.1	1738.2	1665.1	576.0	
74	Spectrogram 1	1	AU-BS02a-120719-060000.wav	545.865	546.045	0.180	63.9	1768.6	1704.7	208.0	
75	Spectrogram 1	1	AU-BS02a-120719-060000.wav	549.519	549.699	0.180	70.0	1604.3	1534.2	224.0	
76	Spectrogram 1	1	AU-BS02a-120719-060000.wav	557.323	557.549	0.226	88.3	1540.3	1452.1	208.0	
77	Spectrogram 1	1	AU-BS02a-120719-060000.wav	558.722	558.947	0.226	67.0	1573.8	1506.8	72.0	
78	Spectrogram 1	1	AU-BS02a-120719-060000.wav	560.391	560.617	0.226	73.1	1586.0	1512.9	280.0	
79	Spectrogram 1	1	AU-BS02a-120719-060000.wav	563.774	564.000	0.226	60.9	1595.1	1534.2	168.0	
80	Spectrogram 1	1	AU-BS02a-120719-060000.wav	567.519	567.744	0.226	79.1	1552.5	1473.4	184.0	
81	Spectrogram 1	1	AU-BS02a-120719-060000.wav	577.714	577.895	0.180	85.2	1653.0	1567.7	512.0	
82	Spectrogram 1	1	AU-BS02a-120719-060000.wav	579.248	579.474	0.226	73.1	1595.1	1522.1	616.0	
83	Spectrogram 1	1	AU-BS02a-120719-060000.wav	582.474	582.699	0.226	65.4	1523.6	1458.1	208.0	
84	Spectrogram 1	1	AU-BS02a-120719-060000.wav	586.376	586.602	0.226	63.9	1412.5	1348.6	64.0	end pattern
85	Spectrogram 1	1	AU-BS02a-120719-061000.wav	861.203	861.474	0.271	63.9	1281.6	1217.7	64.0	start pattern
86	Spectrogram 1	1	AU-BS02a-120719-061000.wav	862.602	862.827	0.226	76.1	1653.0	1576.9	152.0	
87	Spectrogram 1	1	AU-BS02a-120719-061000.wav	864.180	864.406	0.226	76.1	1229.8	1153.7	144.0	
88	Spectrogram 1	1	AU-BS02a-120719-061000.wav	867.496	867.722	0.226	54.8	1695.6	1640.8	120.0	
89	Spectrogram 1	1	AU-BS02a-120719-061000.wav	868.962	869.143	0.180	56.3	1549.5	1493.2	64.0	
90	Spectrogram 1	1	AU-BS02a-120719-061000.wav	870.699	870.925	0.226	57.8	1494.7	1436.8	112.0	
91	Spectrogram 1	1	AU-BS02a-120719-061000.wav	872.211	872.436	0.226	67.0	1248.1	1181.1	72.0	
92	Spectrogram 1	1	AU-BS02a-120719-061000.wav	873.992	874.218	0.226	68.5	1563.2	1494.7	176.0	
93	Spectrogram 1	1	AU-BS02a-120719-061000.wav	875.549	875.774	0.226	67.0	1576.9	1509.9	152.0	
94	Spectrogram 1	1	AU-BS02a-120719-061000.wav	877.308	877.489	0.180	63.9	1628.6	1564.7	632.0	
95	Spectrogram 1	1	AU-BS02a-120719-061000.wav	878.774	879.000	0.226	62.4	1382.0	1319.6	72.0	
96	Spectrogram 1	1	AU-BS02a-120719-061000.wav	880.489	880.714	0.226	53.3	1274.0	1220.7	152.0	
97	Spectrogram 1	1	AU-BS02a-120719-061000.wav	882.045	882.271	0.226	70.0	1388.1	1318.1	72.0	
98	Spectrogram 1	1	AU-BS02a-120719-061000.wav	883.714	883.940	0.226	67.0	1491.6	1424.7	72.0	
99	Spectrogram 1	1	AU-BS02a-120719-061000.wav	885.248	885.429	0.180	70.0	1439.9	1369.9	120.0	
100	Spectrogram 1	1	AU-BS02a-120719-061000.wav	886.827	887.008	0.180	88.3	1464.2	1376.0	760.0	
101	Spectrogram 1	1	AU-BS02a-120719-061000.wav	888.361	888.586	0.226	67.0	1385.1	1318.1	224.0	
102	Spectrogram 1	1	AU-BS02a-120719-061000.wav	891.383	891.564	0.180	67.0	1640.8	1573.8	112.0	
103	Spectrogram 1	1	AU-BS02a-120719-061000.wav	895.218	895.444	0.226	79.1	1607.3	1528.2	112.0	end main phrase
104	Spectrogram 1	1	AU-BS02a-120719-061000.wav	901.398	901.624	0.226	91.3	1400.3	1309.0	248.0	
105	Spectrogram 1	1	AU-BS02a-120719-061000.wav	903.068	903.248	0.180	97.4	1695.6	1598.2	480.0	
106	Spectrogram 1	1	AU-BS02a-120719-061000.wav	904.647	904.827	0.180	88.3	1689.5	1601.2	520.0	
107	Spectrogram 1	1	AU-BS02a-120719-061000.wav	906.180	906.361	0.180	63.9	1872.1	1808.2	680.0	
108	Spectrogram 1	1	AU-BS02a-120719-061000.wav	909.338	909.519	0.180	73.1	1738.2	1665.1	680.0	
109	Spectrogram 1	1	AU-BS02a-120719-061000.wav	912.857	913.038	0.180	89.8	1694.1	1604.3	104.0	
110	Spectrogram 1	1	AU-BS02a-120719-061000.wav	921.474	921.699	0.226	67.0	1835.6	1768.6	384.0	
111	Spectrogram 1	1	AU-BS02a-120719-061000.wav	923.075	923.301	0.226	65.4	1707.8	1642.3	72.0	
112	Spectrogram 1	1	AU-BS02a-120719-061000.wav	924.632	924.902	0.271	63.9	1990.9	1926.9	480.0	
113	Spectrogram 1	1	AU-BS02a-120719-061000.wav	927.789	928.060	0.271	79.1	873.7	794.5	176.0	
114	Spectrogram 1	1	AU-BS02a-120719-061000.wav	931.308	931.534	0.226	85.2	688.0	602.7	496.0	
115	Spectrogram 1	1	AU-BS02a-120719-061000.wav	939.654	939.880	0.226	82.2	773.2	691.0	672.0	
116	Spectrogram 1	1	AU-BS02a-120719-061000.wav	941.368	941.549	0.180	82.2	1540.3	1458.1	264.0	
117	Spectrogram 1	1	AU-BS02a-120719-061000.wav	942.857	943.083	0.226	63.9	1601.2	1537.3	64.0	
118	Spectrogram 1	1	AU-BS02a-120719-061000.wav	945.992	946.218	0.226	68.5	1732.1	1663.6	496.0	
119	Spectrogram 1	1	AU-BS02a-120719-061000.wav	950.008	950.233	0.226	70.0	1619.5	1549.5	72.0	
120	Spectrogram 1	1	AU-BS02a-120719-061000.wav	958.692	958.917	0.226	91.3	1537.3	1446.0	528.0	
121	Spectrogram 1	1	AU-BS02a-120719-061000.wav	960.361	960.541	0.180	121.8	1138.5	1016.7	680.0	
122	Spectrogram 1	1	AU-BS02a-120719-061000.wav	961.985	962.165	0.180	124.8	1607.3	1482.5	680.0	
123	Spectrogram 1	1	AU-BS02a-120719-061000.wav	965.053	965.278	0.226	94.4	1850.8	1756.5	216.0	
124	Spectrogram 1	1	AU-BS02a-120719-061000.wav	968.774	969.000	0.226	86.8	1485.5	1398.8	88.0	end pattern
125	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1247.594	1247.865	0.271	54.8	1321.2	1266.4	72.0	start pattern
126	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1249.128	1249.308	0.180	79.1	1202.4	1123.3	80.0	
127	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1250.662	1250.887	0.226	57.8	1302.9	1245.1	64.0	
128	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1254.023	1254.248	0.226	44.1	1552.5	1508.4	128.0	
129	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1255.489	1255.759	0.271	60.9	1391.2	1330.3	64.0	
130	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1257.361	1257.586	0.226	45.7	1567.7	1522.1	120.0	
131	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1258.917	1259.188	0.271	54.8	1494.7	1439.9	56.0	
132	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1260.541	1260.767	0.226	48.7	1421.6	1372.9	128.0	
133	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1262.120	1262.346	0.226	57.8	1184.2	1126.3	72.0	
134	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1263.789	1264.060	0.271	65.4	1245.1	1179.6	136.0	
135	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1265.188	1265.414	0.226	73.1	742.8	669.7	80.0	
136	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1267.060	1267.286	0.226	62.4	1228.3	1165.9	144.0	
137	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1268.526	1268.752	0.226	67.0	1263.3	1196.3	72.0	
138	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1270.331	1270.556	0.226	63.9	1108.1	1044.1	64.0	
139	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1271.910	1272.180	0.271	57.8	1168.9	1111.1	64.0	
140	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1273.489	1273.759	0.271	60.9	1156.8	1095.9	64.0	
141	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1275.068	1275.293	0.226	67.0	1114.2	1047.2	120.0	
142	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1276.647	1276.962	0.316	73.1	1105.0	1032.0	104.0	
143	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1279.579	1279.805	0.226	79.1	983.3	904.1	104.0	
144	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1283.143	1283.414	0.271	73.1	709.3	636.2	136.0	end main phrase
145	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1289.955	1290.180	0.226	67.0	1214.6	1147.6	120.0	
146	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1291.579	1291.759	0.180	73.1	1342.5	1269.4	432.0	
147	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1293.203	1293.383	0.180	70.0	1360.7	1290.7	464.0	
148	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1294.602	1294.782	0.180	54.8	1382.0	1327.2	56.0	
149	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1297.669	1297.895	0.226	76.1	1312.0	1235.9	136.0	
150	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1301.459	1301.684	0.226	100.5	1266.4	1165.9	136.0	
151	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1310.820	1311.045	0.226	92.8	1482.5	1389.6	120.0	
152	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1312.489	1312.714	0.226	88.3	1494.7	1406.4	488.0	
153	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1315.534	1315.759	0.226	91.3	1829.5	1738.2	224.0	
154	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1319.323	1319.594	0.271	88.3	1631.7	1543.4	248.0	
155	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1329.113	1329.338	0.226	85.2	1592.1	1506.8	440.0	
156	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1330.782	1330.962	0.180	73.1	1698.6	1625.6	592.0	
157	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1333.895	1334.120	0.226	57.8	1872.1	1814.3	192.0	
158	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1337.504	1337.729	0.226	63.9	1205.5	1141.6	64.0	
159	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1347.203	1347.383	0.180	76.1	1430.7	1354.6	80.0	
160	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1349.053	1349.233	0.180	77.6	1633.2	1555.6	568.0	
161	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1352.120	1352.346	0.226	88.3	1604.3	1516.0	600.0	
162	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1356.045	1356.226	0.180	76.1	1653.0	1576.9	112.0	
163	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1366.827	1367.053	0.226	85.2	1506.8	1421.6	96.0	
164	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1368.722	1368.992	0.271	76.1	1546.4	1470.3	392.0	
165	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1371.835	1372.105	0.271	88.3	1427.7	1339.4	616.0	
166	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1375.624	1375.850	0.226	91.3	1671.2	1579.9	520.0	
167	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1386.045	1386.271	0.226	109.6	1452.1	1342.5	472.0	
168	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1387.669	1387.895	0.226	85.2	1354.6	1269.4	608.0	
169	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1391.008	1391.278	0.271	73.1	1376.0	1302.9	432.0	end pattern
170	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1602.226	1602.451	0.226	57.8	1187.2	1129.4	120.0	start pattern
171	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1603.511	1603.737	0.226	71.5	1168.9	1097.4	120.0	
172	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1605.113	1605.383	0.271	91.3	1138.5	1047.2	104.0	
173	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1608.316	1608.586	0.271	79.1	1260.3	1181.1	136.0	
174	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1609.759	1609.985	0.226	76.1	1281.6	1205.5	80.0	
175	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1611.519	1611.744	0.226	73.1	1424.7	1351.6	136.0	
176	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1612.872	1613.143	0.271	68.5	1222.2	1153.7	112.0	
177	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1614.519	1614.744	0.226	67.0	1312.0	1245.1	128.0	
178	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1616.165	1616.391	0.226	70.0	1315.1	1245.1	120.0	
179	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1617.654	1617.925	0.271	60.9	1269.4	1208.5	120.0	
180	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1619.143	1619.368	0.226	70.0	1211.6	1141.6	112.0	
181	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1620.925	1621.150	0.226	65.4	1254.2	1188.7	192.0	
182	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1622.301	1622.571	0.271	57.8	1251.1	1193.3	64.0	
183	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1624.015	1624.241	0.226	63.9	1330.3	1266.4	72.0	
184	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1625.594	1625.774	0.180	70.0	1257.2	1187.2	72.0	
185	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1627.105	1627.331	0.226	63.9	1263.3	1199.4	64.0	
186	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1628.662	1628.932	0.271	63.9	952.8	888.9	64.0	
187	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1631.617	1631.842	0.226	59.4	1123.3	1063.9	120.0	
188	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1635.338	1635.609	0.271	73.1	1001.5	928.5	128.0	end main phrase
189	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1641.767	1641.992	0.226	85.2	1729.1	1643.8	552.0	
190	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1643.323	1643.549	0.226	76.1	1631.7	1555.6	80.0	
191	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1644.767	1644.947	0.180	94.4	1640.8	1546.4	448.0	
192	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1646.256	1646.481	0.226	63.9	1853.9	1790.0	376.0	
193	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1649.188	1649.368	0.180	73.1	1656.0	1583.0	552.0	
194	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1652.752	1652.977	0.226	79.1	1954.3	1875.2	616.0	
195	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1660.872	1661.098	0.226	73.1	1433.8	1360.7	440.0	
196	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1662.361	1662.586	0.226	73.1	1503.8	1430.7	80.0	
197	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1663.850	1664.075	0.226	82.2	1762.6	1680.4	384.0	
198	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1666.917	1667.143	0.226	97.4	1917.8	1820.4	384.0	
199	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1670.932	1671.113	0.180	70.0	1954.3	1884.3	72.0	
200	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1679.932	1680.158	0.226	59.4	1388.1	1328.8	64.0	
201	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1681.556	1681.782	0.226	59.4	1491.6	1432.3	64.0	
202	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1683.113	1683.338	0.226	63.9	1342.5	1278.5	768.0	
203	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1686.406	1686.586	0.180	63.9	1540.3	1476.4	192.0	
204	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1689.925	1690.150	0.226	73.1	1470.3	1397.3	256.0	
205	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1700.797	1700.977	0.180	79.1	1707.8	1628.6	488.0	
206	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1702.353	1702.579	0.226	70.0	1780.8	1710.8	488.0	
207	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1705.556	1705.782	0.226	60.9	1771.7	1710.8	192.0	
208	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1709.459	1709.729	0.271	73.1	1756.5	1683.4	208.0	
209	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1720.827	1721.008	0.180	76.1	1464.2	1388.1	544.0	
210	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1722.226	1722.451	0.226	109.6	1668.2	1558.6	384.0	
211	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1725.383	1725.564	0.180	70.0	1963.5	1893.5	376.0	
212	Spectrogram 1	1	AU-BS02a-120719-062000.wav	1729.173	1729.398	0.226	54.8	1954.3	1899.5	56.0	end pattern
