Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Notes
38	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	851.684	851.910	0.226	42.6	1729.1	1686.5	192.0	
39	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	856.556	856.782	0.226	76.1	1911.7	1835.6	800.0	
40	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	857.098	857.368	0.271	76.1	1038.1	961.9	288.0	
41	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	962.707	962.977	0.271	42.6	1418.6	1376.0	96.0	
42	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	963.158	963.429	0.271	36.5	1360.7	1324.2	96.0	
43	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	971.910	972.135	0.226	63.9	1589.0	1525.1	64.0	
44	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	972.361	972.632	0.271	63.9	1576.9	1512.9	64.0	
45	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	977.098	977.323	0.226	73.1	1150.7	1077.6	176.0	
46	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	977.549	977.774	0.226	54.8	575.3	520.5	64.0	
47	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	982.150	982.376	0.226	60.9	1089.8	1028.9	208.0	
48	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	982.602	982.872	0.271	60.9	1083.7	1022.8	208.0	
49	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	987.338	987.519	0.180	76.1	669.7	593.6	80.0	
50	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	987.835	988.105	0.271	73.1	666.7	593.6	80.0	
51	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	992.526	992.752	0.226	42.6	1905.6	1863.0	192.0	
52	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	993.023	993.248	0.226	33.5	1217.7	1184.2	64.0	
53	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	997.895	998.120	0.226	73.1	1653.0	1579.9	80.0	
54	Spectrogram 1	1	AU-AWBS03-151116-041000.wav	998.346	998.617	0.271	73.1	1966.5	1893.5	80.0	
