Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Mooring
11	Spectrogram 1	1	172.049240638	172.621899572	97.2	562.8	AU-AWBS03_20151106_043000.wav	22.049	AW15_AU_BS3
12	Waveform 1	1	175.245046944	175.743814403	164.0	562.8	AU-AWBS03_20151106_043000.wav	25.245	AW15_AU_BS3
12	Spectrogram 1	1	175.245046944	175.743814403	164.0	562.8	AU-AWBS03_20151106_043000.wav	25.245	AW15_AU_BS3
13	Waveform 1	1	187.529504710	188.046745037	135.6	570.9	AU-AWBS03_20151106_043000.wav	37.529	AW15_AU_BS3
13	Spectrogram 1	1	187.529504710	188.046745037	135.6	570.9	AU-AWBS03_20151106_043000.wav	37.529	AW15_AU_BS3
14	Waveform 1	1	245.770930323	246.214279175	44.5	469.6	AU-AWBS03_20151106_043000.wav	95.771	AW15_AU_BS3
14	Spectrogram 1	1	245.770930323	246.214279175	44.5	469.6	AU-AWBS03_20151106_043000.wav	95.771	AW15_AU_BS3
15	Waveform 1	1	251.996287116	252.550473180	58.7	587.0	AU-AWBS03_20151106_043000.wav	101.996	AW15_AU_BS3
15	Spectrogram 1	1	251.996287116	252.550473180	58.7	587.0	AU-AWBS03_20151106_043000.wav	101.996	AW15_AU_BS3
16	Waveform 1	1	260.974101363	261.546760296	196.4	609.3	AU-AWBS03_20151106_043000.wav	110.974	AW15_AU_BS3
16	Spectrogram 1	1	260.974101363	261.546760296	196.4	609.3	AU-AWBS03_20151106_043000.wav	110.974	AW15_AU_BS3
17	Waveform 1	1	308.231504243	308.878054652	123.5	481.8	AU-AWBS03_20151106_043000.wav	158.232	AW15_AU_BS3
17	Spectrogram 1	1	308.231504243	308.878054652	123.5	481.8	AU-AWBS03_20151106_043000.wav	158.232	AW15_AU_BS3
18	Waveform 1	1	351.081225691	351.487628805	192.3	512.1	AU-AWBS03_20151106_043000.wav	201.081	AW15_AU_BS3
18	Spectrogram 1	1	351.081225691	351.487628805	192.3	512.1	AU-AWBS03_20151106_043000.wav	201.081	AW15_AU_BS3
19	Waveform 1	1	390.044310471	390.635442273	30.4	417.0	AU-AWBS03_20151106_043345.wav	15.044	AW15_AU_BS3
19	Spectrogram 1	1	390.044310471	390.635442273	30.4	417.0	AU-AWBS03_20151106_043345.wav	15.044	AW15_AU_BS3
20	Waveform 1	1	396.066465707	396.805380459	72.9	522.3	AU-AWBS03_20151106_043345.wav	21.066	AW15_AU_BS3
20	Spectrogram 1	1	396.066465707	396.805380459	72.9	522.3	AU-AWBS03_20151106_043345.wav	21.066	AW15_AU_BS3
21	Waveform 1	1	423.306613001	423.713016115	56.7	352.2	AU-AWBS03_20151106_043345.wav	48.307	AW15_AU_BS3
21	Spectrogram 1	1	423.306613001	423.713016115	56.7	352.2	AU-AWBS03_20151106_043345.wav	48.307	AW15_AU_BS3
22	Waveform 1	1	436.433488517	437.043093188	50.6	406.9	AU-AWBS03_20151106_043345.wav	61.433	AW15_AU_BS3
22	Spectrogram 1	1	436.433488517	437.043093188	50.6	406.9	AU-AWBS03_20151106_043345.wav	61.433	AW15_AU_BS3
23	Waveform 1	1	461.456891553	461.863294667	121.5	364.4	AU-AWBS03_20151106_043345.wav	86.457	AW15_AU_BS3
23	Spectrogram 1	1	461.456891553	461.863294667	121.5	364.4	AU-AWBS03_20151106_043345.wav	86.457	AW15_AU_BS3
24	Waveform 1	1	471.690860880	472.171155469	111.3	447.4	AU-AWBS03_20151106_043345.wav	96.691	AW15_AU_BS3
24	Spectrogram 1	1	471.690860880	472.171155469	111.3	447.4	AU-AWBS03_20151106_043345.wav	96.691	AW15_AU_BS3
25	Waveform 1	1	481.777047256	482.405124796	40.5	445.3	AU-AWBS03_20151106_043345.wav	106.777	AW15_AU_BS3
25	Spectrogram 1	1	481.777047256	482.405124796	40.5	445.3	AU-AWBS03_20151106_043345.wav	106.777	AW15_AU_BS3
26	Waveform 1	1	478.156364967	478.747496769	38.5	374.5	AU-AWBS03_20151106_043345.wav	103.156	AW15_AU_BS3
26	Spectrogram 1	1	478.156364967	478.747496769	38.5	374.5	AU-AWBS03_20151106_043345.wav	103.156	AW15_AU_BS3
27	Waveform 1	1	516.251224912	516.823883846	135.6	702.4	AU-AWBS03_20151106_043345.wav	141.251	AW15_AU_BS3
27	Spectrogram 1	1	516.251224912	516.823883846	135.6	702.4	AU-AWBS03_20151106_043345.wav	141.251	AW15_AU_BS3
28	Waveform 1	1	563.405124796	564.088620942	50.6	453.4	AU-AWBS03_20151106_043345.wav	188.405	AW15_AU_BS3
28	Spectrogram 1	1	563.405124796	564.088620942	50.6	453.4	AU-AWBS03_20151106_043345.wav	188.405	AW15_AU_BS3
31	Waveform 1	1	591.421132581	591.956845777	64.8	334.0	AU-AWBS03_20151106_043345.wav	216.421	AW15_AU_BS3
31	Spectrogram 1	1	591.421132581	591.956845777	64.8	334.0	AU-AWBS03_20151106_043345.wav	216.421	AW15_AU_BS3
33	Waveform 1	1	653.907483068	654.461669133	52.6	635.6	AU-AWBS03_20151106_044345.wav	53.907	AW15_AU_BS3
33	Spectrogram 1	1	653.907483068	654.461669133	52.6	635.6	AU-AWBS03_20151106_044345.wav	53.907	AW15_AU_BS3
34	Waveform 1	1	663.328646167	663.771995018	113.4	443.3	AU-AWBS03_20151106_044345.wav	63.329	AW15_AU_BS3
34	Spectrogram 1	1	663.328646167	663.771995018	113.4	443.3	AU-AWBS03_20151106_044345.wav	63.329	AW15_AU_BS3
36	Waveform 1	1	718.307738732	718.769560452	89.1	518.2	AU-AWBS03_20151106_044345.wav	118.308	AW15_AU_BS3
36	Spectrogram 1	1	718.307738732	718.769560452	89.1	518.2	AU-AWBS03_20151106_044345.wav	118.308	AW15_AU_BS3
37	Waveform 1	1	724.477676918	725.050335851	56.7	479.8	AU-AWBS03_20151106_044345.wav	124.478	AW15_AU_BS3
37	Spectrogram 1	1	724.477676918	725.050335851	56.7	479.8	AU-AWBS03_20151106_044345.wav	124.478	AW15_AU_BS3
38	Waveform 1	1	730.795398054	731.294165513	101.2	415.0	AU-AWBS03_20151106_044345.wav	130.795	AW15_AU_BS3
38	Spectrogram 1	1	730.795398054	731.294165513	101.2	415.0	AU-AWBS03_20151106_044345.wav	130.795	AW15_AU_BS3
39	Waveform 1	1	734.009677229	734.489971819	68.8	400.8	AU-AWBS03_20151106_044345.wav	134.010	AW15_AU_BS3
39	Spectrogram 1	1	734.009677229	734.489971819	68.8	400.8	AU-AWBS03_20151106_044345.wav	134.010	AW15_AU_BS3
40	Waveform 1	1	740.833469522	741.664748619	64.8	536.4	AU-AWBS03_20151106_044345.wav	140.833	AW15_AU_BS3
40	Spectrogram 1	1	740.833469522	741.664748619	64.8	536.4	AU-AWBS03_20151106_044345.wav	140.833	AW15_AU_BS3
41	Waveform 1	1	781.754678397	782.290391593	81.0	568.8	AU-AWBS03_20151106_044345.wav	181.755	AW15_AU_BS3
41	Spectrogram 1	1	781.754678397	782.290391593	81.0	568.8	AU-AWBS03_20151106_044345.wav	181.755	AW15_AU_BS3
42	Waveform 1	1	788.146291009	788.571166992	46.6	313.8	AU-AWBS03_20151106_044345.wav	188.146	AW15_AU_BS3
42	Spectrogram 1	1	788.146291009	788.571166992	46.6	313.8	AU-AWBS03_20151106_044345.wav	188.146	AW15_AU_BS3
43	Waveform 1	1	794.390120671	794.851942391	141.7	512.1	AU-AWBS03_20151106_044345.wav	194.390	AW15_AU_BS3
43	Spectrogram 1	1	794.390120671	794.851942391	141.7	512.1	AU-AWBS03_20151106_044345.wav	194.390	AW15_AU_BS3
45	Waveform 1	1	821.002190425	821.593322228	48.6	413.0	AU-AWBS03_20151106_044345.wav	221.002	AW15_AU_BS3
45	Spectrogram 1	1	821.002190425	821.593322228	48.6	413.0	AU-AWBS03_20151106_044345.wav	221.002	AW15_AU_BS3
46	Waveform 1	1	829.518182952	830.109314754	70.9	730.8	AU-AWBS03_20151106_044730.wav	4.518	AW15_AU_BS3
46	Spectrogram 1	1	829.518182952	830.109314754	70.9	730.8	AU-AWBS03_20151106_044730.wav	4.518	AW15_AU_BS3
47	Waveform 1	1	836.183114677	836.811192217	66.8	463.6	AU-AWBS03_20151106_044730.wav	11.183	AW15_AU_BS3
47	Spectrogram 1	1	836.183114677	836.811192217	66.8	463.6	AU-AWBS03_20151106_044730.wav	11.183	AW15_AU_BS3
48	Waveform 1	1	852.771750878	853.270518336	81.0	498.0	AU-AWBS03_20151106_044730.wav	27.772	AW15_AU_BS3
48	Spectrogram 1	1	852.771750878	853.270518336	81.0	498.0	AU-AWBS03_20151106_044730.wav	27.772	AW15_AU_BS3
49	Waveform 1	1	859.802579682	860.208982797	58.7	524.3	AU-AWBS03_20151106_044730.wav	34.803	AW15_AU_BS3
49	Spectrogram 1	1	859.802579682	860.208982797	58.7	524.3	AU-AWBS03_20151106_044730.wav	34.803	AW15_AU_BS3
51	Waveform 1	1	898.828417285	899.382603349	62.8	459.5	AU-AWBS03_20151106_044730.wav	73.828	AW15_AU_BS3
51	Spectrogram 1	1	898.828417285	899.382603349	62.8	459.5	AU-AWBS03_20151106_044730.wav	73.828	AW15_AU_BS3
52	Waveform 1	1	904.887518258	905.441704323	60.7	617.4	AU-AWBS03_20151106_044730.wav	79.888	AW15_AU_BS3
52	Spectrogram 1	1	904.887518258	905.441704323	60.7	617.4	AU-AWBS03_20151106_044730.wav	79.888	AW15_AU_BS3
53	Waveform 1	1	910.651053330	911.057456444	109.3	463.6	AU-AWBS03_20151106_044730.wav	85.651	AW15_AU_BS3
53	Spectrogram 1	1	910.651053330	911.057456444	109.3	463.6	AU-AWBS03_20151106_044730.wav	85.651	AW15_AU_BS3
55	Waveform 1	1	920.766851228	921.321037292	93.1	556.7	AU-AWBS03_20151106_044730.wav	95.767	AW15_AU_BS3
55	Spectrogram 1	1	920.766851228	921.321037292	93.1	556.7	AU-AWBS03_20151106_044730.wav	95.767	AW15_AU_BS3
56	Waveform 1	1	926.752060726	927.250828184	147.8	542.5	AU-AWBS03_20151106_044730.wav	101.752	AW15_AU_BS3
56	Spectrogram 1	1	926.752060726	927.250828184	147.8	542.5	AU-AWBS03_20151106_044730.wav	101.752	AW15_AU_BS3
57	Waveform 1	1	929.984812769	930.557471703	133.6	376.5	AU-AWBS03_20151106_044730.wav	104.985	AW15_AU_BS3
57	Spectrogram 1	1	929.984812769	930.557471703	133.6	376.5	AU-AWBS03_20151106_044730.wav	104.985	AW15_AU_BS3
58	Waveform 1	1	933.217564813	933.716332271	78.9	578.9	AU-AWBS03_20151106_044730.wav	108.218	AW15_AU_BS3
58	Spectrogram 1	1	933.217564813	933.716332271	78.9	578.9	AU-AWBS03_20151106_044730.wav	108.218	AW15_AU_BS3
59	Waveform 1	1	939.380168783	939.915881979	40.5	548.6	AU-AWBS03_20151106_044730.wav	114.380	AW15_AU_BS3
59	Spectrogram 1	1	939.380168783	939.915881979	40.5	548.6	AU-AWBS03_20151106_044730.wav	114.380	AW15_AU_BS3
61	Waveform 1	1	1072.200370262	1072.680664852	131.6	617.4	AU-AWBS03_20151106_045000.wav	97.200	AW15_AU_BS3
61	Spectrogram 1	1	1072.200370262	1072.680664852	131.6	617.4	AU-AWBS03_20151106_045000.wav	97.200	AW15_AU_BS3
62	Waveform 1	1	1104.668339433	1105.185579760	182.2	463.6	AU-AWBS03_20151106_045000.wav	129.668	AW15_AU_BS3
62	Spectrogram 1	1	1104.668339433	1105.185579760	182.2	463.6	AU-AWBS03_20151106_045000.wav	129.668	AW15_AU_BS3
64	Waveform 1	1	1148.478650060	1149.032836125	113.4	388.7	AU-AWBS03_20151106_045000.wav	173.479	AW15_AU_BS3
64	Spectrogram 1	1	1148.478650060	1149.032836125	113.4	388.7	AU-AWBS03_20151106_045000.wav	173.479	AW15_AU_BS3
65	Waveform 1	1	1158.261936319	1158.834595253	186.2	502.0	AU-AWBS03_20151106_045000.wav	183.262	AW15_AU_BS3
65	Spectrogram 1	1	1158.261936319	1158.834595253	186.2	502.0	AU-AWBS03_20151106_045000.wav	183.262	AW15_AU_BS3
66	Waveform 1	1	1197.232355315	1197.786541380	52.6	410.9	AU-AWBS03_20151106_045000.wav	222.232	AW15_AU_BS3
66	Spectrogram 1	1	1197.232355315	1197.786541380	52.6	410.9	AU-AWBS03_20151106_045000.wav	222.232	AW15_AU_BS3
67	Waveform 1	1	1210.747161076	1211.153564190	105.3	461.5	AU-AWBS03_20151106_045730.wav	10.747	AW15_AU_BS3
67	Spectrogram 1	1	1210.747161076	1211.153564190	105.3	461.5	AU-AWBS03_20151106_045730.wav	10.747	AW15_AU_BS3
68	Waveform 1	1	1246.078424914	1246.669556716	62.8	459.5	AU-AWBS03_20151106_045730.wav	46.078	AW15_AU_BS3
68	Spectrogram 1	1	1246.078424914	1246.669556716	62.8	459.5	AU-AWBS03_20151106_045730.wav	46.078	AW15_AU_BS3
69	Waveform 1	1	1252.396146051	1252.931859247	56.7	463.6	AU-AWBS03_20151106_045730.wav	52.396	AW15_AU_BS3
69	Spectrogram 1	1	1252.396146051	1252.931859247	56.7	463.6	AU-AWBS03_20151106_045730.wav	52.396	AW15_AU_BS3
71	Waveform 1	1	1273.706502454	1274.297634256	107.3	441.3	AU-AWBS03_20151106_045730.wav	73.706	AW15_AU_BS3
71	Spectrogram 1	1	1273.706502454	1274.297634256	107.3	441.3	AU-AWBS03_20151106_045730.wav	73.706	AW15_AU_BS3
72	Waveform 1	1	1285.861650138	1286.323471859	176.1	534.4	AU-AWBS03_20151106_045730.wav	85.862	AW15_AU_BS3
72	Spectrogram 1	1	1285.861650138	1286.323471859	176.1	534.4	AU-AWBS03_20151106_045730.wav	85.862	AW15_AU_BS3
73	Waveform 1	1	1479.657261816	1480.174502143	72.9	236.8	AU-AWBS03_20151107_050000.wav	129.657	AW15_AU_BS3
73	Spectrogram 1	1	1479.657261816	1480.174502143	72.9	236.8	AU-AWBS03_20151107_050000.wav	129.657	AW15_AU_BS3
74	Waveform 1	1	1485.827200002	1486.510696148	52.6	228.7	AU-AWBS03_20151107_050000.wav	135.827	AW15_AU_BS3
74	Spectrogram 1	1	1485.827200002	1486.510696148	52.6	228.7	AU-AWBS03_20151107_050000.wav	135.827	AW15_AU_BS3
75	Waveform 1	1	1491.941719581	1492.514378515	56.7	259.1	AU-AWBS03_20151107_050000.wav	141.942	AW15_AU_BS3
75	Spectrogram 1	1	1491.941719581	1492.514378515	56.7	259.1	AU-AWBS03_20151107_050000.wav	141.942	AW15_AU_BS3
76	Waveform 1	1	1507.156029274	1507.599378125	74.9	321.9	AU-AWBS03_20151107_050000.wav	157.156	AW15_AU_BS3
76	Spectrogram 1	1	1507.156029274	1507.599378125	74.9	321.9	AU-AWBS03_20151107_050000.wav	157.156	AW15_AU_BS3
77	Waveform 1	1	1516.318572209	1516.817339667	111.3	433.2	AU-AWBS03_20151107_050000.wav	166.319	AW15_AU_BS3
77	Spectrogram 1	1	1516.318572209	1516.817339667	111.3	433.2	AU-AWBS03_20151107_050000.wav	166.319	AW15_AU_BS3
78	Waveform 1	1	1525.111657767	1525.684316701	91.1	323.9	AU-AWBS03_20151107_050000.wav	175.112	AW15_AU_BS3
78	Spectrogram 1	1	1525.111657767	1525.684316701	91.1	323.9	AU-AWBS03_20151107_050000.wav	175.112	AW15_AU_BS3
79	Waveform 1	1	1528.972487351	1529.452781940	105.3	295.5	AU-AWBS03_20151107_050000.wav	178.972	AW15_AU_BS3
79	Spectrogram 1	1	1528.972487351	1529.452781940	105.3	295.5	AU-AWBS03_20151107_050000.wav	178.972	AW15_AU_BS3
80	Waveform 1	1	1533.823517635	1534.451595175	58.7	500.0	AU-AWBS03_20151107_050000.wav	183.824	AW15_AU_BS3
80	Spectrogram 1	1	1533.823517635	1534.451595175	58.7	500.0	AU-AWBS03_20151107_050000.wav	183.824	AW15_AU_BS3
81	Waveform 1	1	1537.721292956	1538.109223201	168.0	311.7	AU-AWBS03_20151107_050000.wav	187.721	AW15_AU_BS3
81	Spectrogram 1	1	1537.721292956	1538.109223201	168.0	311.7	AU-AWBS03_20151107_050000.wav	187.721	AW15_AU_BS3
82	Waveform 1	1	1542.579657456	1543.355517946	60.7	487.9	AU-AWBS03_20151107_050000.wav	192.580	AW15_AU_BS3
82	Spectrogram 1	1	1542.579657456	1543.355517946	60.7	487.9	AU-AWBS03_20151107_050000.wav	192.580	AW15_AU_BS3
83	Waveform 1	1	1546.385068433	1546.920781629	95.1	400.8	AU-AWBS03_20151107_050000.wav	196.385	AW15_AU_BS3
83	Spectrogram 1	1	1546.385068433	1546.920781629	95.1	400.8	AU-AWBS03_20151107_050000.wav	196.385	AW15_AU_BS3
84	Waveform 1	1	1551.132595720	1551.945401948	87.0	421.1	AU-AWBS03_20151107_050000.wav	201.133	AW15_AU_BS3
84	Spectrogram 1	1	1551.132595720	1551.945401948	87.0	421.1	AU-AWBS03_20151107_050000.wav	201.133	AW15_AU_BS3
85	Waveform 1	1	1559.548889686	1560.213912964	135.6	443.3	AU-AWBS03_20151107_050000.wav	209.549	AW15_AU_BS3
85	Spectrogram 1	1	1559.548889686	1560.213912964	135.6	443.3	AU-AWBS03_20151107_050000.wav	209.549	AW15_AU_BS3
86	Waveform 1	1	1568.323502376	1568.933107047	83.0	354.3	AU-AWBS03_20151107_050000.wav	218.323	AW15_AU_BS3
86	Spectrogram 1	1	1568.323502376	1568.933107047	83.0	354.3	AU-AWBS03_20151107_050000.wav	218.323	AW15_AU_BS3
87	Waveform 1	1	1572.165859091	1572.683099418	105.3	429.1	AU-AWBS03_20151107_050000.wav	222.166	AW15_AU_BS3
87	Spectrogram 1	1	1572.165859091	1572.683099418	105.3	429.1	AU-AWBS03_20151107_050000.wav	222.166	AW15_AU_BS3
88	Waveform 1	1	1585.743417674	1586.149820788	141.7	321.9	AU-AWBS03_20151107_050345.wav	10.743	AW15_AU_BS3
88	Spectrogram 1	1	1585.743417674	1586.149820788	141.7	321.9	AU-AWBS03_20151107_050345.wav	10.743	AW15_AU_BS3
89	Waveform 1	1	1594.492223279	1595.083355081	81.0	400.8	AU-AWBS03_20151107_050345.wav	19.492	AW15_AU_BS3
89	Spectrogram 1	1	1594.492223279	1595.083355081	81.0	400.8	AU-AWBS03_20151107_050345.wav	19.492	AW15_AU_BS3
90	Waveform 1	1	1619.220060414	1619.903556561	101.2	465.6	AU-AWBS03_20151107_050345.wav	44.220	AW15_AU_BS3
90	Spectrogram 1	1	1619.220060414	1619.903556561	101.2	465.6	AU-AWBS03_20151107_050345.wav	44.220	AW15_AU_BS3
91	Waveform 1	1	1777.580905257	1778.282874272	48.6	378.5	AU-AWBS03_20151107_050345.wav	202.581	AW15_AU_BS3
91	Spectrogram 1	1	1777.580905257	1778.282874272	48.6	378.5	AU-AWBS03_20151107_050345.wav	202.581	AW15_AU_BS3
92	Waveform 1	1	1783.473750410	1784.046409344	70.9	267.2	AU-AWBS03_20151107_050345.wav	208.474	AW15_AU_BS3
92	Spectrogram 1	1	1783.473750410	1784.046409344	70.9	267.2	AU-AWBS03_20151107_050345.wav	208.474	AW15_AU_BS3
93	Waveform 1	1	1785.782859013	1786.170789258	141.7	265.2	AU-AWBS03_20151107_050345.wav	210.783	AW15_AU_BS3
93	Spectrogram 1	1	1785.782859013	1786.170789258	141.7	265.2	AU-AWBS03_20151107_050345.wav	210.783	AW15_AU_BS3
94	Waveform 1	1	1793.005750722	1793.486045311	131.6	348.2	AU-AWBS03_20151107_050345.wav	218.006	AW15_AU_BS3
94	Spectrogram 1	1	1793.005750722	1793.486045311	131.6	348.2	AU-AWBS03_20151107_050345.wav	218.006	AW15_AU_BS3
95	Waveform 1	1	1941.169571975	1941.742230909	113.4	451.4	AU-AWBS03_20151107_050730.wav	141.170	AW15_AU_BS3
95	Spectrogram 1	1	1941.169571975	1941.742230909	113.4	451.4	AU-AWBS03_20151107_050730.wav	141.170	AW15_AU_BS3
96	Waveform 1	1	1973.526703933	1973.970052785	91.1	364.4	AU-AWBS03_20151107_052000.wav	23.527	AW15_AU_BS3
96	Spectrogram 1	1	1973.526703933	1973.970052785	91.1	364.4	AU-AWBS03_20151107_052000.wav	23.527	AW15_AU_BS3
97	Waveform 1	1	1979.992208020	1980.620285560	78.9	380.6	AU-AWBS03_20151107_052000.wav	29.993	AW15_AU_BS3
97	Spectrogram 1	1	1979.992208020	1980.620285560	78.9	380.6	AU-AWBS03_20151107_052000.wav	29.993	AW15_AU_BS3
98	Waveform 1	1	2127.479745273	2127.886148387	81.0	261.1	AU-AWBS03_20151107_052000.wav	177.480	AW15_AU_BS3
98	Spectrogram 1	1	2127.479745273	2127.886148387	81.0	261.1	AU-AWBS03_20151107_052000.wav	177.480	AW15_AU_BS3
99	Waveform 1	1	2133.409536164	2134.019140835	85.0	346.2	AU-AWBS03_20151107_052000.wav	183.410	AW15_AU_BS3
99	Spectrogram 1	1	2133.409536164	2134.019140835	85.0	346.2	AU-AWBS03_20151107_052000.wav	183.410	AW15_AU_BS3
100	Waveform 1	1	2155.096684160	2155.613924487	60.7	257.1	AU-AWBS03_20151107_052000.wav	205.097	AW15_AU_BS3
100	Spectrogram 1	1	2155.096684160	2155.613924487	60.7	257.1	AU-AWBS03_20151107_052000.wav	205.097	AW15_AU_BS3
101	Waveform 1	1	2164.362730092	2164.916916157	58.7	277.3	AU-AWBS03_20151107_052000.wav	214.363	AW15_AU_BS3
101	Spectrogram 1	1	2164.362730092	2164.916916157	58.7	277.3	AU-AWBS03_20151107_052000.wav	214.363	AW15_AU_BS3
102	Waveform 1	1	2243.127512965	2243.533916079	70.9	613.4	AU-AWBS03_20151107_202730.wav	68.128	AW15_AU_BS3
102	Spectrogram 1	1	2243.127512965	2243.533916079	70.9	613.4	AU-AWBS03_20151107_202730.wav	68.128	AW15_AU_BS3
103	Waveform 1	1	2247.376272793	2247.838094514	50.6	489.9	AU-AWBS03_20151107_202730.wav	72.377	AW15_AU_BS3
103	Spectrogram 1	1	2247.376272793	2247.838094514	50.6	489.9	AU-AWBS03_20151107_202730.wav	72.377	AW15_AU_BS3
104	Waveform 1	1	2252.437838850	2252.899660571	52.6	546.6	AU-AWBS03_20151107_202730.wav	77.438	AW15_AU_BS3
104	Spectrogram 1	1	2252.437838850	2252.899660571	52.6	546.6	AU-AWBS03_20151107_202730.wav	77.438	AW15_AU_BS3
105	Waveform 1	1	2270.977264930	2271.494505257	121.5	445.3	AU-AWBS03_20151107_202730.wav	95.978	AW15_AU_BS3
105	Spectrogram 1	1	2270.977264930	2271.494505257	121.5	445.3	AU-AWBS03_20151107_202730.wav	95.978	AW15_AU_BS3
106	Waveform 1	1	2334.675521061	2335.395962945	30.4	283.4	AU-AWBS03_20151108_010000.wav	9.676	AW15_AU_BS3
106	Spectrogram 1	1	2334.675521061	2335.395962945	30.4	283.4	AU-AWBS03_20151108_010000.wav	9.676	AW15_AU_BS3
107	Waveform 1	1	2341.141025149	2341.953831377	56.7	402.8	AU-AWBS03_20151108_010000.wav	16.141	AW15_AU_BS3
107	Spectrogram 1	1	2341.141025149	2341.953831377	56.7	402.8	AU-AWBS03_20151108_010000.wav	16.141	AW15_AU_BS3
108	Waveform 1	1	2349.594264853	2350.111505180	34.4	678.1	AU-AWBS03_20151108_010000.wav	24.595	AW15_AU_BS3
108	Spectrogram 1	1	2349.594264853	2350.111505180	34.4	678.1	AU-AWBS03_20151108_010000.wav	24.595	AW15_AU_BS3
109	Waveform 1	1	2355.893513120	2356.410753447	85.0	540.5	AU-AWBS03_20151108_010000.wav	30.894	AW15_AU_BS3
109	Spectrogram 1	1	2355.893513120	2356.410753447	85.0	540.5	AU-AWBS03_20151108_010000.wav	30.894	AW15_AU_BS3
110	Waveform 1	1	2362.377490077	2362.857784666	42.5	661.9	AU-AWBS03_20151108_010000.wav	37.378	AW15_AU_BS3
110	Spectrogram 1	1	2362.377490077	2362.857784666	42.5	661.9	AU-AWBS03_20151108_010000.wav	37.378	AW15_AU_BS3
111	Waveform 1	1	2358.996955082	2359.440303934	60.7	439.3	AU-AWBS03_20151108_010000.wav	33.997	AW15_AU_BS3
111	Spectrogram 1	1	2358.996955082	2359.440303934	60.7	439.3	AU-AWBS03_20151108_010000.wav	33.997	AW15_AU_BS3
112	Waveform 1	1	2371.650870225	2372.205056289	50.6	627.5	AU-AWBS03_20151108_010000.wav	46.651	AW15_AU_BS3
112	Spectrogram 1	1	2371.650870225	2372.205056289	50.6	627.5	AU-AWBS03_20151108_010000.wav	46.651	AW15_AU_BS3
113	Waveform 1	1	2378.774063373	2379.494505257	28.3	536.4	AU-AWBS03_20151108_010000.wav	53.774	AW15_AU_BS3
113	Spectrogram 1	1	2378.774063373	2379.494505257	28.3	536.4	AU-AWBS03_20151108_010000.wav	53.774	AW15_AU_BS3
114	Waveform 1	1	2385.294986067	2385.830699263	64.8	714.6	AU-AWBS03_20151108_010000.wav	60.295	AW15_AU_BS3
