Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Mooring
13	Waveform 1	1	2066.680572390	2067.971310294	49.1	282.6	191.681	AU-BS02a_20120709_060000.wav	BS12_AU_02a
13	Spectrogram 1	1	2066.680572390	2067.971310294	49.1	282.6	191.681	AU-BS02a_20120709_060000.wav	BS12_AU_02a
14	Waveform 1	1	2073.056035366	2074.033867111	68.8	452.1	198.056	AU-BS02a_20120709_060000.wav	BS12_AU_02a
14	Spectrogram 1	1	2073.056035366	2074.033867111	68.8	452.1	198.056	AU-BS02a_20120709_060000.wav	BS12_AU_02a
15	Waveform 1	1	2079.509724882	2080.448443357	61.4	520.9	204.510	AU-BS02a_20120709_060000.wav	BS12_AU_02a
15	Spectrogram 1	1	2079.509724882	2080.448443357	61.4	520.9	204.510	AU-BS02a_20120709_060000.wav	BS12_AU_02a
16	Waveform 1	1	2094.971310294	2095.988255308	61.4	265.4	219.971	AU-BS02a_20120709_060000.wav	BS12_AU_02a
16	Spectrogram 1	1	2094.971310294	2095.988255308	61.4	265.4	219.971	AU-BS02a_20120709_060000.wav	BS12_AU_02a
17	Waveform 1	1	2210.872190791	2212.123815425	49.1	314.5	110.872	AU-BS02a_20120709_061000.wav	BS12_AU_02a
17	Spectrogram 1	1	2210.872190791	2212.123815425	49.1	314.5	110.872	AU-BS02a_20120709_061000.wav	BS12_AU_02a
18	Waveform 1	1	2217.052087418	2218.069032433	39.3	336.6	117.052	AU-BS02a_20120709_061000.wav	BS12_AU_02a
18	Spectrogram 1	1	2217.052087418	2218.069032433	39.3	336.6	117.052	AU-BS02a_20120709_061000.wav	BS12_AU_02a
19	Waveform 1	1	2219.762746878	2221.209937860	114.2	719.4	119.763	AU-BS02a_20120709_061000.wav	BS12_AU_02a
19	Spectrogram 1	1	2219.762746878	2221.209937860	114.2	719.4	119.763	AU-BS02a_20120709_061000.wav	BS12_AU_02a
20	Waveform 1	1	2223.322054429	2224.456339253	126.3	559.1	123.322	AU-BS02a_20120709_061000.wav	BS12_AU_02a
20	Spectrogram 1	1	2223.322054429	2224.456339253	126.3	559.1	123.322	AU-BS02a_20120709_061000.wav	BS12_AU_02a
21	Waveform 1	1	2237.441944824	2238.576229648	110.2	605.2	137.442	AU-BS02a_20120709_061000.wav	BS12_AU_02a
21	Spectrogram 1	1	2237.441944824	2238.576229648	110.2	605.2	137.442	AU-BS02a_20120709_061000.wav	BS12_AU_02a
22	Waveform 1	1	2250.603621143	2251.659679428	75.9	639.9	150.604	AU-BS02a_20120709_061000.wav	BS12_AU_02a
22	Spectrogram 1	1	2250.603621143	2251.659679428	75.9	639.9	150.604	AU-BS02a_20120709_061000.wav	BS12_AU_02a
23	Waveform 1	1	2253.693569457	2254.827854281	104.1	338.4	153.694	AU-BS02a_20120709_061000.wav	BS12_AU_02a
23	Spectrogram 1	1	2253.693569457	2254.827854281	104.1	338.4	153.694	AU-BS02a_20120709_061000.wav	BS12_AU_02a
24	Waveform 1	1	2268.724908901	2269.428947757	149.7	410.0	168.725	AU-BS02a_20120709_061000.wav	BS12_AU_02a
24	Spectrogram 1	1	2268.724908901	2269.428947757	149.7	410.0	168.725	AU-BS02a_20120709_061000.wav	BS12_AU_02a
25	Waveform 1	1	2271.736630675	2272.597122610	97.6	368.8	171.737	AU-BS02a_20120709_061000.wav	BS12_AU_02a
25	Spectrogram 1	1	2271.736630675	2272.597122610	97.6	368.8	171.737	AU-BS02a_20120709_061000.wav	BS12_AU_02a
26	Waveform 1	1	2286.885309928	2288.488953990	91.1	310.2	186.885	AU-BS02a_20120709_061000.wav	BS12_AU_02a
26	Spectrogram 1	1	2286.885309928	2288.488953990	91.1	310.2	186.885	AU-BS02a_20120709_061000.wav	BS12_AU_02a
27	Waveform 1	1	2289.975258242	2290.835750177	80.3	377.4	189.975	AU-BS02a_20120709_061000.wav	BS12_AU_02a
27	Spectrogram 1	1	2289.975258242	2290.835750177	80.3	377.4	189.975	AU-BS02a_20120709_061000.wav	BS12_AU_02a
28	Waveform 1	1	2330.977808827	2331.720960953	130.2	579.2	5.978	AU-BS02a_20120710_071000.wav	BS12_AU_02a
28	Spectrogram 1	1	2330.977808827	2331.720960953	130.2	579.2	5.978	AU-BS02a_20120710_071000.wav	BS12_AU_02a
29	Waveform 1	1	2334.302436759	2335.475834853	97.6	514.1	9.302	AU-BS02a_20120710_071000.wav	BS12_AU_02a
29	Spectrogram 1	1	2334.302436759	2335.475834853	97.6	514.1	9.302	AU-BS02a_20120710_071000.wav	BS12_AU_02a
30	Waveform 1	1	2349.920475250	2350.663627376	86.8	561.8	24.921	AU-BS02a_20120710_071000.wav	BS12_AU_02a
30	Spectrogram 1	1	2349.920475250	2350.663627376	86.8	561.8	24.921	AU-BS02a_20120710_071000.wav	BS12_AU_02a
31	Waveform 1	1	2353.205989912	2354.222934927	108.5	613.9	28.206	AU-BS02a_20120710_071000.wav	BS12_AU_02a
31	Spectrogram 1	1	2353.205989912	2354.222934927	108.5	613.9	28.206	AU-BS02a_20120710_071000.wav	BS12_AU_02a
32	Waveform 1	1	2369.097821292	2369.958313227	86.8	872.0	44.098	AU-BS02a_20120710_071000.wav	BS12_AU_02a
32	Spectrogram 1	1	2369.097821292	2369.958313227	86.8	872.0	44.098	AU-BS02a_20120710_071000.wav	BS12_AU_02a
33	Waveform 1	1	2372.226882875	2374.104319825	91.1	683.3	47.227	AU-BS02a_20120710_071000.wav	BS12_AU_02a
33	Spectrogram 1	1	2372.226882875	2374.104319825	91.1	683.3	47.227	AU-BS02a_20120710_071000.wav	BS12_AU_02a
34	Waveform 1	1	2388.732682727	2389.475834853	173.5	644.3	63.733	AU-BS02a_20120710_071000.wav	BS12_AU_02a
34	Spectrogram 1	1	2388.732682727	2389.475834853	173.5	644.3	63.733	AU-BS02a_20120710_071000.wav	BS12_AU_02a
35	Waveform 1	1	2391.900857580	2392.722236245	199.6	720.2	66.901	AU-BS02a_20120710_071000.wav	BS12_AU_02a
35	Spectrogram 1	1	2391.900857580	2392.722236245	199.6	720.2	66.901	AU-BS02a_20120710_071000.wav	BS12_AU_02a
36	Waveform 1	1	2408.418501276	2409.396333021	88.9	633.4	83.418	AU-BS02a_20120710_071000.wav	BS12_AU_02a
36	Spectrogram 1	1	2408.418501276	2409.396333021	88.9	633.4	83.418	AU-BS02a_20120710_071000.wav	BS12_AU_02a
37	Waveform 1	1	2411.860469017	2412.799187492	73.8	713.7	86.860	AU-BS02a_20120710_071000.wav	BS12_AU_02a
37	Spectrogram 1	1	2411.860469017	2412.799187492	73.8	713.7	86.860	AU-BS02a_20120710_071000.wav	BS12_AU_02a
38	Waveform 1	1	2428.769245411	2429.590624077	106.3	574.8	103.769	AU-BS02a_20120710_071000.wav	BS12_AU_02a
38	Spectrogram 1	1	2428.769245411	2429.590624077	106.3	574.8	103.769	AU-BS02a_20120710_071000.wav	BS12_AU_02a
39	Waveform 1	1	2432.093873344	2433.462837786	80.3	559.7	107.094	AU-BS02a_20120710_071000.wav	BS12_AU_02a
39	Spectrogram 1	1	2432.093873344	2433.462837786	80.3	559.7	107.094	AU-BS02a_20120710_071000.wav	BS12_AU_02a
40	Waveform 1	1	2520.787343648	2523.212366375	30.4	379.6	195.787	AU-BS02a_20120710_071000.wav	BS12_AU_02a
40	Spectrogram 1	1	2520.787343648	2523.212366375	30.4	379.6	195.787	AU-BS02a_20120710_071000.wav	BS12_AU_02a
41	Waveform 1	1	2527.201919894	2528.766450686	41.2	377.4	202.202	AU-BS02a_20120710_071000.wav	BS12_AU_02a
41	Spectrogram 1	1	2527.201919894	2528.766450686	41.2	377.4	202.202	AU-BS02a_20120710_071000.wav	BS12_AU_02a
42	Waveform 1	1	2530.604774366	2531.699945920	52.1	331.9	205.605	AU-BS02a_20120710_071000.wav	BS12_AU_02a
42	Spectrogram 1	1	2530.604774366	2531.699945920	52.1	331.9	205.605	AU-BS02a_20120710_071000.wav	BS12_AU_02a
43	Waveform 1	1	2533.980359412	2535.349323855	26.0	193.1	208.980	AU-BS02a_20120710_071000.wav	BS12_AU_02a
43	Spectrogram 1	1	2533.980359412	2535.349323855	26.0	193.1	208.980	AU-BS02a_20120710_071000.wav	BS12_AU_02a
44	Waveform 1	1	2549.938573487	2551.659557357	47.7	208.2	224.939	AU-BS02a_20120710_071000.wav	BS12_AU_02a
44	Spectrogram 1	1	2549.938573487	2551.659557357	47.7	208.2	224.939	AU-BS02a_20120710_071000.wav	BS12_AU_02a
45	Waveform 1	1	2564.735233312	2565.517498708	119.3	594.4	14.735	AU-BS02a_20120710_071345.wav	BS12_AU_02a
45	Spectrogram 1	1	2564.735233312	2565.517498708	119.3	594.4	14.735	AU-BS02a_20120710_071345.wav	BS12_AU_02a
46	Waveform 1	1	2567.903408165	2569.037692989	86.8	603.0	17.903	AU-BS02a_20120710_071345.wav	BS12_AU_02a
46	Spectrogram 1	1	2567.903408165	2569.037692989	86.8	603.0	17.903	AU-BS02a_20120710_071345.wav	BS12_AU_02a
47	Waveform 1	1	2583.431376272	2584.487434556	141.0	566.2	33.431	AU-BS02a_20120710_071345.wav	BS12_AU_02a
47	Spectrogram 1	1	2583.431376272	2584.487434556	141.0	566.2	33.431	AU-BS02a_20120710_071345.wav	BS12_AU_02a
48	Waveform 1	1	2586.521324585	2587.499156330	130.2	629.1	36.521	AU-BS02a_20120710_071345.wav	BS12_AU_02a
48	Spectrogram 1	1	2586.521324585	2587.499156330	130.2	629.1	36.521	AU-BS02a_20120710_071345.wav	BS12_AU_02a
49	Waveform 1	1	2603.273647900	2604.173253105	110.6	605.2	53.274	AU-BS02a_20120710_071345.wav	BS12_AU_02a
49	Spectrogram 1	1	2603.273647900	2604.173253105	110.6	605.2	53.274	AU-BS02a_20120710_071345.wav	BS12_AU_02a
50	Waveform 1	1	2606.520049293	2607.224088149	136.7	544.5	56.520	AU-BS02a_20120710_071345.wav	BS12_AU_02a
50	Spectrogram 1	1	2606.520049293	2607.224088149	136.7	544.5	56.520	AU-BS02a_20120710_071345.wav	BS12_AU_02a
51	Waveform 1	1	2622.333654133	2623.233259338	125.8	605.2	72.334	AU-BS02a_20120710_071345.wav	BS12_AU_02a
51	Spectrogram 1	1	2622.333654133	2623.233259338	125.8	605.2	72.334	AU-BS02a_20120710_071345.wav	BS12_AU_02a
52	Waveform 1	1	2625.775621874	2626.636113810	121.5	564.0	75.776	AU-BS02a_20120710_071345.wav	BS12_AU_02a
52	Spectrogram 1	1	2625.775621874	2626.636113810	121.5	564.0	75.776	AU-BS02a_20120710_071345.wav	BS12_AU_02a
53	Waveform 1	1	2642.254152300	2643.153757506	136.7	442.5	92.254	AU-BS02a_20120710_071345.wav	BS12_AU_02a
53	Spectrogram 1	1	2642.254152300	2643.153757506	136.7	442.5	92.254	AU-BS02a_20120710_071345.wav	BS12_AU_02a
54	Waveform 1	1	2645.422327154	2646.400158898	104.1	557.5	95.422	AU-BS02a_20120710_071345.wav	BS12_AU_02a
54	Spectrogram 1	1	2645.422327154	2646.400158898	104.1	557.5	95.422	AU-BS02a_20120710_071345.wav	BS12_AU_02a
55	Waveform 1	1	2662.905958750	2663.766450686	138.8	546.6	112.906	AU-BS02a_20120710_071345.wav	BS12_AU_02a
55	Spectrogram 1	1	2662.905958750	2663.766450686	138.8	546.6	112.906	AU-BS02a_20120710_071345.wav	BS12_AU_02a
56	Waveform 1	1	2665.995907064	2666.934625539	151.8	538.0	115.996	AU-BS02a_20120710_071345.wav	BS12_AU_02a
56	Spectrogram 1	1	2665.995907064	2666.934625539	151.8	538.0	115.996	AU-BS02a_20120710_071345.wav	BS12_AU_02a
57	Waveform 1	1	2686.503104278	2687.441822753	112.8	557.5	136.503	AU-BS02a_20120710_071345.wav	BS12_AU_02a
57	Spectrogram 1	1	2686.503104278	2687.441822753	112.8	557.5	136.503	AU-BS02a_20120710_071345.wav	BS12_AU_02a
58	Waveform 1	1	2780.226760805	2781.321932359	52.1	370.9	5.227	AU-BS02a_20120710_071730.wav	BS12_AU_02a
58	Spectrogram 1	1	2780.226760805	2781.321932359	52.1	370.9	5.227	AU-BS02a_20120710_071730.wav	BS12_AU_02a
59	Waveform 1	1	2786.797790129	2787.775621874	54.2	253.8	11.798	AU-BS02a_20120710_071730.wav	BS12_AU_02a
59	Spectrogram 1	1	2786.797790129	2787.775621874	54.2	253.8	11.798	AU-BS02a_20120710_071730.wav	BS12_AU_02a
60	Waveform 1	1	2789.926851713	2790.904683458	56.4	286.3	14.927	AU-BS02a_20120710_071730.wav	BS12_AU_02a
60	Spectrogram 1	1	2789.926851713	2790.904683458	56.4	286.3	14.927	AU-BS02a_20120710_071730.wav	BS12_AU_02a
61	Waveform 1	1	2793.212366375	2794.385764469	73.8	292.8	18.212	AU-BS02a_20120710_071730.wav	BS12_AU_02a
61	Spectrogram 1	1	2793.212366375	2794.385764469	73.8	292.8	18.212	AU-BS02a_20120710_071730.wav	BS12_AU_02a
62	Waveform 1	1	2809.104197755	2810.121142769	52.1	253.8	34.104	AU-BS02a_20120710_071730.wav	BS12_AU_02a
62	Spectrogram 1	1	2809.104197755	2810.121142769	52.1	253.8	34.104	AU-BS02a_20120710_071730.wav	BS12_AU_02a
63	Waveform 1	1	2827.291868207	2828.426153031	104.1	566.2	52.292	AU-BS02a_20120710_071730.wav	BS12_AU_02a
63	Spectrogram 1	1	2827.291868207	2828.426153031	104.1	566.2	52.292	AU-BS02a_20120710_071730.wav	BS12_AU_02a
64	Waveform 1	1	2846.234534630	2847.329706185	99.8	668.1	71.234	AU-BS02a_20120710_071730.wav	BS12_AU_02a
64	Spectrogram 1	1	2846.234534630	2847.329706185	99.8	668.1	71.234	AU-BS02a_20120710_071730.wav	BS12_AU_02a
65	Waveform 1	1	2862.830404866	2863.651783532	134.5	542.3	87.830	AU-BS02a_20120710_071730.wav	BS12_AU_02a
65	Spectrogram 1	1	2862.830404866	2863.651783532	134.5	542.3	87.830	AU-BS02a_20120710_071730.wav	BS12_AU_02a
66	Waveform 1	1	2866.115919528	2867.093751273	95.4	429.5	91.116	AU-BS02a_20120710_071730.wav	BS12_AU_02a
66	Spectrogram 1	1	2866.115919528	2867.093751273	95.4	429.5	91.116	AU-BS02a_20120710_071730.wav	BS12_AU_02a
67	Waveform 1	1	2886.153757506	2887.248929060	99.8	607.4	111.154	AU-BS02a_20120710_071730.wav	BS12_AU_02a
67	Spectrogram 1	1	2886.153757506	2887.248929060	99.8	607.4	111.154	AU-BS02a_20120710_071730.wav	BS12_AU_02a
68	Waveform 1	1	2978.887738443	2980.256702886	41.2	370.9	53.888	AU-BS02a_20120710_072000.wav	BS12_AU_02a
68	Spectrogram 1	1	2978.887738443	2980.256702886	41.2	370.9	53.888	AU-BS02a_20120710_072000.wav	BS12_AU_02a
69	Waveform 1	1	2985.106748340	2986.514826052	49.9	340.6	60.107	AU-BS02a_20120710_072000.wav	BS12_AU_02a
69	Spectrogram 1	1	2985.106748340	2986.514826052	49.9	340.6	60.107	AU-BS02a_20120710_072000.wav	BS12_AU_02a
70	Waveform 1	1	2988.548716081	2989.683000905	62.9	340.6	63.549	AU-BS02a_20120710_072000.wav	BS12_AU_02a
70	Spectrogram 1	1	2988.548716081	2989.683000905	62.9	340.6	63.549	AU-BS02a_20120710_072000.wav	BS12_AU_02a
71	Waveform 1	1	2991.846074588	2992.980359412	56.4	373.1	66.846	AU-BS02a_20120710_072000.wav	BS12_AU_02a
71	Spectrogram 1	1	2991.846074588	2992.980359412	56.4	373.1	66.846	AU-BS02a_20120710_072000.wav	BS12_AU_02a
72	Waveform 1	1	2994.975136171	2996.578780233	58.6	342.7	69.975	AU-BS02a_20120710_072000.wav	BS12_AU_02a
72	Spectrogram 1	1	2994.975136171	2996.578780233	58.6	342.7	69.975	AU-BS02a_20120710_072000.wav	BS12_AU_02a
73	Waveform 1	1	2998.417103913	2999.199369309	49.9	229.9	73.417	AU-BS02a_20120710_072000.wav	BS12_AU_02a
73	Spectrogram 1	1	2998.417103913	2999.199369309	49.9	229.9	73.417	AU-BS02a_20120710_072000.wav	BS12_AU_02a
74	Waveform 1	1	3009.407932724	3010.542217548	60.7	216.9	84.408	AU-BS02a_20120710_072000.wav	BS12_AU_02a
74	Spectrogram 1	1	3009.407932724	3010.542217548	60.7	216.9	84.408	AU-BS02a_20120710_072000.wav	BS12_AU_02a
75	Waveform 1	1	3024.204592549	3025.065084485	123.6	251.6	99.205	AU-BS02a_20120710_072000.wav	BS12_AU_02a
75	Spectrogram 1	1	3024.204592549	3025.065084485	123.6	251.6	99.205	AU-BS02a_20120710_072000.wav	BS12_AU_02a
76	Waveform 1	1	3027.294540863	3028.467938957	65.1	271.1	102.295	AU-BS02a_20120710_072000.wav	BS12_AU_02a
76	Spectrogram 1	1	3027.294540863	3028.467938957	65.1	271.1	102.295	AU-BS02a_20120710_072000.wav	BS12_AU_02a
77	Waveform 1	1	3043.174528398	3044.113246873	147.5	379.6	118.175	AU-BS02a_20120710_072000.wav	BS12_AU_02a
77	Spectrogram 1	1	3043.174528398	3044.113246873	147.5	379.6	118.175	AU-BS02a_20120710_072000.wav	BS12_AU_02a
78	Waveform 1	1	3046.471886905	3047.527945189	138.8	887.2	121.472	AU-BS02a_20120710_072000.wav	BS12_AU_02a
78	Spectrogram 1	1	3046.471886905	3047.527945189	138.8	887.2	121.472	AU-BS02a_20120710_072000.wav	BS12_AU_02a
79	Waveform 1	1	3062.821233677	3063.681725613	151.8	520.6	137.821	AU-BS02a_20120710_072000.wav	BS12_AU_02a
79	Spectrogram 1	1	3062.821233677	3063.681725613	151.8	520.6	137.821	AU-BS02a_20120710_072000.wav	BS12_AU_02a
80	Waveform 1	1	3066.145861610	3067.241033164	84.6	524.9	141.146	AU-BS02a_20120710_072000.wav	BS12_AU_02a
80	Spectrogram 1	1	3066.145861610	3067.241033164	84.6	524.9	141.146	AU-BS02a_20120710_072000.wav	BS12_AU_02a
81	Waveform 1	1	3082.233259338	3083.250204352	151.8	596.5	157.233	AU-BS02a_20120710_072000.wav	BS12_AU_02a
81	Spectrogram 1	1	3082.233259338	3083.250204352	151.8	596.5	157.233	AU-BS02a_20120710_072000.wav	BS12_AU_02a
82	Waveform 1	1	3085.675227079	3087.005078252	141.0	616.1	160.675	AU-BS02a_20120710_072000.wav	BS12_AU_02a
82	Spectrogram 1	1	3085.675227079	3087.005078252	141.0	616.1	160.675	AU-BS02a_20120710_072000.wav	BS12_AU_02a
83	Waveform 1	1	3102.584003473	3103.444495409	156.2	566.2	177.584	AU-BS02a_20120710_072000.wav	BS12_AU_02a
83	Spectrogram 1	1	3102.584003473	3103.444495409	156.2	566.2	177.584	AU-BS02a_20120710_072000.wav	BS12_AU_02a
84	Waveform 1	1	3105.947744675	3107.042916230	93.3	650.8	180.948	AU-BS02a_20120710_072000.wav	BS12_AU_02a
84	Spectrogram 1	1	3105.947744675	3107.042916230	93.3	650.8	180.948	AU-BS02a_20120710_072000.wav	BS12_AU_02a
85	Waveform 1	1	3109.898184924	3110.445770701	184.4	540.1	184.898	AU-BS02a_20120710_072000.wav	BS12_AU_02a
85	Spectrogram 1	1	3109.898184924	3110.445770701	184.4	540.1	184.898	AU-BS02a_20120710_072000.wav	BS12_AU_02a
86	Waveform 1	1	3254.832955451	3255.967240275	45.6	258.1	104.833	AU-BS02a_20120710_072345.wav	BS12_AU_02a
86	Spectrogram 1	1	3254.832955451	3255.967240275	45.6	258.1	104.833	AU-BS02a_20120710_072345.wav	BS12_AU_02a
87	Waveform 1	1	3260.973738808	3262.068910363	52.1	329.7	110.974	AU-BS02a_20120710_072345.wav	BS12_AU_02a
87	Spectrogram 1	1	3260.973738808	3262.068910363	52.1	329.7	110.974	AU-BS02a_20120710_072345.wav	BS12_AU_02a
88	Waveform 1	1	3264.153757506	3265.209815790	52.1	336.2	114.154	AU-BS02a_20120710_072345.wav	BS12_AU_02a
88	Spectrogram 1	1	3264.153757506	3265.209815790	52.1	336.2	114.154	AU-BS02a_20120710_072345.wav	BS12_AU_02a
89	Waveform 1	1	3267.204592549	3268.338877373	52.1	353.6	117.205	AU-BS02a_20120710_072345.wav	BS12_AU_02a
89	Spectrogram 1	1	3267.204592549	3268.338877373	52.1	353.6	117.205	AU-BS02a_20120710_072345.wav	BS12_AU_02a
90	Waveform 1	1	3270.372767402	3271.233259338	52.1	247.3	120.373	AU-BS02a_20120710_072345.wav	BS12_AU_02a
90	Spectrogram 1	1	3270.372767402	3271.233259338	52.1	247.3	120.373	AU-BS02a_20120710_072345.wav	BS12_AU_02a
91	Waveform 1	1	3273.619168795	3274.714340349	49.9	243.0	123.619	AU-BS02a_20120710_072345.wav	BS12_AU_02a
91	Spectrogram 1	1	3273.619168795	3274.714340349	49.9	243.0	123.619	AU-BS02a_20120710_072345.wav	BS12_AU_02a
92	Waveform 1	1	3284.414431257	3285.196696653	56.4	375.3	134.414	AU-BS02a_20120710_072345.wav	BS12_AU_02a
92	Spectrogram 1	1	3284.414431257	3285.196696653	56.4	375.3	134.414	AU-BS02a_20120710_072345.wav	BS12_AU_02a
93	Waveform 1	1	3302.144586317	3302.926851713	91.1	245.1	152.145	AU-BS02a_20120710_072345.wav	BS12_AU_02a
93	Spectrogram 1	1	3302.144586317	3302.926851713	91.1	245.1	152.145	AU-BS02a_20120710_072345.wav	BS12_AU_02a
94	Waveform 1	1	3317.175925761	3318.036417696	180.0	551.0	167.176	AU-BS02a_20120710_072345.wav	BS12_AU_02a
94	Spectrogram 1	1	3317.175925761	3318.036417696	180.0	551.0	167.176	AU-BS02a_20120710_072345.wav	BS12_AU_02a
95	Waveform 1	1	3320.304987344	3321.713065057	151.8	488.1	170.305	AU-BS02a_20120710_072345.wav	BS12_AU_02a
95	Spectrogram 1	1	3320.304987344	3321.713065057	151.8	488.1	170.305	AU-BS02a_20120710_072345.wav	BS12_AU_02a
96	Waveform 1	1	3324.020747974	3324.724786831	158.4	342.7	174.021	AU-BS02a_20120710_072345.wav	BS12_AU_02a
96	Spectrogram 1	1	3324.020747974	3324.724786831	158.4	342.7	174.021	AU-BS02a_20120710_072345.wav	BS12_AU_02a
97	Waveform 1	1	3336.224088149	3337.241033164	186.6	477.2	186.224	AU-BS02a_20120710_072345.wav	BS12_AU_02a
97	Spectrogram 1	1	3336.224088149	3337.241033164	186.6	477.2	186.224	AU-BS02a_20120710_072345.wav	BS12_AU_02a
98	Waveform 1	1	3339.353149732	3340.683000905	47.7	520.6	189.353	AU-BS02a_20120710_072345.wav	BS12_AU_02a
98	Spectrogram 1	1	3339.353149732	3340.683000905	47.7	520.6	189.353	AU-BS02a_20120710_072345.wav	BS12_AU_02a
99	Waveform 1	1	3342.986857945	3344.160256039	223.4	531.5	192.987	AU-BS02a_20120710_072345.wav	BS12_AU_02a
99	Spectrogram 1	1	3342.986857945	3344.160256039	223.4	531.5	192.987	AU-BS02a_20120710_072345.wav	BS12_AU_02a
100	Waveform 1	1	3355.816010437	3356.872068721	197.4	501.1	205.816	AU-BS02a_20120710_072345.wav	BS12_AU_02a
100	Spectrogram 1	1	3355.816010437	3356.872068721	197.4	501.1	205.816	AU-BS02a_20120710_072345.wav	BS12_AU_02a
101	Waveform 1	1	3359.218864908	3360.235809923	102.0	514.1	209.219	AU-BS02a_20120710_072345.wav	BS12_AU_02a
101	Spectrogram 1	1	3359.218864908	3360.235809923	102.0	514.1	209.219	AU-BS02a_20120710_072345.wav	BS12_AU_02a
102	Waveform 1	1	3424.182424294	3425.199369309	182.2	475.1	49.182	AU-BS02a_20120711_231730.wav	BS12_AU_02a
102	Spectrogram 1	1	3424.182424294	3425.199369309	182.2	475.1	49.182	AU-BS02a_20120711_231730.wav	BS12_AU_02a
103	Waveform 1	1	3667.299764103	3668.316709118	91.1	349.2	142.300	AU-BS02a_20120712_041730.wav	BS12_AU_02a
103	Spectrogram 1	1	3667.299764103	3668.316709118	91.1	349.2	142.300	AU-BS02a_20120712_041730.wav	BS12_AU_02a
104	Waveform 1	1	3677.508327519	3678.290592915	73.8	284.2	2.508	AU-BS02a_20120715_013730.wav	BS12_AU_02a
104	Spectrogram 1	1	3677.508327519	3678.290592915	73.8	284.2	2.508	AU-BS02a_20120715_013730.wav	BS12_AU_02a
105	Waveform 1	1	3827.148534265	3827.891686391	60.7	321.0	2.149	AU-BS02a_20120715_021000.wav	BS12_AU_02a
105	Spectrogram 1	1	3827.148534265	3827.891686391	60.7	321.0	2.149	AU-BS02a_20120715_021000.wav	BS12_AU_02a
