Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Mooring
8	Waveform 1	1	23.347410127	24.088934042	26.4	455.0	AU-AWBS03_20141105_013730.wav	23.347	AW14_AU_BS3
8	Spectrogram 1	1	23.347410127	24.088934042	26.4	455.0	AU-AWBS03_20141105_013730.wav	23.347	AW14_AU_BS3
9	Waveform 1	1	27.953357373	28.313526132	67.9	434.3	AU-AWBS03_20141105_013730.wav	27.953	AW14_AU_BS3
9	Spectrogram 1	1	27.953357373	28.313526132	67.9	434.3	AU-AWBS03_20141105_013730.wav	27.953	AW14_AU_BS3
10	Waveform 1	1	28.461830915	28.885558867	65.6	404.3	AU-AWBS03_20141105_013730.wav	28.462	AW14_AU_BS3
10	Spectrogram 1	1	28.461830915	28.885558867	65.6	404.3	AU-AWBS03_20141105_013730.wav	28.462	AW14_AU_BS3
11	Waveform 1	1	33.588939128	34.055039875	63.3	420.5	AU-AWBS03_20141105_013730.wav	33.589	AW14_AU_BS3
11	Spectrogram 1	1	33.588939128	34.055039875	63.3	420.5	AU-AWBS03_20141105_013730.wav	33.589	AW14_AU_BS3
12	Waveform 1	1	271.139815982	271.987271885	33.4	307.6	AU-AWBS03_20141105_215345.wav	121.140	AW14_AU_BS3
12	Spectrogram 1	1	271.139815982	271.987271885	33.4	307.6	AU-AWBS03_20141105_215345.wav	121.140	AW14_AU_BS3
15	Waveform 1	1	474.466070229	476.288100420	28.8	243.0	AU-AWBS03_20141106_020345.wav	99.466	AW14_AU_BS3
15	Spectrogram 1	1	474.466070229	476.288100420	28.8	243.0	AU-AWBS03_20141106_020345.wav	99.466	AW14_AU_BS3
16	Waveform 1	1	493.838967102	494.453372632	118.6	289.1	AU-AWBS03_20141106_020345.wav	118.839	AW14_AU_BS3
16	Spectrogram 1	1	493.838967102	494.453372632	118.6	289.1	AU-AWBS03_20141106_020345.wav	118.839	AW14_AU_BS3
17	Waveform 1	1	498.881329725	499.347430472	134.7	330.6	AU-AWBS03_20141106_020345.wav	123.881	AW14_AU_BS3
17	Spectrogram 1	1	498.881329725	499.347430472	134.7	330.6	AU-AWBS03_20141106_020345.wav	123.881	AW14_AU_BS3
27	Waveform 1	1	614.033854210	615.432156450	21.8	309.9	AU-AWBS03_20141106_022345.wav	14.034	AW14_AU_BS3
27	Spectrogram 1	1	614.033854210	615.432156450	21.8	309.9	AU-AWBS03_20141106_022345.wav	14.034	AW14_AU_BS3
28	Waveform 1	1	813.334723435	814.478788904	33.4	190.0	AU-AWBS03_20141106_022345.wav	213.335	AW14_AU_BS3
28	Spectrogram 1	1	813.334723435	814.478788904	33.4	190.0	AU-AWBS03_20141106_022345.wav	213.335	AW14_AU_BS3
29	Waveform 1	1	843.216073505	844.360138974	40.3	224.6	AU-AWBS03_20141106_023000.wav	18.216	AW14_AU_BS3
29	Spectrogram 1	1	843.216073505	844.360138974	40.3	224.6	AU-AWBS03_20141106_023000.wav	18.216	AW14_AU_BS3
30	Waveform 1	1	862.716088764	863.394053486	35.7	344.4	AU-AWBS03_20141106_023000.wav	37.716	AW14_AU_BS3
30	Spectrogram 1	1	862.716088764	863.394053486	35.7	344.4	AU-AWBS03_20141106_023000.wav	37.716	AW14_AU_BS3
31	Waveform 1	1	872.927932394	873.923693080	33.4	355.9	AU-AWBS03_20141106_023000.wav	47.928	AW14_AU_BS3
31	Spectrogram 1	1	872.927932394	873.923693080	33.4	355.9	AU-AWBS03_20141106_023000.wav	47.928	AW14_AU_BS3
32	Waveform 1	1	1027.660998027	1028.847436291	26.4	268.4	AU-AWBS03_20141106_023000.wav	202.661	AW14_AU_BS3
32	Spectrogram 1	1	1027.660998027	1028.847436291	26.4	268.4	AU-AWBS03_20141106_023000.wav	202.661	AW14_AU_BS3
33	Waveform 1	1	1047.470279758	1048.063498890	65.6	326.0	AU-AWBS03_20141106_023000.wav	222.470	AW14_AU_BS3
33	Spectrogram 1	1	1047.470279758	1048.063498890	65.6	326.0	AU-AWBS03_20141106_023000.wav	222.470	AW14_AU_BS3
34	Waveform 1	1	1052.584731064	1053.199136594	54.1	268.4	AU-AWBS03_20141106_023345.wav	2.585	AW14_AU_BS3
34	Spectrogram 1	1	1052.584731064	1053.199136594	54.1	268.4	AU-AWBS03_20141106_023345.wav	2.585	AW14_AU_BS3
37	Waveform 1	1	1067.415209366	1068.114360486	77.1	282.2	AU-AWBS03_20141106_023345.wav	17.415	AW14_AU_BS3
37	Spectrogram 1	1	1067.415209366	1068.114360486	77.1	282.2	AU-AWBS03_20141106_023345.wav	17.415	AW14_AU_BS3
38	Waveform 1	1	1072.542317579	1073.177909506	56.4	259.2	AU-AWBS03_20141106_023345.wav	22.542	AW14_AU_BS3
38	Spectrogram 1	1	1072.542317579	1073.177909506	56.4	259.2	AU-AWBS03_20141106_023345.wav	22.542	AW14_AU_BS3
39	Waveform 1	1	1211.915244970	1212.656768885	51.8	254.6	AU-AWBS03_20141106_023345.wav	161.915	AW14_AU_BS3
39	Spectrogram 1	1	1211.915244970	1212.656768885	51.8	254.6	AU-AWBS03_20141106_023345.wav	161.915	AW14_AU_BS3
40	Waveform 1	1	1398.279602180	1398.957566902	51.8	307.6	AU-AWBS03_20141106_023730.wav	123.280	AW14_AU_BS3
40	Spectrogram 1	1	1398.279602180	1398.957566902	51.8	307.6	AU-AWBS03_20141106_023730.wav	123.280	AW14_AU_BS3
41	Waveform 1	1	1412.292340467	1412.927932394	51.8	312.2	AU-AWBS03_20141106_023730.wav	137.292	AW14_AU_BS3
41	Spectrogram 1	1	1412.292340467	1412.927932394	51.8	312.2	AU-AWBS03_20141106_023730.wav	137.292	AW14_AU_BS3
42	Waveform 1	1	1417.355889487	1418.203345390	47.2	321.4	AU-AWBS03_20141106_023730.wav	142.356	AW14_AU_BS3
42	Spectrogram 1	1	1417.355889487	1418.203345390	47.2	321.4	AU-AWBS03_20141106_023730.wav	142.356	AW14_AU_BS3
43	Waveform 1	1	1436.389804000	1437.427937481	56.4	250.0	AU-AWBS03_20141106_024000.wav	11.390	AW14_AU_BS3
43	Spectrogram 1	1	1436.389804000	1437.427937481	56.4	250.0	AU-AWBS03_20141106_024000.wav	11.390	AW14_AU_BS3
45	Waveform 1	1	1588.855925091	1589.703380994	54.1	286.8	AU-AWBS03_20141106_024000.wav	163.856	AW14_AU_BS3
45	Spectrogram 1	1	1588.855925091	1589.703380994	54.1	286.8	AU-AWBS03_20141106_024000.wav	163.856	AW14_AU_BS3
46	Waveform 1	1	1598.283872012	1599.004209529	70.2	307.6	AU-AWBS03_20141106_024000.wav	173.284	AW14_AU_BS3
46	Spectrogram 1	1	1598.283872012	1599.004209529	70.2	307.6	AU-AWBS03_20141106_024000.wav	173.284	AW14_AU_BS3
47	Waveform 1	1	1613.135536711	1613.940619819	70.2	339.8	AU-AWBS03_20141106_024000.wav	188.136	AW14_AU_BS3
47	Spectrogram 1	1	1613.135536711	1613.940619819	70.2	339.8	AU-AWBS03_20141106_024000.wav	188.136	AW14_AU_BS3
49	Waveform 1	1	1743.156733281	1743.771138811	58.7	284.5	AU-AWBS03_20141106_024345.wav	93.157	AW14_AU_BS3
49	Spectrogram 1	1	1743.156733281	1743.771138811	58.7	284.5	AU-AWBS03_20141106_024345.wav	93.157	AW14_AU_BS3
50	Waveform 1	1	1783.088965292	1784.084725978	28.8	162.4	AU-AWBS03_20141106_024345.wav	133.089	AW14_AU_BS3
50	Spectrogram 1	1	1783.088965292	1784.084725978	28.8	162.4	AU-AWBS03_20141106_024345.wav	133.089	AW14_AU_BS3
51	Waveform 1	1	1960.766930014	1961.677945110	28.8	243.0	AU-AWBS03_20141106_024730.wav	85.767	AW14_AU_BS3
51	Spectrogram 1	1	1960.766930014	1961.677945110	28.8	243.0	AU-AWBS03_20141106_024730.wav	85.767	AW14_AU_BS3
52	Waveform 1	1	1975.216053160	1976.084695460	44.9	254.6	AU-AWBS03_20141106_024730.wav	100.216	AW14_AU_BS3
52	Spectrogram 1	1	1975.216053160	1976.084695460	44.9	254.6	AU-AWBS03_20141106_024730.wav	100.216	AW14_AU_BS3
53	Waveform 1	1	1985.516922385	1986.385564686	38.0	263.8	AU-AWBS03_20141106_024730.wav	110.517	AW14_AU_BS3
53	Spectrogram 1	1	1985.516922385	1986.385564686	38.0	263.8	AU-AWBS03_20141106_024730.wav	110.517	AW14_AU_BS3
54	Waveform 1	1	1992.529619982	1993.355889487	26.4	289.1	AU-AWBS03_20141106_024730.wav	117.530	AW14_AU_BS3
54	Spectrogram 1	1	1992.529619982	1993.355889487	26.4	289.1	AU-AWBS03_20141106_024730.wav	117.530	AW14_AU_BS3
55	Waveform 1	1	2009.910995483	2010.673705796	79.4	277.6	AU-AWBS03_20141106_024730.wav	134.911	AW14_AU_BS3
55	Spectrogram 1	1	2009.910995483	2010.673705796	79.4	277.6	AU-AWBS03_20141106_024730.wav	134.911	AW14_AU_BS3
56	Waveform 1	1	2133.419438508	2134.097403230	42.6	183.1	AU-AWBS03_20141106_025000.wav	108.419	AW14_AU_BS3
56	Spectrogram 1	1	2133.419438508	2134.097403230	42.6	183.1	AU-AWBS03_20141106_025000.wav	108.419	AW14_AU_BS3
57	Waveform 1	1	2142.601678148	2143.660998027	47.2	183.1	AU-AWBS03_20141106_025000.wav	117.602	AW14_AU_BS3
57	Spectrogram 1	1	2142.601678148	2143.660998027	47.2	183.1	AU-AWBS03_20141106_025000.wav	117.602	AW14_AU_BS3
59	Waveform 1	1	2318.398272455	2319.266914756	61.0	224.6	AU-AWBS03_20141106_025345.wav	68.398	AW14_AU_BS3
59	Spectrogram 1	1	2318.398272455	2319.266914756	61.0	224.6	AU-AWBS03_20141106_025345.wav	68.398	AW14_AU_BS3
60	Waveform 1	1	2327.995710556	2328.864352857	42.6	233.8	AU-AWBS03_20141106_025345.wav	77.996	AW14_AU_BS3
60	Spectrogram 1	1	2327.995710556	2328.864352857	42.6	233.8	AU-AWBS03_20141106_025345.wav	77.996	AW14_AU_BS3
61	Waveform 1	1	2332.639811629	2333.105912376	61.0	459.6	AU-AWBS03_20141106_025345.wav	82.640	AW14_AU_BS3
61	Spectrogram 1	1	2332.639811629	2333.105912376	61.0	459.6	AU-AWBS03_20141106_025345.wav	82.640	AW14_AU_BS3
62	Waveform 1	1	2333.148285171	2333.741504303	63.3	367.5	AU-AWBS03_20141106_025345.wav	83.148	AW14_AU_BS3
62	Spectrogram 1	1	2333.148285171	2333.741504303	63.3	367.5	AU-AWBS03_20141106_025345.wav	83.148	AW14_AU_BS3
63	Waveform 1	1	2342.872841657	2343.571992777	61.0	259.2	AU-AWBS03_20141106_025345.wav	92.873	AW14_AU_BS3
63	Spectrogram 1	1	2342.872841657	2343.571992777	61.0	259.2	AU-AWBS03_20141106_025345.wav	92.873	AW14_AU_BS3
64	Waveform 1	1	2352.894007710	2353.720277215	70.2	314.5	AU-AWBS03_20141106_025345.wav	102.894	AW14_AU_BS3
64	Spectrogram 1	1	2352.894007710	2353.720277215	70.2	314.5	AU-AWBS03_20141106_025345.wav	102.894	AW14_AU_BS3
65	Waveform 1	1	2499.406751083	2500.338952576	42.6	252.3	AU-AWBS03_20141106_025730.wav	24.407	AW14_AU_BS3
65	Spectrogram 1	1	2499.406751083	2500.338952576	42.6	252.3	AU-AWBS03_20141106_025730.wav	24.407	AW14_AU_BS3
66	Waveform 1	1	2523.716078591	2524.076247350	70.2	372.1	AU-AWBS03_20141106_025730.wav	48.716	AW14_AU_BS3
66	Spectrogram 1	1	2523.716078591	2524.076247350	70.2	372.1	AU-AWBS03_20141106_025730.wav	48.716	AW14_AU_BS3
68	Waveform 1	1	2528.758441214	2529.288101153	72.5	314.5	AU-AWBS03_20141106_025730.wav	53.758	AW14_AU_BS3
68	Spectrogram 1	1	2528.758441214	2529.288101153	72.5	314.5	AU-AWBS03_20141106_025730.wav	53.758	AW14_AU_BS3
69	Waveform 1	1	2652.063549753	2653.165242427	24.1	302.9	AU-AWBS03_20141106_030000.wav	27.063	AW14_AU_BS3
69	Spectrogram 1	1	2652.063549753	2653.165242427	24.1	302.9	AU-AWBS03_20141106_030000.wav	27.063	AW14_AU_BS3
70	Waveform 1	1	2666.216063332	2666.830468862	33.4	376.7	AU-AWBS03_20141106_030000.wav	41.216	AW14_AU_BS3
70	Spectrogram 1	1	2666.216063332	2666.830468862	33.4	376.7	AU-AWBS03_20141106_030000.wav	41.216	AW14_AU_BS3
71	Waveform 1	1	2666.851655260	2667.444874392	33.4	342.1	AU-AWBS03_20141106_030000.wav	41.852	AW14_AU_BS3
71	Spectrogram 1	1	2666.851655260	2667.444874392	33.4	342.1	AU-AWBS03_20141106_030000.wav	41.852	AW14_AU_BS3
72	Waveform 1	1	2671.427917136	2672.105881858	54.1	319.1	AU-AWBS03_20141106_030000.wav	46.428	AW14_AU_BS3
72	Spectrogram 1	1	2671.427917136	2672.105881858	54.1	319.1	AU-AWBS03_20141106_030000.wav	46.428	AW14_AU_BS3
73	Waveform 1	1	2676.364347770	2676.788075722	54.1	316.8	AU-AWBS03_20141106_030000.wav	51.364	AW14_AU_BS3
73	Spectrogram 1	1	2676.364347770	2676.788075722	54.1	316.8	AU-AWBS03_20141106_030000.wav	51.364	AW14_AU_BS3
74	Waveform 1	1	2676.957566902	2677.805022805	49.5	367.5	AU-AWBS03_20141106_030000.wav	51.958	AW14_AU_BS3
74	Spectrogram 1	1	2676.957566902	2677.805022805	49.5	367.5	AU-AWBS03_20141106_030000.wav	51.958	AW14_AU_BS3
77	Waveform 1	1	2693.915214452	2694.762670355	42.6	282.2	AU-AWBS03_20141106_030000.wav	68.915	AW14_AU_BS3
77	Spectrogram 1	1	2693.915214452	2694.762670355	42.6	282.2	AU-AWBS03_20141106_030000.wav	68.915	AW14_AU_BS3
78	Waveform 1	1	2852.504204443	2853.457592334	44.9	261.5	AU-AWBS03_20141106_030345.wav	2.504	AW14_AU_BS3
78	Spectrogram 1	1	2852.504204443	2853.457592334	44.9	261.5	AU-AWBS03_20141106_030345.wav	2.504	AW14_AU_BS3
79	Waveform 1	1	2871.749982931	2872.237270075	61.0	296.0	AU-AWBS03_20141106_030345.wav	21.750	AW14_AU_BS3
79	Spectrogram 1	1	2871.749982931	2872.237270075	61.0	296.0	AU-AWBS03_20141106_030345.wav	21.750	AW14_AU_BS3
80	Waveform 1	1	2876.749972758	2877.406751083	67.9	365.2	AU-AWBS03_20141106_030345.wav	26.750	AW14_AU_BS3
80	Spectrogram 1	1	2876.749972758	2877.406751083	67.9	365.2	AU-AWBS03_20141106_030345.wav	26.750	AW14_AU_BS3
81	Waveform 1	1	2881.855894574	2882.555045694	72.5	358.2	AU-AWBS03_20141106_030345.wav	31.856	AW14_AU_BS3
81	Spectrogram 1	1	2881.855894574	2882.555045694	72.5	358.2	AU-AWBS03_20141106_030345.wav	31.856	AW14_AU_BS3
82	Waveform 1	1	2886.855884401	2887.682153907	67.9	293.7	AU-AWBS03_20141106_030345.wav	36.856	AW14_AU_BS3
82	Spectrogram 1	1	2886.855884401	2887.682153907	67.9	293.7	AU-AWBS03_20141106_030345.wav	36.856	AW14_AU_BS3
83	Waveform 1	1	3005.915214452	3006.593179175	56.4	312.2	AU-AWBS03_20141106_030345.wav	155.915	AW14_AU_BS3
83	Spectrogram 1	1	3005.915214452	3006.593179175	56.4	312.2	AU-AWBS03_20141106_030345.wav	155.915	AW14_AU_BS3
84	Waveform 1	1	3014.686383048	3015.576211746	42.6	321.4	AU-AWBS03_20141106_030345.wav	164.687	AW14_AU_BS3
84	Spectrogram 1	1	3014.686383048	3015.576211746	42.6	321.4	AU-AWBS03_20141106_030345.wav	164.687	AW14_AU_BS3
85	Waveform 1	1	3022.872862002	3023.868622688	26.4	342.1	AU-AWBS03_20141106_030345.wav	172.873	AW14_AU_BS3
85	Spectrogram 1	1	3022.872862002	3023.868622688	26.4	342.1	AU-AWBS03_20141106_030345.wav	172.873	AW14_AU_BS3
86	Waveform 1	1	3031.813521779	3032.364368115	67.9	250.0	AU-AWBS03_20141106_030345.wav	181.813	AW14_AU_BS3
86	Spectrogram 1	1	3031.813521779	3032.364368115	67.9	250.0	AU-AWBS03_20141106_030345.wav	181.813	AW14_AU_BS3
87	Waveform 1	1	3032.512672898	3033.169451223	28.8	190.0	AU-AWBS03_20141106_030345.wav	182.513	AW14_AU_BS3
87	Spectrogram 1	1	3032.512672898	3033.169451223	28.8	190.0	AU-AWBS03_20141106_030345.wav	182.513	AW14_AU_BS3
88	Waveform 1	1	3042.194856590	3042.915194107	33.4	252.3	AU-AWBS03_20141106_030345.wav	192.195	AW14_AU_BS3
88	Spectrogram 1	1	3042.194856590	3042.915194107	33.4	252.3	AU-AWBS03_20141106_030345.wav	192.195	AW14_AU_BS3
89	Waveform 1	1	3047.266935101	3047.944899823	81.7	266.1	AU-AWBS03_20141106_030345.wav	197.267	AW14_AU_BS3
89	Spectrogram 1	1	3047.266935101	3047.944899823	81.7	266.1	AU-AWBS03_20141106_030345.wav	197.267	AW14_AU_BS3
90	Waveform 1	1	3052.817771265	3053.516922385	54.1	226.9	AU-AWBS03_20141106_030345.wav	202.818	AW14_AU_BS3
90	Spectrogram 1	1	3052.817771265	3053.516922385	54.1	226.9	AU-AWBS03_20141106_030345.wav	202.818	AW14_AU_BS3
91	Waveform 1	1	3057.415219539	3057.860133888	47.2	206.2	AU-AWBS03_20141106_030345.wav	207.415	AW14_AU_BS3
91	Spectrogram 1	1	3057.415219539	3057.860133888	47.2	206.2	AU-AWBS03_20141106_030345.wav	207.415	AW14_AU_BS3
92	Waveform 1	1	3057.944879478	3058.368607429	148.6	284.5	AU-AWBS03_20141106_030345.wav	207.945	AW14_AU_BS3
92	Spectrogram 1	1	3057.944879478	3058.368607429	148.6	284.5	AU-AWBS03_20141106_030345.wav	207.945	AW14_AU_BS3
93	Waveform 1	1	3062.457582161	3062.966055703	70.2	279.9	AU-AWBS03_20141106_030345.wav	212.458	AW14_AU_BS3
93	Spectrogram 1	1	3062.457582161	3062.966055703	70.2	279.9	AU-AWBS03_20141106_030345.wav	212.458	AW14_AU_BS3
94	Waveform 1	1	3218.444864219	3219.271133725	40.3	238.4	AU-AWBS03_20141106_030730.wav	143.445	AW14_AU_BS3
94	Spectrogram 1	1	3218.444864219	3219.271133725	40.3	238.4	AU-AWBS03_20141106_030730.wav	143.445	AW14_AU_BS3
95	Waveform 1	1	3228.072018208	3228.474559762	63.3	392.8	AU-AWBS03_20141106_031000.wav	3.072	AW14_AU_BS3
95	Spectrogram 1	1	3228.072018208	3228.474559762	63.3	392.8	AU-AWBS03_20141106_031000.wav	3.072	AW14_AU_BS3
96	Waveform 1	1	3232.711839277	3233.347431204	70.2	321.4	AU-AWBS03_20141106_031000.wav	7.712	AW14_AU_BS3
96	Spectrogram 1	1	3232.711839277	3233.347431204	70.2	321.4	AU-AWBS03_20141106_031000.wav	7.712	AW14_AU_BS3
97	Waveform 1	1	3242.775378125	3243.389783655	61.0	284.5	AU-AWBS03_20141106_031000.wav	17.775	AW14_AU_BS3
97	Spectrogram 1	1	3242.775378125	3243.389783655	61.0	284.5	AU-AWBS03_20141106_031000.wav	17.775	AW14_AU_BS3
98	Waveform 1	1	3247.838927145	3248.432146277	54.1	282.2	AU-AWBS03_20141106_031000.wav	22.839	AW14_AU_BS3
98	Spectrogram 1	1	3247.838927145	3248.432146277	54.1	282.2	AU-AWBS03_20141106_031000.wav	22.839	AW14_AU_BS3
99	Waveform 1	1	3258.792355726	3259.300829268	63.3	291.4	AU-AWBS03_20141106_031000.wav	33.792	AW14_AU_BS3
99	Spectrogram 1	1	3258.792355726	3259.300829268	63.3	291.4	AU-AWBS03_20141106_031000.wav	33.792	AW14_AU_BS3
100	Waveform 1	1	3315.906756169	3316.627093687	58.7	298.3	AU-AWBS03_20141106_031000.wav	90.907	AW14_AU_BS3
100	Spectrogram 1	1	3315.906756169	3316.627093687	58.7	298.3	AU-AWBS03_20141106_031000.wav	90.907	AW14_AU_BS3
101	Waveform 1	1	3333.173670192	3333.915194107	72.5	319.1	AU-AWBS03_20141106_031000.wav	108.174	AW14_AU_BS3
101	Spectrogram 1	1	3333.173670192	3333.915194107	72.5	319.1	AU-AWBS03_20141106_031000.wav	108.174	AW14_AU_BS3
102	Waveform 1	1	3400.466070962	3401.525390841	54.1	240.7	AU-AWBS03_20141106_031000.wav	175.466	AW14_AU_BS3
102	Spectrogram 1	1	3400.466070962	3401.525390841	54.1	240.7	AU-AWBS03_20141106_031000.wav	175.466	AW14_AU_BS3
103	Waveform 1	1	3409.597408316	3410.508423412	49.5	270.7	AU-AWBS03_20141106_031000.wav	184.597	AW14_AU_BS3
103	Spectrogram 1	1	3409.597408316	3410.508423412	49.5	270.7	AU-AWBS03_20141106_031000.wav	184.597	AW14_AU_BS3
104	Waveform 1	1	3414.745702927	3415.571972432	63.3	277.6	AU-AWBS03_20141106_031000.wav	189.746	AW14_AU_BS3
104	Spectrogram 1	1	3414.745702927	3415.571972432	63.3	277.6	AU-AWBS03_20141106_031000.wav	189.746	AW14_AU_BS3
105	Waveform 1	1	3419.838967835	3420.495746160	61.0	316.8	AU-AWBS03_20141106_031000.wav	194.839	AW14_AU_BS3
105	Spectrogram 1	1	3419.838967835	3420.495746160	61.0	316.8	AU-AWBS03_20141106_031000.wav	194.839	AW14_AU_BS3
106	Waveform 1	1	3425.072008036	3425.559295180	38.0	291.4	AU-AWBS03_20141106_031000.wav	200.072	AW14_AU_BS3
106	Spectrogram 1	1	3425.072008036	3425.559295180	38.0	291.4	AU-AWBS03_20141106_031000.wav	200.072	AW14_AU_BS3
107	Waveform 1	1	3430.135557056	3430.792335381	63.3	346.7	AU-AWBS03_20141106_031000.wav	205.136	AW14_AU_BS3
107	Spectrogram 1	1	3430.135557056	3430.792335381	63.3	346.7	AU-AWBS03_20141106_031000.wav	205.136	AW14_AU_BS3
108	Waveform 1	1	3440.495705470	3441.152483795	72.5	298.3	AU-AWBS03_20141106_031000.wav	215.496	AW14_AU_BS3
108	Spectrogram 1	1	3440.495705470	3441.152483795	72.5	298.3	AU-AWBS03_20141106_031000.wav	215.496	AW14_AU_BS3
109	Waveform 1	1	3572.402491424	3573.207574532	56.4	206.2	AU-AWBS03_20141106_031345.wav	122.402	AW14_AU_BS3
109	Spectrogram 1	1	3572.402491424	3573.207574532	56.4	206.2	AU-AWBS03_20141106_031345.wav	122.402	AW14_AU_BS3
110	Waveform 1	1	3592.220302646	3592.749962586	67.9	273.0	AU-AWBS03_20141106_031345.wav	142.220	AW14_AU_BS3
110	Spectrogram 1	1	3592.220302646	3592.749962586	67.9	273.0	AU-AWBS03_20141106_031345.wav	142.220	AW14_AU_BS3
111	Waveform 1	1	3617.885559599	3618.605897117	54.1	296.0	AU-AWBS03_20141106_031345.wav	167.886	AW14_AU_BS3
111	Spectrogram 1	1	3617.885559599	3618.605897117	54.1	296.0	AU-AWBS03_20141106_031345.wav	167.886	AW14_AU_BS3
112	Waveform 1	1	3638.190657966	3638.889809086	58.7	231.5	AU-AWBS03_20141106_031345.wav	188.190	AW14_AU_BS3
112	Spectrogram 1	1	3638.190657966	3638.889809086	58.7	231.5	AU-AWBS03_20141106_031345.wav	188.190	AW14_AU_BS3
114	Waveform 1	1	3672.372846743	3673.389793827	58.7	240.7	AU-AWBS03_20141106_031345.wav	222.373	AW14_AU_BS3
114	Spectrogram 1	1	3672.372846743	3673.389793827	58.7	240.7	AU-AWBS03_20141106_031345.wav	222.373	AW14_AU_BS3
116	Waveform 1	1	3754.728776188	3755.618604886	40.3	197.0	AU-AWBS03_20141106_031730.wav	79.729	AW14_AU_BS3
116	Spectrogram 1	1	3754.728776188	3755.618604886	40.3	197.0	AU-AWBS03_20141106_031730.wav	79.729	AW14_AU_BS3
117	Waveform 1	1	3764.241468699	3765.025365409	38.0	330.6	AU-AWBS03_20141106_031730.wav	89.242	AW14_AU_BS3
117	Spectrogram 1	1	3764.241468699	3765.025365409	38.0	330.6	AU-AWBS03_20141106_031730.wav	89.242	AW14_AU_BS3
118	Waveform 1	1	3763.754181555	3764.241468699	31.1	238.4	AU-AWBS03_20141106_031730.wav	88.754	AW14_AU_BS3
118	Spectrogram 1	1	3763.754181555	3764.241468699	31.1	238.4	AU-AWBS03_20141106_031730.wav	88.754	AW14_AU_BS3
119	Waveform 1	1	3768.822010579	3769.521161699	35.7	314.5	AU-AWBS03_20141106_031730.wav	93.822	AW14_AU_BS3
119	Spectrogram 1	1	3768.822010579	3769.521161699	35.7	314.5	AU-AWBS03_20141106_031730.wav	93.822	AW14_AU_BS3
120	Waveform 1	1	3773.885559599	3774.775388297	49.5	312.2	AU-AWBS03_20141106_031730.wav	98.886	AW14_AU_BS3
120	Spectrogram 1	1	3773.885559599	3774.775388297	49.5	312.2	AU-AWBS03_20141106_031730.wav	98.886	AW14_AU_BS3
121	Waveform 1	1	3778.821990234	3779.499954956	44.9	289.1	AU-AWBS03_20141106_031730.wav	103.822	AW14_AU_BS3
121	Spectrogram 1	1	3778.821990234	3779.499954956	44.9	289.1	AU-AWBS03_20141106_031730.wav	103.822	AW14_AU_BS3
122	Waveform 1	1	3783.949098447	3784.457571989	61.0	314.5	AU-AWBS03_20141106_031730.wav	108.949	AW14_AU_BS3
122	Spectrogram 1	1	3783.949098447	3784.457571989	61.0	314.5	AU-AWBS03_20141106_031730.wav	108.949	AW14_AU_BS3
123	Waveform 1	1	3789.063549753	3789.995751246	42.6	298.3	AU-AWBS03_20141106_031730.wav	114.063	AW14_AU_BS3
123	Spectrogram 1	1	3789.063549753	3789.995751246	42.6	298.3	AU-AWBS03_20141106_031730.wav	114.063	AW14_AU_BS3
124	Waveform 1	1	3873.749982931	3874.449134051	81.7	162.4	AU-AWBS03_20141106_073000.wav	48.751	AW14_AU_BS3
