Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Mooring
17	Waveform 1	1	1522.758440481	1524.156742721	88.7	206.2	22.758	AU-BS04b_20150721_004345.wav	BS14_AU_04
17	Spectrogram 1	1	1522.758440481	1524.156742721	88.7	206.2	22.758	AU-BS04b_20150721_004345.wav	BS14_AU_04
18	Waveform 1	1	1562.881350070	1564.279652310	74.8	208.5	62.881	AU-BS04b_20150721_004345.wav	BS14_AU_04
18	Spectrogram 1	1	1562.881350070	1564.279652310	74.8	208.5	62.881	AU-BS04b_20150721_004345.wav	BS14_AU_04
19	Waveform 1	1	1782.648279352	1784.322004760	44.9	194.7	57.648	AU-BS04b_20150721_010345.wav	BS14_AU_04
19	Spectrogram 1	1	1782.648279352	1784.322004760	44.9	194.7	57.648	AU-BS04b_20150721_010345.wav	BS14_AU_04
20	Waveform 1	1	1832.940604301	1833.999924180	72.5	194.7	107.941	AU-BS04b_20150721_010345.wav	BS14_AU_04
20	Spectrogram 1	1	1832.940604301	1833.999924180	72.5	194.7	107.941	AU-BS04b_20150721_010345.wav	BS14_AU_04
21	Waveform 1	1	2091.915148072	2093.059213541	58.7	222.3	141.915	AU-BS04b_20150721_011345.wav	BS14_AU_04
21	Spectrogram 1	1	2091.915148072	2093.059213541	58.7	222.3	141.915	AU-BS04b_20150721_011345.wav	BS14_AU_04
22	Waveform 1	1	2338.351593966	2339.304981857	70.2	206.2	163.352	AU-BS04b_20150721_100345.wav	BS14_AU_04
22	Spectrogram 1	1	2338.351593966	2339.304981857	70.2	206.2	163.352	AU-BS04b_20150721_100345.wav	BS14_AU_04
23	Waveform 1	1	2373.665160788	2374.533803089	65.6	183.1	198.665	AU-BS04b_20150721_100345.wav	BS14_AU_04
23	Spectrogram 1	1	2373.665160788	2374.533803089	65.6	183.1	198.665	AU-BS04b_20150721_100345.wav	BS14_AU_04
24	Waveform 1	1	2380.054984400	2380.965999496	79.4	185.4	205.055	AU-BS04b_20150721_100345.wav	BS14_AU_04
24	Spectrogram 1	1	2380.054984400	2380.965999496	79.4	185.4	205.055	AU-BS04b_20150721_100345.wav	BS14_AU_04
25	Waveform 1	1	2393.474503555	2394.152468277	79.4	178.5	218.474	AU-BS04b_20150721_100345.wav	BS14_AU_04
25	Spectrogram 1	1	2393.474503555	2394.152468277	79.4	178.5	218.474	AU-BS04b_20150721_100345.wav	BS14_AU_04
26	Waveform 1	1	2542.309221171	2544.088878567	70.2	208.5	142.309	AU-BS04b_20150722_010000.wav	BS14_AU_04
26	Spectrogram 1	1	2542.309221171	2544.088878567	70.2	208.5	142.309	AU-BS04b_20150722_010000.wav	BS14_AU_04
27	Waveform 1	1	2576.012652295	2577.156717764	79.4	192.3	176.013	AU-BS04b_20150722_010000.wav	BS14_AU_04
27	Spectrogram 1	1	2576.012652295	2577.156717764	79.4	192.3	176.013	AU-BS04b_20150722_010000.wav	BS14_AU_04
28	Waveform 1	1	2617.703324787	2618.593153485	77.1	164.7	217.703	AU-BS04b_20150722_010000.wav	BS14_AU_04
28	Spectrogram 1	1	2617.703324787	2618.593153485	77.1	164.7	217.703	AU-BS04b_20150722_010000.wav	BS14_AU_04
29	Waveform 1	1	2685.008382463	2685.982956752	88.7	224.6	60.008	AU-BS04b_20150722_010730.wav	BS14_AU_04
29	Spectrogram 1	1	2685.008382463	2685.982956752	88.7	224.6	60.008	AU-BS04b_20150722_010730.wav	BS14_AU_04
30	Waveform 1	1	2718.978707265	2720.355823107	81.7	256.9	93.979	AU-BS04b_20150722_010730.wav	BS14_AU_04
30	Spectrogram 1	1	2718.978707265	2720.355823107	81.7	256.9	93.979	AU-BS04b_20150722_010730.wav	BS14_AU_04
31	Waveform 1	1	2762.279576490	2763.190591586	79.4	167.0	137.280	AU-BS04b_20150722_010730.wav	BS14_AU_04
31	Spectrogram 1	1	2762.279576490	2763.190591586	79.4	167.0	137.280	AU-BS04b_20150722_010730.wav	BS14_AU_04
32	Waveform 1	1	2793.855838366	2795.127022221	63.3	153.2	18.856	AU-BS04b_20150722_011000.wav	BS14_AU_04
32	Spectrogram 1	1	2793.855838366	2795.127022221	63.3	153.2	18.856	AU-BS04b_20150722_011000.wav	BS14_AU_04
33	Waveform 1	1	2825.940573784	2826.724470494	51.8	153.2	50.941	AU-BS04b_20150722_011000.wav	BS14_AU_04
33	Spectrogram 1	1	2825.940573784	2826.724470494	51.8	153.2	50.941	AU-BS04b_20150722_011000.wav	BS14_AU_04
34	Waveform 1	1	3213.716032556	3214.987216411	95.6	201.6	213.716	AU-BS04b_20150722_012000.wav	BS14_AU_04
34	Spectrogram 1	1	3213.716032556	3214.987216411	95.6	201.6	213.716	AU-BS04b_20150722_012000.wav	BS14_AU_04
35	Waveform 1	1	3267.059254231	3268.203319700	97.9	220.0	42.060	AU-BS04b_20150722_012345.wav	BS14_AU_04
35	Spectrogram 1	1	3267.059254231	3268.203319700	97.9	220.0	42.060	AU-BS04b_20150722_012345.wav	BS14_AU_04
36	Waveform 1	1	3269.940604301	3271.105856168	91.0	167.0	44.941	AU-BS04b_20150722_012345.wav	BS14_AU_04
36	Spectrogram 1	1	3269.940604301	3271.105856168	91.0	167.0	44.941	AU-BS04b_20150722_012345.wav	BS14_AU_04
37	Waveform 1	1	3311.050745086	3311.749896206	74.8	157.8	86.051	AU-BS04b_20150722_012345.wav	BS14_AU_04
37	Spectrogram 1	1	3311.050745086	3311.749896206	74.8	157.8	86.051	AU-BS04b_20150722_012345.wav	BS14_AU_04
38	Waveform 1	1	3312.491420121	3313.381248819	77.1	155.5	87.492	AU-BS04b_20150722_012345.wav	BS14_AU_04
38	Spectrogram 1	1	3312.491420121	3313.381248819	77.1	155.5	87.492	AU-BS04b_20150722_012345.wav	BS14_AU_04
39	Waveform 1	1	3326.716022384	3327.881274250	74.8	192.3	101.716	AU-BS04b_20150722_012345.wav	BS14_AU_04
39	Spectrogram 1	1	3326.716022384	3327.881274250	74.8	192.3	101.716	AU-BS04b_20150722_012345.wav	BS14_AU_04
40	Waveform 1	1	3526.682107872	3527.762614148	100.2	190.0	76.682	AU-BS04b_20150722_014345.wav	BS14_AU_04
40	Spectrogram 1	1	3526.682107872	3527.762614148	100.2	190.0	76.682	AU-BS04b_20150722_014345.wav	BS14_AU_04
41	Waveform 1	1	3673.788070377	3674.783831063	95.6	201.6	223.788	AU-BS04b_20150722_014345.wav	BS14_AU_04
41	Spectrogram 1	1	3673.788070377	3674.783831063	95.6	201.6	223.788	AU-BS04b_20150722_014345.wav	BS14_AU_04
42	Waveform 1	1	3726.516886523	3727.406715221	93.3	192.3	51.517	AU-BS04b_20150722_015000.wav	BS14_AU_04
42	Spectrogram 1	1	3726.516886523	3727.406715221	93.3	192.3	51.517	AU-BS04b_20150722_015000.wav	BS14_AU_04
43	Waveform 1	1	3788.347385169	3789.321959458	86.4	185.4	113.348	AU-BS04b_20150722_015000.wav	BS14_AU_04
43	Spectrogram 1	1	3788.347385169	3789.321959458	86.4	185.4	113.348	AU-BS04b_20150722_015000.wav	BS14_AU_04
44	Waveform 1	1	3816.321959458	3816.978737783	91.0	185.4	141.322	AU-BS04b_20150722_015000.wav	BS14_AU_04
44	Spectrogram 1	1	3816.321959458	3816.978737783	91.0	185.4	141.322	AU-BS04b_20150722_015000.wav	BS14_AU_04
45	Waveform 1	1	3979.207569187	3980.563498632	91.0	190.0	79.208	AU-BS04b_20150722_015730.wav	BS14_AU_04
45	Spectrogram 1	1	3979.207569187	3980.563498632	91.0	190.0	79.208	AU-BS04b_20150722_015730.wav	BS14_AU_04
46	Waveform 1	1	4197.940614474	4199.571967087	72.5	201.6	147.941	AU-BS04b_20150722_021730.wav	BS14_AU_04
46	Spectrogram 1	1	4197.940614474	4199.571967087	72.5	201.6	147.941	AU-BS04b_20150722_021730.wav	BS14_AU_04
47	Waveform 1	1	4218.999893663	4219.995654349	91.0	213.1	19.001	AU-BS04b_20150722_063730.wav	BS14_AU_04
47	Spectrogram 1	1	4218.999893663	4219.995654349	91.0	213.1	19.001	AU-BS04b_20150722_063730.wav	BS14_AU_04
48	Waveform 1	1	4237.334657055	4238.097367368	79.4	199.3	37.336	AU-BS04b_20150722_063730.wav	BS14_AU_04
48	Spectrogram 1	1	4237.334657055	4238.097367368	79.4	199.3	37.336	AU-BS04b_20150722_063730.wav	BS14_AU_04
49	Waveform 1	1	4498.139760508	4499.410944362	74.8	197.0	148.141	AU-BS04b_20150722_064345.wav	BS14_AU_04
49	Spectrogram 1	1	4498.139760508	4499.410944362	74.8	197.0	148.141	AU-BS04b_20150722_064345.wav	BS14_AU_04
50	Waveform 1	1	4516.084639253	4516.868535963	70.2	185.4	166.086	AU-BS04b_20150722_064345.wav	BS14_AU_04
50	Spectrogram 1	1	4516.084639253	4516.868535963	70.2	185.4	166.086	AU-BS04b_20150722_064345.wav	BS14_AU_04
51	Waveform 1	1	4585.813475744	4586.893982020	148.6	236.1	10.815	AU-BS04b_20150722_071345.wav	BS14_AU_04
51	Spectrogram 1	1	4585.813475744	4586.893982020	148.6	236.1	10.815	AU-BS04b_20150722_071345.wav	BS14_AU_04
52	Waveform 1	1	4662.321959458	4662.893992192	91.0	178.5	87.323	AU-BS04b_20150722_071345.wav	BS14_AU_04
52	Spectrogram 1	1	4662.321959458	4662.893992192	91.0	178.5	87.323	AU-BS04b_20150722_071345.wav	BS14_AU_04
53	Waveform 1	1	4863.610070051	4864.584644339	72.5	201.6	63.611	AU-BS04b_20150722_210345.wav	BS14_AU_04
53	Spectrogram 1	1	4863.610070051	4864.584644339	72.5	201.6	63.611	AU-BS04b_20150722_210345.wav	BS14_AU_04
54	Waveform 1	1	4894.910908758	4896.330397396	74.8	222.3	94.912	AU-BS04b_20150722_210345.wav	BS14_AU_04
54	Spectrogram 1	1	4894.910908758	4896.330397396	74.8	222.3	94.912	AU-BS04b_20150722_210345.wav	BS14_AU_04
55	Waveform 1	1	5155.554989486	5156.508377377	67.9	192.3	130.556	AU-BS04b_20150722_214000.wav	BS14_AU_04
55	Spectrogram 1	1	5155.554989486	5156.508377377	67.9	192.3	130.556	AU-BS04b_20150722_214000.wav	BS14_AU_04
56	Waveform 1	1	5210.063463028	5211.228714894	72.5	162.4	185.065	AU-BS04b_20150722_214000.wav	BS14_AU_04
56	Spectrogram 1	1	5210.063463028	5211.228714894	72.5	162.4	185.065	AU-BS04b_20150722_214000.wav	BS14_AU_04
57	Waveform 1	1	5235.114314451	5235.982956752	79.4	180.8	210.116	AU-BS04b_20150722_214000.wav	BS14_AU_04
57	Spectrogram 1	1	5235.114314451	5235.982956752	79.4	180.8	210.116	AU-BS04b_20150722_214000.wav	BS14_AU_04
58	Waveform 1	1	5273.203329873	5273.923667390	72.5	167.0	23.205	AU-BS04b_20150723_020000.wav	BS14_AU_04
58	Spectrogram 1	1	5273.203329873	5273.923667390	72.5	167.0	23.205	AU-BS04b_20150723_020000.wav	BS14_AU_04
59	Waveform 1	1	5470.169415361	5471.059244059	79.4	210.8	220.171	AU-BS04b_20150723_020000.wav	BS14_AU_04
59	Spectrogram 1	1	5470.169415361	5471.059244059	79.4	210.8	220.171	AU-BS04b_20150723_020000.wav	BS14_AU_04
60	Waveform 1	1	5488.737229126	5489.690617017	70.2	192.3	13.739	AU-BS04b_20150723_020345.wav	BS14_AU_04
60	Spectrogram 1	1	5488.737229126	5489.690617017	70.2	192.3	13.739	AU-BS04b_20150723_020345.wav	BS14_AU_04
61	Waveform 1	1	5770.071951828	5771.533813261	77.1	203.9	70.073	AU-BS04b_20150723_021000.wav	BS14_AU_04
61	Spectrogram 1	1	5770.071951828	5771.533813261	77.1	203.9	70.073	AU-BS04b_20150723_021000.wav	BS14_AU_04
62	Waveform 1	1	5958.521105492	5959.686357358	72.5	176.2	33.522	AU-BS04b_20150723_021730.wav	BS14_AU_04
62	Spectrogram 1	1	5958.521105492	5959.686357358	72.5	176.2	33.522	AU-BS04b_20150723_021730.wav	BS14_AU_04
63	Waveform 1	1	6095.321949285	6096.508387549	67.9	187.7	20.323	AU-BS04b_20150723_022000.wav	BS14_AU_04
63	Spectrogram 1	1	6095.321949285	6096.508387549	67.9	187.7	20.323	AU-BS04b_20150723_022000.wav	BS14_AU_04
64	Waveform 1	1	6129.122782907	6130.330407568	67.9	240.7	54.124	AU-BS04b_20150723_022000.wav	BS14_AU_04
64	Spectrogram 1	1	6129.122782907	6130.330407568	67.9	240.7	54.124	AU-BS04b_20150723_022000.wav	BS14_AU_04
65	Waveform 1	1	6411.355863797	6412.542302062	63.3	180.8	111.357	AU-BS04b_20150723_022730.wav	BS14_AU_04
65	Spectrogram 1	1	6411.355863797	6412.542302062	63.3	180.8	111.357	AU-BS04b_20150723_022730.wav	BS14_AU_04
66	Waveform 1	1	6433.292314777	6433.843161114	70.2	171.6	133.294	AU-BS04b_20150723_022730.wav	BS14_AU_04
66	Spectrogram 1	1	6433.292314777	6433.843161114	70.2	171.6	133.294	AU-BS04b_20150723_022730.wav	BS14_AU_04
67	Waveform 1	1	6500.999914008	6501.889742706	72.5	201.6	51.001	AU-BS04b_20150723_023000.wav	BS14_AU_04
67	Spectrogram 1	1	6500.999914008	6501.889742706	72.5	201.6	51.001	AU-BS04b_20150723_023000.wav	BS14_AU_04
68	Waveform 1	1	6512.334636710	6513.393956588	63.3	222.3	62.336	AU-BS04b_20150723_023000.wav	BS14_AU_04
68	Spectrogram 1	1	6512.334636710	6513.393956588	63.3	222.3	62.336	AU-BS04b_20150723_023000.wav	BS14_AU_04
69	Waveform 1	1	6528.220276957	6529.512647209	61.0	144.0	78.222	AU-BS04b_20150723_023000.wav	BS14_AU_04
69	Spectrogram 1	1	6528.220276957	6529.512647209	61.0	144.0	78.222	AU-BS04b_20150723_023000.wav	BS14_AU_04
70	Waveform 1	1	6549.449047326	6550.465994409	84.1	167.0	99.450	AU-BS04b_20150723_023000.wav	BS14_AU_04
70	Spectrogram 1	1	6549.449047326	6550.465994409	84.1	167.0	99.450	AU-BS04b_20150723_023000.wav	BS14_AU_04
71	Waveform 1	1	6788.249921637	6789.224495925	65.6	213.1	113.251	AU-BS04b_20150723_025345.wav	BS14_AU_04
71	Spectrogram 1	1	6788.249921637	6789.224495925	65.6	213.1	113.251	AU-BS04b_20150723_025345.wav	BS14_AU_04
72	Waveform 1	1	6899.461785613	6900.754155865	63.3	167.0	224.463	AU-BS04b_20150723_025345.wav	BS14_AU_04
72	Spectrogram 1	1	6899.461785613	6900.754155865	63.3	167.0	224.463	AU-BS04b_20150723_025345.wav	BS14_AU_04
73	Waveform 1	1	6916.949093102	6918.177904161	74.8	185.4	16.950	AU-BS04b_20150723_025730.wav	BS14_AU_04
73	Spectrogram 1	1	6916.949093102	6918.177904161	74.8	185.4	16.950	AU-BS04b_20150723_025730.wav	BS14_AU_04
74	Waveform 1	1	7162.406684703	7163.444818184	65.6	187.7	112.408	AU-BS04b_20150723_072345.wav	BS14_AU_04
74	Spectrogram 1	1	7162.406684703	7163.444818184	65.6	187.7	112.408	AU-BS04b_20150723_072345.wav	BS14_AU_04
75	Waveform 1	1	7200.135531366	7201.999934353	67.9	206.2	150.137	AU-BS04b_20150723_072345.wav	BS14_AU_04
75	Spectrogram 1	1	7200.135531366	7201.999934353	67.9	206.2	150.137	AU-BS04b_20150723_072345.wav	BS14_AU_04
76	Waveform 1	1	7248.639724904	7249.465994409	77.1	164.7	198.641	AU-BS04b_20150723_072345.wav	BS14_AU_04
76	Spectrogram 1	1	7248.639724904	7249.465994409	77.1	164.7	198.641	AU-BS04b_20150723_072345.wav	BS14_AU_04
77	Waveform 1	1	7324.385498305	7325.148208618	79.4	146.3	49.387	AU-BS04b_20150723_073345.wav	BS14_AU_04
77	Spectrogram 1	1	7324.385498305	7325.148208618	79.4	146.3	49.387	AU-BS04b_20150723_073345.wav	BS14_AU_04
78	Waveform 1	1	7460.953291726	7461.800747629	58.7	176.2	185.955	AU-BS04b_20150723_073345.wav	BS14_AU_04
78	Spectrogram 1	1	7460.953291726	7461.800747629	58.7	176.2	185.955	AU-BS04b_20150723_073345.wav	BS14_AU_04
79	Waveform 1	1	7551.071972173	7552.385528823	77.1	215.4	51.073	AU-BS04b_20150723_073730.wav	BS14_AU_04
79	Spectrogram 1	1	7551.071972173	7552.385528823	77.1	215.4	51.073	AU-BS04b_20150723_073730.wav	BS14_AU_04
80	Waveform 1	1	7588.071951828	7589.110085310	70.2	155.5	88.073	AU-BS04b_20150723_073730.wav	BS14_AU_04
80	Spectrogram 1	1	7588.071951828	7589.110085310	70.2	155.5	88.073	AU-BS04b_20150723_073730.wav	BS14_AU_04
81	Waveform 1	1	7847.902480993	7849.046546462	72.5	176.2	197.904	AU-BS04b_20150723_075000.wav	BS14_AU_04
81	Spectrogram 1	1	7847.902480993	7849.046546462	72.5	176.2	197.904	AU-BS04b_20150723_075000.wav	BS14_AU_04
82	Waveform 1	1	7923.237183350	7924.063452855	84.1	197.0	48.238	AU-BS04b_20150723_075345.wav	BS14_AU_04
82	Spectrogram 1	1	7923.237183350	7924.063452855	84.1	197.0	48.238	AU-BS04b_20150723_075345.wav	BS14_AU_04
83	Waveform 1	1	7951.275316831	7951.995654349	58.7	164.7	76.277	AU-BS04b_20150723_075345.wav	BS14_AU_04
83	Spectrogram 1	1	7951.275316831	7951.995654349	58.7	164.7	76.277	AU-BS04b_20150723_075345.wav	BS14_AU_04
84	Waveform 1	1	7959.101627027	7960.372810881	77.1	220.0	84.103	AU-BS04b_20150723_075345.wav	BS14_AU_04
84	Spectrogram 1	1	7959.101627027	7960.372810881	77.1	220.0	84.103	AU-BS04b_20150723_075345.wav	BS14_AU_04
85	Waveform 1	1	8000.847359738	8002.542271544	67.9	220.0	125.849	AU-BS04b_20150723_075345.wav	BS14_AU_04
85	Spectrogram 1	1	8000.847359738	8002.542271544	67.9	220.0	125.849	AU-BS04b_20150723_075345.wav	BS14_AU_04
86	Waveform 1	1	8021.838891283	8022.771092776	77.1	224.6	146.840	AU-BS04b_20150723_075345.wav	BS14_AU_04
86	Spectrogram 1	1	8021.838891283	8022.771092776	77.1	224.6	146.840	AU-BS04b_20150723_075345.wav	BS14_AU_04
87	Waveform 1	1	8055.639724904	8056.762603975	70.2	190.0	180.641	AU-BS04b_20150723_075345.wav	BS14_AU_04
87	Spectrogram 1	1	8055.639724904	8056.762603975	70.2	190.0	180.641	AU-BS04b_20150723_075345.wav	BS14_AU_04
88	Waveform 1	1	8085.550790862	8086.588924343	74.8	190.0	210.552	AU-BS04b_20150723_075345.wav	BS14_AU_04
88	Spectrogram 1	1	8085.550790862	8086.588924343	74.8	190.0	210.552	AU-BS04b_20150723_075345.wav	BS14_AU_04
89	Waveform 1	1	8107.160916388	8107.902440303	91.0	178.5	7.162	AU-BS04b_20150723_075730.wav	BS14_AU_04
89	Spectrogram 1	1	8107.160916388	8107.902440303	91.0	178.5	7.162	AU-BS04b_20150723_075730.wav	BS14_AU_04
90	Waveform 1	1	8231.885513564	8233.305002202	65.6	229.2	131.887	AU-BS04b_20150723_075730.wav	BS14_AU_04
90	Spectrogram 1	1	8231.885513564	8233.305002202	65.6	229.2	131.887	AU-BS04b_20150723_075730.wav	BS14_AU_04
91	Waveform 1	1	8280.080440629	8281.118574110	63.3	180.8	30.082	AU-BS04b_20150723_080000.wav	BS14_AU_04
91	Spectrogram 1	1	8280.080440629	8281.118574110	63.3	180.8	30.082	AU-BS04b_20150723_080000.wav	BS14_AU_04
92	Waveform 1	1	8301.254181296	8303.224516271	56.4	213.1	51.255	AU-BS04b_20150723_080000.wav	BS14_AU_04
92	Spectrogram 1	1	8301.254181296	8303.224516271	56.4	213.1	51.255	AU-BS04b_20150723_080000.wav	BS14_AU_04
93	Waveform 1	1	8390.665181133	8391.682128217	79.4	190.0	140.666	AU-BS04b_20150723_080000.wav	BS14_AU_04
93	Spectrogram 1	1	8390.665181133	8391.682128217	79.4	190.0	140.666	AU-BS04b_20150723_080000.wav	BS14_AU_04
94	Waveform 1	1	8399.902450475	8400.559228800	81.7	190.0	149.904	AU-BS04b_20150723_080000.wav	BS14_AU_04
94	Spectrogram 1	1	8399.902450475	8400.559228800	81.7	190.0	149.904	AU-BS04b_20150723_080000.wav	BS14_AU_04
95	Waveform 1	1	8601.135531366	8601.855868884	58.7	190.0	126.137	AU-BS04b_20150723_081000.wav	BS14_AU_04
95	Spectrogram 1	1	8601.135531366	8601.855868884	58.7	190.0	126.137	AU-BS04b_20150723_081000.wav	BS14_AU_04
96	Waveform 1	1	8685.970269327	8686.796538832	95.6	171.6	210.972	AU-BS04b_20150723_081000.wav	BS14_AU_04
96	Spectrogram 1	1	8685.970269327	8686.796538832	95.6	171.6	210.972	AU-BS04b_20150723_081000.wav	BS14_AU_04
97	Waveform 1	1	8717.906699962	8718.754155865	67.9	192.3	17.908	AU-BS04b_20150723_081345.wav	BS14_AU_04
97	Spectrogram 1	1	8717.906699962	8718.754155865	67.9	192.3	17.908	AU-BS04b_20150723_081345.wav	BS14_AU_04
98	Waveform 1	1	9098.576186056	9099.826183513	86.4	206.2	173.577	AU-BS04b_20150724_230345.wav	BS14_AU_04
98	Spectrogram 1	1	9098.576186056	9099.826183513	86.4	206.2	173.577	AU-BS04b_20150724_230345.wav	BS14_AU_04
99	Waveform 1	1	9123.601632113	9124.894002365	97.9	220.0	198.603	AU-BS04b_20150724_230345.wav	BS14_AU_04
99	Spectrogram 1	1	9123.601632113	9124.894002365	97.9	220.0	198.603	AU-BS04b_20150724_230345.wav	BS14_AU_04
100	Waveform 1	1	9336.627037479	9337.686357358	102.5	194.7	186.628	AU-BS04b_20150724_231345.wav	BS14_AU_04
100	Spectrogram 1	1	9336.627037479	9337.686357358	102.5	194.7	186.628	AU-BS04b_20150724_231345.wav	BS14_AU_04
101	Waveform 1	1	9446.978727610	9448.038047489	97.9	192.3	71.980	AU-BS04b_20150724_231730.wav	BS14_AU_04
101	Spectrogram 1	1	9446.978727610	9448.038047489	97.9	192.3	71.980	AU-BS04b_20150724_231730.wav	BS14_AU_04
102	Waveform 1	1	9411.016881436	9411.949082930	104.8	215.4	36.018	AU-BS04b_20150724_231730.wav	BS14_AU_04
102	Spectrogram 1	1	9411.016881436	9411.949082930	104.8	215.4	36.018	AU-BS04b_20150724_231730.wav	BS14_AU_04
103	Waveform 1	1	9535.309221171	9536.728709808	102.5	192.3	10.310	AU-BS04b_20150724_232000.wav	BS14_AU_04
103	Spectrogram 1	1	9535.309221171	9536.728709808	102.5	192.3	10.310	AU-BS04b_20150724_232000.wav	BS14_AU_04
104	Waveform 1	1	9559.470243896	9560.190581413	77.1	201.6	34.471	AU-BS04b_20150724_232000.wav	BS14_AU_04
104	Spectrogram 1	1	9559.470243896	9560.190581413	77.1	201.6	34.471	AU-BS04b_20150724_232000.wav	BS14_AU_04
105	Waveform 1	1	9604.487211324	9605.821954372	102.5	192.3	79.488	AU-BS04b_20150724_232000.wav	BS14_AU_04
105	Spectrogram 1	1	9604.487211324	9605.821954372	102.5	192.3	79.488	AU-BS04b_20150724_232000.wav	BS14_AU_04
106	Waveform 1	1	9910.813506261	9912.042317320	63.3	180.8	160.815	AU-BS04b_20150725_095345.wav	BS14_AU_04
106	Spectrogram 1	1	9910.813506261	9912.042317320	63.3	180.8	160.815	AU-BS04b_20150725_095345.wav	BS14_AU_04
107	Waveform 1	1	9946.902470820	9948.321959458	74.8	173.9	196.904	AU-BS04b_20150725_095345.wav	BS14_AU_04
107	Spectrogram 1	1	9946.902470820	9948.321959458	74.8	173.9	196.904	AU-BS04b_20150725_095345.wav	BS14_AU_04
