Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Mooring
55	Spectrogram 1	1	1597.851685044	1598.720327345	102.5	178.5	172.852	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
56	Waveform 1	1	1604.737264256	1605.796584135	111.7	206.2	179.737	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
56	Spectrogram 1	1	1604.737264256	1605.796584135	111.7	206.2	179.737	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
57	Waveform 1	1	1609.673694891	1610.266914023	111.7	213.1	184.674	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
57	Spectrogram 1	1	1609.673694891	1610.266914023	111.7	213.1	184.674	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
58	Waveform 1	1	1614.504193538	1615.118599067	118.6	183.1	189.504	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
58	Spectrogram 1	1	1614.504193538	1615.118599067	118.6	183.1	189.504	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
59	Waveform 1	1	1619.249946594	1619.927911317	125.5	194.7	194.250	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
59	Spectrogram 1	1	1619.249946594	1619.927911317	125.5	194.7	194.250	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
60	Waveform 1	1	1624.406770695	1625.211853803	111.7	178.5	199.407	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
60	Spectrogram 1	1	1624.406770695	1625.211853803	111.7	178.5	199.407	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
61	Waveform 1	1	1629.279642137	1629.915234065	125.5	183.1	204.280	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
61	Spectrogram 1	1	1629.279642137	1629.915234065	125.5	183.1	204.280	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
62	Waveform 1	1	1634.427936748	1634.936410290	114.0	201.6	209.428	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
62	Spectrogram 1	1	1634.427936748	1634.936410290	114.0	201.6	209.428	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
63	Waveform 1	1	1639.258435395	1639.915213720	116.3	180.8	214.258	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
63	Spectrogram 1	1	1639.258435395	1639.915213720	116.3	180.8	214.258	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
64	Waveform 1	1	1642.309276645	1643.326223729	63.3	178.5	217.309	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
64	Spectrogram 1	1	1642.309276645	1643.326223729	63.3	178.5	217.309	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
65	Waveform 1	1	1644.512661993	1645.148253920	123.2	192.3	219.513	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
65	Spectrogram 1	1	1644.512661993	1645.148253920	123.2	192.3	219.513	AU-AWBS03_20141204_210000.wav	AW14_AU_BS3
66	Waveform 1	1	1653.970324802	1655.156763066	111.7	229.2	3.970	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
66	Spectrogram 1	1	1653.970324802	1655.156763066	111.7	229.2	3.970	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
67	Waveform 1	1	1663.716067686	1664.669455577	95.6	187.7	13.716	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
67	Spectrogram 1	1	1663.716067686	1664.669455577	95.6	187.7	13.716	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
68	Waveform 1	1	1667.508432852	1668.355888755	111.7	206.2	17.508	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
68	Spectrogram 1	1	1667.508432852	1668.355888755	111.7	206.2	17.508	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
69	Waveform 1	1	1676.648299697	1677.305078022	104.8	185.4	26.648	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
69	Spectrogram 1	1	1676.648299697	1677.305078022	104.8	185.4	26.648	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
70	Waveform 1	1	1686.605906557	1687.368616869	107.1	194.7	36.606	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
70	Spectrogram 1	1	1686.605906557	1687.368616869	107.1	194.7	36.606	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
71	Waveform 1	1	1696.309276645	1697.135546151	95.6	185.4	46.309	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
71	Spectrogram 1	1	1696.309276645	1697.135546151	95.6	185.4	46.309	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
72	Waveform 1	1	1749.800803104	1751.114359753	114.0	187.7	99.801	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
72	Spectrogram 1	1	1749.800803104	1751.114359753	114.0	187.7	99.801	AU-AWBS03_20141206_230000.wav	AW14_AU_BS3
73	Waveform 1	1	1919.233009683	1919.910974406	72.5	173.9	44.233	AU-AWBS03_20141208_092730.wav	AW14_AU_BS3
73	Spectrogram 1	1	1919.233009683	1919.910974406	72.5	173.9	44.233	AU-AWBS03_20141208_092730.wav	AW14_AU_BS3
74	Waveform 1	1	1931.211853803	1931.211853803	164.7	164.7	56.212	AU-AWBS03_20141208_092730.wav	AW14_AU_BS3
74	Spectrogram 1	1	1931.211853803	1931.211853803	164.7	164.7	56.212	AU-AWBS03_20141208_092730.wav	AW14_AU_BS3
75	Waveform 1	1	1936.466080402	1937.355909100	72.5	173.9	61.466	AU-AWBS03_20141208_092730.wav	AW14_AU_BS3
75	Spectrogram 1	1	1936.466080402	1937.355909100	72.5	173.9	61.466	AU-AWBS03_20141208_092730.wav	AW14_AU_BS3
76	Waveform 1	1	1947.038092791	1948.203344658	44.9	167.0	72.038	AU-AWBS03_20141208_092730.wav	AW14_AU_BS3
76	Spectrogram 1	1	1947.038092791	1948.203344658	44.9	167.0	72.038	AU-AWBS03_20141208_092730.wav	AW14_AU_BS3
77	Waveform 1	1	1980.944858400	1981.749941508	58.7	148.6	105.945	AU-AWBS03_20141208_092730.wav	AW14_AU_BS3
77	Spectrogram 1	1	1980.944858400	1981.749941508	58.7	148.6	105.945	AU-AWBS03_20141208_092730.wav	AW14_AU_BS3
78	Waveform 1	1	2032.868591438	2033.949097714	63.3	176.2	7.869	AU-AWBS03_20141208_093345.wav	AW14_AU_BS3
78	Spectrogram 1	1	2032.868591438	2033.949097714	63.3	176.2	7.869	AU-AWBS03_20141208_093345.wav	AW14_AU_BS3
79	Waveform 1	1	2059.762659450	2060.716047341	63.3	160.1	34.763	AU-AWBS03_20141208_093345.wav	AW14_AU_BS3
79	Spectrogram 1	1	2059.762659450	2060.716047341	63.3	160.1	34.763	AU-AWBS03_20141208_093345.wav	AW14_AU_BS3
80	Waveform 1	1	2169.754180822	2170.686382315	51.8	134.7	144.754	AU-AWBS03_20141208_093345.wav	AW14_AU_BS3
80	Spectrogram 1	1	2169.754180822	2170.686382315	51.8	134.7	144.754	AU-AWBS03_20141208_093345.wav	AW14_AU_BS3
81	Waveform 1	1	2198.605926902	2199.559314792	61.0	164.7	173.606	AU-AWBS03_20141208_093345.wav	AW14_AU_BS3
81	Spectrogram 1	1	2198.605926902	2199.559314792	61.0	164.7	173.606	AU-AWBS03_20141208_093345.wav	AW14_AU_BS3
82	Waveform 1	1	2242.872840924	2243.889788008	65.6	153.2	217.873	AU-AWBS03_20141208_093345.wav	AW14_AU_BS3
82	Spectrogram 1	1	2242.872840924	2243.889788008	65.6	153.2	217.873	AU-AWBS03_20141208_093345.wav	AW14_AU_BS3
83	Waveform 1	1	2292.487256627	2293.461830915	38.0	169.3	42.487	AU-AWBS03_20141208_093730.wav	AW14_AU_BS3
83	Spectrogram 1	1	2292.487256627	2293.461830915	38.0	169.3	42.487	AU-AWBS03_20141208_093730.wav	AW14_AU_BS3
84	Waveform 1	1	2307.622873985	2308.576261876	61.0	167.0	57.623	AU-AWBS03_20141208_093730.wav	AW14_AU_BS3
84	Spectrogram 1	1	2307.622873985	2308.576261876	61.0	167.0	57.623	AU-AWBS03_20141208_093730.wav	AW14_AU_BS3
85	Waveform 1	1	2337.822020019	2338.266934368	58.7	150.9	87.822	AU-AWBS03_20141208_093730.wav	AW14_AU_BS3
85	Spectrogram 1	1	2337.822020019	2338.266934368	58.7	150.9	87.822	AU-AWBS03_20141208_093730.wav	AW14_AU_BS3
86	Waveform 1	1	2347.694881288	2348.478777999	58.7	134.7	97.695	AU-AWBS03_20141208_093730.wav	AW14_AU_BS3
86	Spectrogram 1	1	2347.694881288	2348.478777999	58.7	134.7	97.695	AU-AWBS03_20141208_093730.wav	AW14_AU_BS3
87	Waveform 1	1	2457.771148251	2458.682163346	56.4	141.7	57.771	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
87	Spectrogram 1	1	2457.771148251	2458.682163346	56.4	141.7	57.771	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
88	Waveform 1	1	2488.139785465	2488.796563790	84.1	171.6	88.140	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
88	Spectrogram 1	1	2488.139785465	2488.796563790	84.1	171.6	88.140	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
89	Waveform 1	1	2517.216052427	2518.148253920	65.6	169.3	117.216	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
89	Spectrogram 1	1	2517.216052427	2518.148253920	65.6	169.3	117.216	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
90	Waveform 1	1	2556.067778162	2557.190657233	49.5	173.9	156.068	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
90	Spectrogram 1	1	2556.067778162	2557.190657233	49.5	173.9	156.068	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
91	Waveform 1	1	2570.834697271	2571.788085162	58.7	178.5	170.835	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
91	Spectrogram 1	1	2570.834697271	2571.788085162	58.7	178.5	170.835	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
92	Waveform 1	1	2587.834717616	2588.724546314	63.3	185.4	187.835	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
92	Spectrogram 1	1	2587.834717616	2588.724546314	63.3	185.4	187.835	AU-AWBS03_20141208_094000.wav	AW14_AU_BS3
93	Waveform 1	1	2681.461810570	2682.139775292	70.2	173.9	56.462	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
93	Spectrogram 1	1	2681.461810570	2682.139775292	70.2	173.9	56.462	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
94	Waveform 1	1	2697.338951844	2698.334712530	51.8	171.6	72.339	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
94	Spectrogram 1	1	2697.338951844	2698.334712530	51.8	171.6	72.339	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
95	Waveform 1	1	2712.728805973	2713.788125852	65.6	178.5	87.729	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
95	Spectrogram 1	1	2712.728805973	2713.788125852	65.6	178.5	87.729	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
96	Waveform 1	1	2735.377064980	2736.351639268	54.1	169.3	110.377	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
96	Spectrogram 1	1	2735.377064980	2736.351639268	54.1	169.3	110.377	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
97	Waveform 1	1	2754.580470672	2755.512672166	49.5	173.9	129.580	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
97	Spectrogram 1	1	2754.580470672	2755.512672166	49.5	173.9	129.580	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
98	Waveform 1	1	2776.220312086	2777.237259170	67.9	167.0	151.220	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
98	Spectrogram 1	1	2776.220312086	2777.237259170	67.9	167.0	151.220	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
99	Waveform 1	1	2804.639800724	2805.677934205	58.7	176.2	179.640	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
99	Spectrogram 1	1	2804.639800724	2805.677934205	58.7	176.2	179.640	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
100	Waveform 1	1	2837.444873659	2838.398261550	54.1	185.4	212.445	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
100	Spectrogram 1	1	2837.444873659	2838.398261550	54.1	185.4	212.445	AU-AWBS03_20141208_094345.wav	AW14_AU_BS3
101	Waveform 1	1	2864.190636888	2865.440634345	65.6	190.0	14.191	AU-AWBS03_20141208_094730.wav	AW14_AU_BS3
101	Spectrogram 1	1	2864.190636888	2865.440634345	65.6	190.0	14.191	AU-AWBS03_20141208_094730.wav	AW14_AU_BS3
102	Waveform 1	1	2926.347399954	2927.576211013	49.5	171.6	76.347	AU-AWBS03_20141208_094730.wav	AW14_AU_BS3
102	Spectrogram 1	1	2926.347399954	2927.576211013	49.5	171.6	76.347	AU-AWBS03_20141208_094730.wav	AW14_AU_BS3
103	Waveform 1	1	2953.114349581	2954.004178279	63.3	169.3	103.114	AU-AWBS03_20141208_094730.wav	AW14_AU_BS3
103	Spectrogram 1	1	2953.114349581	2954.004178279	63.3	169.3	103.114	AU-AWBS03_20141208_094730.wav	AW14_AU_BS3
