Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Mooring
9	Waveform 1	1	1164.720307000	1166.478777999	47.2	173.9	114.720	AU-BS02a_20160520_060000.wav	BS16_AU_02a
9	Spectrogram 1	1	1164.720307000	1166.478777999	47.2	173.9	114.720	AU-BS02a_20160520_060000.wav	BS16_AU_02a
10	Waveform 1	1	1233.686433178	1234.915244237	61.0	173.9	183.686	AU-BS02a_20160520_060000.wav	BS16_AU_02a
10	Spectrogram 1	1	1233.686433178	1234.915244237	61.0	173.9	183.686	AU-BS02a_20160520_060000.wav	BS16_AU_02a
11	Waveform 1	1	1349.610115353	1350.415198461	86.4	206.2	74.610	AU-BS02a_20160520_060345.wav	BS16_AU_02a
11	Spectrogram 1	1	1349.610115353	1350.415198461	86.4	206.2	74.610	AU-BS02a_20160520_060345.wav	BS16_AU_02a
12	Waveform 1	1	1544.199105344	1544.961815656	58.7	183.1	44.199	AU-BS02a_20160520_060730.wav	BS16_AU_02a
12	Spectrogram 1	1	1544.199105344	1544.961815656	58.7	183.1	44.199	AU-BS02a_20160520_060730.wav	BS16_AU_02a
13	Waveform 1	1	1652.516901307	1653.364357210	51.8	150.9	2.517	AU-BS02a_20160520_061000.wav	BS16_AU_02a
13	Spectrogram 1	1	1652.516901307	1653.364357210	51.8	150.9	2.517	AU-BS02a_20160520_061000.wav	BS16_AU_02a
14	Waveform 1	1	1704.186397574	1705.245717453	47.2	185.4	54.186	AU-BS02a_20160520_061000.wav	BS16_AU_02a
14	Spectrogram 1	1	1704.186397574	1705.245717453	47.2	185.4	54.186	AU-BS02a_20160520_061000.wav	BS16_AU_02a
15	Waveform 1	1	1996.144034951	1997.266914023	61.0	187.7	121.144	AU-BS02a_20160520_062730.wav	BS16_AU_02a
15	Spectrogram 1	1	1996.144034951	1997.266914023	61.0	187.7	121.144	AU-BS02a_20160520_062730.wav	BS16_AU_02a
16	Waveform 1	1	2046.097433015	2047.389803267	63.3	176.2	21.097	AU-BS02a_20160520_063000.wav	BS16_AU_02a
16	Spectrogram 1	1	2046.097433015	2047.389803267	63.3	176.2	21.097	AU-BS02a_20160520_063000.wav	BS16_AU_02a
17	Waveform 1	1	2146.957617032	2148.080496104	47.2	176.2	121.958	AU-BS02a_20160520_063000.wav	BS16_AU_02a
17	Spectrogram 1	1	2146.957617032	2148.080496104	47.2	176.2	121.958	AU-BS02a_20160520_063000.wav	BS16_AU_02a
18	Waveform 1	1	2186.394032408	2187.728775455	67.9	169.3	161.394	AU-BS02a_20160520_063000.wav	BS16_AU_02a
18	Spectrogram 1	1	2186.394032408	2187.728775455	67.9	169.3	161.394	AU-BS02a_20160520_063000.wav	BS16_AU_02a
19	Waveform 1	1	2278.313556650	2279.754231685	77.1	187.7	28.314	AU-BS02a_20160520_063730.wav	BS16_AU_02a
19	Spectrogram 1	1	2278.313556650	2279.754231685	77.1	187.7	28.314	AU-BS02a_20160520_063730.wav	BS16_AU_02a
20	Waveform 1	1	2336.720327345	2338.288120765	54.1	164.7	86.720	AU-BS02a_20160520_063730.wav	BS16_AU_02a
20	Spectrogram 1	1	2336.720327345	2338.288120765	54.1	164.7	86.720	AU-BS02a_20160520_063730.wav	BS16_AU_02a
21	Waveform 1	1	2377.067757817	2378.699110430	47.2	144.0	127.068	AU-BS02a_20160520_063730.wav	BS16_AU_02a
21	Spectrogram 1	1	2377.067757817	2378.699110430	47.2	144.0	127.068	AU-BS02a_20160520_063730.wav	BS16_AU_02a
22	Waveform 1	1	2440.906745264	2441.648269179	125.5	206.2	40.907	AU-BS02a_20160520_071000.wav	BS16_AU_02a
22	Spectrogram 1	1	2440.906745264	2441.648269179	125.5	206.2	40.907	AU-BS02a_20160520_071000.wav	BS16_AU_02a
23	Waveform 1	1	2589.898297154	2591.190667406	77.1	194.7	189.898	AU-BS02a_20160520_071000.wav	BS16_AU_02a
23	Spectrogram 1	1	2589.898297154	2591.190667406	77.1	194.7	189.898	AU-BS02a_20160520_071000.wav	BS16_AU_02a
24	Waveform 1	1	2745.512661993	2746.656727462	58.7	150.9	120.513	AU-BS02a_20160524_054000.wav	BS16_AU_02a
24	Spectrogram 1	1	2745.512661993	2746.656727462	58.7	150.9	120.513	AU-BS02a_20160524_054000.wav	BS16_AU_02a
25	Waveform 1	1	2846.733014769	2847.538097877	67.9	173.9	221.733	AU-BS02a_20160524_054000.wav	BS16_AU_02a
25	Spectrogram 1	1	2846.733014769	2847.538097877	67.9	173.9	221.733	AU-BS02a_20160524_054000.wav	BS16_AU_02a
26	Waveform 1	1	2878.923682175	2879.728765283	77.1	153.2	28.924	AU-BS02a_20160524_054345.wav	BS16_AU_02a
26	Spectrogram 1	1	2878.923682175	2879.728765283	77.1	153.2	28.924	AU-BS02a_20160524_054345.wav	BS16_AU_02a
27	Waveform 1	1	3102.749992371	3103.639821069	81.7	203.9	27.750	AU-BS02a_20160603_050000.wav	BS16_AU_02a
27	Spectrogram 1	1	3102.749992371	3103.639821069	81.7	203.9	27.750	AU-BS02a_20160603_050000.wav	BS16_AU_02a
28	Waveform 1	1	3490.872840924	3491.847415213	116.3	224.6	190.873	AU-BS02a_20160603_050345.wav	BS16_AU_02a
28	Spectrogram 1	1	3490.872840924	3491.847415213	116.3	224.6	190.873	AU-BS02a_20160603_050345.wav	BS16_AU_02a
29	Waveform 1	1	3617.122858726	3618.055060220	111.7	210.8	92.123	AU-BS02a_20160603_051000.wav	BS16_AU_02a
29	Spectrogram 1	1	3617.122858726	3618.055060220	111.7	210.8	92.123	AU-BS02a_20160603_051000.wav	BS16_AU_02a
30	Waveform 1	1	3668.707609403	3669.618624499	100.2	240.7	143.708	AU-BS02a_20160603_051000.wav	BS16_AU_02a
30	Spectrogram 1	1	3668.707609403	3669.618624499	100.2	240.7	143.708	AU-BS02a_20160603_051000.wav	BS16_AU_02a
31	Waveform 1	1	3710.516901307	3711.237238825	127.8	220.0	185.517	AU-BS02a_20160603_051000.wav	BS16_AU_02a
31	Spectrogram 1	1	3710.516901307	3711.237238825	127.8	220.0	185.517	AU-BS02a_20160603_051000.wav	BS16_AU_02a
32	Waveform 1	1	3745.364397900	3746.423717779	114.0	203.9	220.364	AU-BS02a_20160603_051000.wav	BS16_AU_02a
32	Spectrogram 1	1	3745.364397900	3746.423717779	114.0	203.9	220.364	AU-BS02a_20160603_051000.wav	BS16_AU_02a
33	Waveform 1	1	3775.372866356	3776.516931825	79.4	164.7	25.373	AU-BS02a_20160603_051345.wav	BS16_AU_02a
33	Spectrogram 1	1	3775.372866356	3776.516931825	79.4	164.7	25.373	AU-BS02a_20160603_051345.wav	BS16_AU_02a
34	Waveform 1	1	3807.224551400	3808.177939291	77.1	187.7	57.225	AU-BS02a_20160603_051345.wav	BS16_AU_02a
34	Spectrogram 1	1	3807.224551400	3808.177939291	77.1	187.7	57.225	AU-BS02a_20160603_051345.wav	BS16_AU_02a
35	Waveform 1	1	3831.978793257	3832.741503570	114.0	210.8	81.979	AU-BS02a_20160603_051345.wav	BS16_AU_02a
35	Spectrogram 1	1	3831.978793257	3832.741503570	114.0	210.8	81.979	AU-BS02a_20160603_051345.wav	BS16_AU_02a
36	Waveform 1	1	3858.830488474	3859.572012389	93.3	180.8	108.831	AU-BS02a_20160603_051345.wav	BS16_AU_02a
36	Spectrogram 1	1	3858.830488474	3859.572012389	93.3	180.8	108.831	AU-BS02a_20160603_051345.wav	BS16_AU_02a
37	Waveform 1	1	3882.377105670	3883.372866356	74.8	192.3	132.377	AU-BS02a_20160603_051345.wav	BS16_AU_02a
37	Spectrogram 1	1	3882.377105670	3883.372866356	74.8	192.3	132.377	AU-BS02a_20160603_051345.wav	BS16_AU_02a
38	Waveform 1	1	3998.745732712	4000.821999674	102.5	164.7	23.746	AU-BS02a_20160603_051730.wav	BS16_AU_02a
38	Spectrogram 1	1	3998.745732712	4000.821999674	102.5	164.7	23.746	AU-BS02a_20160603_051730.wav	BS16_AU_02a
39	Waveform 1	1	4030.258435395	4031.042332105	88.7	194.7	55.258	AU-BS02a_20160603_051730.wav	BS16_AU_02a
39	Spectrogram 1	1	4030.258435395	4031.042332105	88.7	194.7	55.258	AU-BS02a_20160603_051730.wav	BS16_AU_02a
40	Waveform 1	1	4068.093214046	4068.622873985	88.7	185.4	93.093	AU-BS02a_20160603_051730.wav	BS16_AU_02a
40	Spectrogram 1	1	4068.093214046	4068.622873985	88.7	185.4	93.093	AU-BS02a_20160603_051730.wav	BS16_AU_02a
41	Waveform 1	1	4104.118619412	4104.944888918	67.9	162.4	129.119	AU-BS02a_20160603_051730.wav	BS16_AU_02a
41	Spectrogram 1	1	4104.118619412	4104.944888918	67.9	162.4	129.119	AU-BS02a_20160603_051730.wav	BS16_AU_02a
42	Waveform 1	1	4145.101641811	4145.864352124	91.0	183.1	20.102	AU-BS02a_20160603_052000.wav	BS16_AU_02a
42	Spectrogram 1	1	4145.101641811	4145.864352124	91.0	183.1	20.102	AU-BS02a_20160603_052000.wav	BS16_AU_02a
43	Waveform 1	1	4311.283891624	4312.216093117	100.2	233.8	186.284	AU-BS02a_20160603_052000.wav	BS16_AU_02a
43	Spectrogram 1	1	4311.283891624	4312.216093117	100.2	233.8	186.284	AU-BS02a_20160603_052000.wav	BS16_AU_02a
44	Waveform 1	1	4357.669445404	4358.580460500	72.5	194.7	7.669	AU-BS02a_20160603_052345.wav	BS16_AU_02a
44	Spectrogram 1	1	4357.669445404	4358.580460500	72.5	194.7	7.669	AU-BS02a_20160603_052345.wav	BS16_AU_02a
45	Waveform 1	1	4395.144055296	4395.927952007	93.3	185.4	45.144	AU-BS02a_20160603_052345.wav	BS16_AU_02a
45	Spectrogram 1	1	4395.144055296	4395.927952007	93.3	185.4	45.144	AU-BS02a_20160603_052345.wav	BS16_AU_02a
46	Waveform 1	1	4417.432145544	4418.618583809	91.0	171.6	67.432	AU-BS02a_20160603_052345.wav	BS16_AU_02a
46	Spectrogram 1	1	4417.432145544	4418.618583809	91.0	171.6	67.432	AU-BS02a_20160603_052345.wav	BS16_AU_02a
47	Waveform 1	1	4711.275372306	4712.652488148	67.9	160.1	136.275	AU-BS02a_20160603_053000.wav	BS16_AU_02a
47	Spectrogram 1	1	4711.275372306	4712.652488148	67.9	160.1	136.275	AU-BS02a_20160603_053000.wav	BS16_AU_02a
48	Waveform 1	1	4733.254196081	4734.821989501	88.7	164.7	158.254	AU-BS02a_20160603_053000.wav	BS16_AU_02a
48	Spectrogram 1	1	4733.254196081	4734.821989501	88.7	164.7	158.254	AU-BS02a_20160603_053000.wav	BS16_AU_02a
49	Waveform 1	1	4798.809312249	4799.932191321	86.4	213.1	223.809	AU-BS02a_20160603_053000.wav	BS16_AU_02a
49	Spectrogram 1	1	4798.809312249	4799.932191321	86.4	213.1	223.809	AU-BS02a_20160603_053000.wav	BS16_AU_02a
50	Waveform 1	1	4845.512661993	4846.635541065	72.5	183.1	45.513	AU-BS02a_20160603_053345.wav	BS16_AU_02a
50	Spectrogram 1	1	4845.512661993	4846.635541065	72.5	183.1	45.513	AU-BS02a_20160603_053345.wav	BS16_AU_02a
51	Waveform 1	1	4882.754221512	4883.898286981	93.3	183.1	82.754	AU-BS02a_20160603_053345.wav	BS16_AU_02a
51	Spectrogram 1	1	4882.754221512	4883.898286981	93.3	183.1	82.754	AU-BS02a_20160603_053345.wav	BS16_AU_02a
52	Waveform 1	1	4913.038113136	4913.588959473	100.2	148.6	113.038	AU-BS02a_20160603_053345.wav	BS16_AU_02a
52	Spectrogram 1	1	4913.038113136	4913.588959473	100.2	148.6	113.038	AU-BS02a_20160603_053345.wav	BS16_AU_02a
53	Waveform 1	1	4948.660976949	4949.444873659	72.5	173.9	148.661	AU-BS02a_20160603_053345.wav	BS16_AU_02a
53	Spectrogram 1	1	4948.660976949	4949.444873659	72.5	173.9	148.661	AU-BS02a_20160603_053345.wav	BS16_AU_02a
54	Waveform 1	1	5177.995750513	5178.737274429	114.0	187.7	152.996	AU-BS02a_20160603_054000.wav	BS16_AU_02a
54	Spectrogram 1	1	5177.995750513	5178.737274429	114.0	187.7	152.996	AU-BS02a_20160603_054000.wav	BS16_AU_02a
55	Waveform 1	1	5258.885538521	5260.305027159	70.2	208.5	8.886	AU-BS02a_20160603_055345.wav	BS16_AU_02a
55	Spectrogram 1	1	5258.885538521	5260.305027159	70.2	208.5	8.886	AU-BS02a_20160603_055345.wav	BS16_AU_02a
56	Waveform 1	1	5358.495725082	5359.258435395	107.1	176.2	108.496	AU-BS02a_20160603_055345.wav	BS16_AU_02a
56	Spectrogram 1	1	5358.495725082	5359.258435395	107.1	176.2	108.496	AU-BS02a_20160603_055345.wav	BS16_AU_02a
57	Waveform 1	1	5518.525390108	5519.351659613	56.4	197.0	43.525	AU-BS02a_20160603_055730.wav	BS16_AU_02a
57	Spectrogram 1	1	5518.525390108	5519.351659613	56.4	197.0	43.525	AU-BS02a_20160603_055730.wav	BS16_AU_02a
58	Waveform 1	1	5681.033863650	5682.177929119	86.4	197.0	56.034	AU-BS02a_20160603_061345.wav	BS16_AU_02a
58	Spectrogram 1	1	5681.033863650	5682.177929119	86.4	197.0	56.034	AU-BS02a_20160603_061345.wav	BS16_AU_02a
59	Waveform 1	1	5862.194896547	5863.233030028	123.2	199.3	12.195	AU-BS02a_20160603_061730.wav	BS16_AU_02a
59	Spectrogram 1	1	5862.194896547	5863.233030028	123.2	199.3	12.195	AU-BS02a_20160603_061730.wav	BS16_AU_02a
60	Waveform 1	1	5904.258425222	5905.402490691	88.7	199.3	54.258	AU-BS02a_20160603_061730.wav	BS16_AU_02a
60	Spectrogram 1	1	5904.258425222	5905.402490691	88.7	199.3	54.258	AU-BS02a_20160603_061730.wav	BS16_AU_02a
61	Waveform 1	1	5943.067778162	5944.677944377	77.1	171.6	93.068	AU-BS02a_20160603_061730.wav	BS16_AU_02a
61	Spectrogram 1	1	5943.067778162	5944.677944377	77.1	171.6	93.068	AU-BS02a_20160603_061730.wav	BS16_AU_02a
62	Waveform 1	1	5948.470309543	5949.783866193	77.1	183.1	98.470	AU-BS02a_20160603_061730.wav	BS16_AU_02a
62	Spectrogram 1	1	5948.470309543	5949.783866193	77.1	183.1	98.470	AU-BS02a_20160603_061730.wav	BS16_AU_02a
63	Waveform 1	1	6223.872840924	6224.995719996	86.4	180.8	223.873	AU-BS02a_20160603_155000.wav	BS16_AU_02a
63	Spectrogram 1	1	6223.872840924	6224.995719996	86.4	180.8	223.873	AU-BS02a_20160603_155000.wav	BS16_AU_02a
64	Waveform 1	1	6277.067757817	6278.423687261	93.3	261.5	52.068	AU-BS02a_20160605_024000.wav	BS16_AU_02a
64	Spectrogram 1	1	6277.067757817	6278.423687261	93.3	261.5	52.068	AU-BS02a_20160605_024000.wav	BS16_AU_02a
65	Waveform 1	1	6281.071986958	6282.491475596	118.6	229.2	56.072	AU-BS02a_20160605_024000.wav	BS16_AU_02a
65	Spectrogram 1	1	6281.071986958	6282.491475596	118.6	229.2	56.072	AU-BS02a_20160605_024000.wav	BS16_AU_02a
66	Waveform 1	1	6413.656737635	6414.885548694	95.6	224.6	188.657	AU-BS02a_20160605_024000.wav	BS16_AU_02a
66	Spectrogram 1	1	6413.656737635	6414.885548694	95.6	224.6	188.657	AU-BS02a_20160605_024000.wav	BS16_AU_02a
67	Waveform 1	1	6572.245727625	6573.347420299	95.6	190.0	122.246	AU-BS02a_20160608_100345.wav	BS16_AU_02a
67	Spectrogram 1	1	6572.245727625	6573.347420299	95.6	190.0	122.246	AU-BS02a_20160608_100345.wav	BS16_AU_02a
68	Waveform 1	1	6687.046561247	6687.957576342	72.5	150.9	12.047	AU-BS02a_20160612_044345.wav	BS16_AU_02a
68	Spectrogram 1	1	6687.046561247	6687.957576342	72.5	150.9	12.047	AU-BS02a_20160612_044345.wav	BS16_AU_02a
69	Waveform 1	1	6709.046571419	6710.614364840	58.7	146.3	34.047	AU-BS02a_20160612_044345.wav	BS16_AU_02a
69	Spectrogram 1	1	6709.046571419	6710.614364840	58.7	146.3	34.047	AU-BS02a_20160612_044345.wav	BS16_AU_02a
70	Waveform 1	1	6737.783856020	6739.033853477	65.6	146.3	62.784	AU-BS02a_20160612_044345.wav	BS16_AU_02a
70	Spectrogram 1	1	6737.783856020	6739.033853477	65.6	146.3	62.784	AU-BS02a_20160612_044345.wav	BS16_AU_02a
71	Waveform 1	1	6791.127077695	6792.334702357	54.1	155.5	116.127	AU-BS02a_20160612_044345.wav	BS16_AU_02a
71	Spectrogram 1	1	6791.127077695	6792.334702357	54.1	155.5	116.127	AU-BS02a_20160612_044345.wav	BS16_AU_02a
72	Waveform 1	1	6821.093173356	6822.216052427	70.2	157.8	146.093	AU-BS02a_20160612_044345.wav	BS16_AU_02a
72	Spectrogram 1	1	6821.093173356	6822.216052427	70.2	157.8	146.093	AU-BS02a_20160612_044345.wav	BS16_AU_02a
73	Waveform 1	1	6850.783845848	6851.991470509	54.1	164.7	175.784	AU-BS02a_20160612_044345.wav	BS16_AU_02a
73	Spectrogram 1	1	6850.783845848	6851.991470509	54.1	164.7	175.784	AU-BS02a_20160612_044345.wav	BS16_AU_02a
74	Waveform 1	1	6884.805072935	6885.991511199	61.0	132.4	209.805	AU-BS02a_20160612_044345.wav	BS16_AU_02a
74	Spectrogram 1	1	6884.805072935	6885.991511199	61.0	132.4	209.805	AU-BS02a_20160612_044345.wav	BS16_AU_02a
75	Waveform 1	1	6909.898297154	6911.233040201	61.0	144.0	9.898	AU-BS02a_20160612_044730.wav	BS16_AU_02a
75	Spectrogram 1	1	6909.898297154	6911.233040201	61.0	144.0	9.898	AU-BS02a_20160612_044730.wav	BS16_AU_02a
76	Waveform 1	1	7154.347440644	7155.004218969	118.6	201.6	104.347	AU-BS02a_20160614_213345.wav	BS16_AU_02a
76	Spectrogram 1	1	7154.347440644	7155.004218969	118.6	201.6	104.347	AU-BS02a_20160614_213345.wav	BS16_AU_02a
77	Waveform 1	1	7155.597438101	7156.105911643	104.8	203.9	105.597	AU-BS02a_20160614_213345.wav	BS16_AU_02a
77	Spectrogram 1	1	7155.597438101	7156.105911643	104.8	203.9	105.597	AU-BS02a_20160614_213345.wav	BS16_AU_02a
78	Waveform 1	1	7416.033843304	7416.754180822	91.0	176.2	141.034	AU-BS02a_20160614_213730.wav	BS16_AU_02a
78	Spectrogram 1	1	7416.033843304	7416.754180822	91.0	176.2	141.034	AU-BS02a_20160614_213730.wav	BS16_AU_02a
79	Waveform 1	1	7470.182148087	7470.478757654	67.9	141.7	45.182	AU-BS02a_20160614_214000.wav	BS16_AU_02a
79	Spectrogram 1	1	7470.182148087	7470.478757654	67.9	141.7	45.182	AU-BS02a_20160614_214000.wav	BS16_AU_02a
80	Waveform 1	1	7716.072027648	7716.707619575	61.0	185.4	66.072	AU-BS02a_20160614_214345.wav	BS16_AU_02a
80	Spectrogram 1	1	7716.072027648	7716.707619575	61.0	185.4	66.072	AU-BS02a_20160614_214345.wav	BS16_AU_02a
81	Waveform 1	1	7751.885569039	7753.050820906	81.7	236.1	101.886	AU-BS02a_20160614_214345.wav	BS16_AU_02a
81	Spectrogram 1	1	7751.885569039	7753.050820906	81.7	236.1	101.886	AU-BS02a_20160614_214345.wav	BS16_AU_02a
82	Waveform 1	1	7774.542357536	7775.940659776	70.2	206.2	124.542	AU-BS02a_20160614_214345.wav	BS16_AU_02a
82	Spectrogram 1	1	7774.542357536	7775.940659776	70.2	206.2	124.542	AU-BS02a_20160614_214345.wav	BS16_AU_02a
83	Waveform 1	1	7811.648269179	7812.220301914	63.3	164.7	161.648	AU-BS02a_20160614_214345.wav	BS16_AU_02a
83	Spectrogram 1	1	7811.648269179	7812.220301914	63.3	164.7	161.648	AU-BS02a_20160614_214345.wav	BS16_AU_02a
84	Waveform 1	1	7902.415198461	7903.686382315	84.1	190.0	27.415	AU-BS02a_20160614_215000.wav	BS16_AU_02a
84	Spectrogram 1	1	7902.415198461	7903.686382315	84.1	190.0	27.415	AU-BS02a_20160614_215000.wav	BS16_AU_02a
85	Waveform 1	1	8240.088954387	8241.211833458	79.4	169.3	140.089	AU-BS02a_20160615_030730.wav	BS16_AU_02a
85	Spectrogram 1	1	8240.088954387	8241.211833458	79.4	169.3	140.089	AU-BS02a_20160615_030730.wav	BS16_AU_02a
86	Waveform 1	1	8259.949138404	8261.093203873	65.6	243.0	9.949	AU-BS02a_20160615_072345.wav	BS16_AU_02a
86	Spectrogram 1	1	8259.949138404	8261.093203873	65.6	243.0	9.949	AU-BS02a_20160615_072345.wav	BS16_AU_02a
87	Waveform 1	1	8280.923672003	8281.982991881	51.8	220.0	30.924	AU-BS02a_20160615_072345.wav	BS16_AU_02a
87	Spectrogram 1	1	8280.923672003	8281.982991881	51.8	220.0	30.924	AU-BS02a_20160615_072345.wav	BS16_AU_02a
88	Waveform 1	1	8306.906724919	8307.966044798	77.1	187.7	56.907	AU-BS02a_20160615_072345.wav	BS16_AU_02a
88	Spectrogram 1	1	8306.906724919	8307.966044798	77.1	187.7	56.907	AU-BS02a_20160615_072345.wav	BS16_AU_02a
89	Waveform 1	1	8317.847435558	8318.673705063	70.2	187.7	67.847	AU-BS02a_20160615_072345.wav	BS16_AU_02a
89	Spectrogram 1	1	8317.847435558	8318.673705063	70.2	187.7	67.847	AU-BS02a_20160615_072345.wav	BS16_AU_02a
90	Waveform 1	1	8345.716077858	8346.669465749	61.0	217.7	95.716	AU-BS02a_20160615_072345.wav	BS16_AU_02a
90	Spectrogram 1	1	8345.716077858	8346.669465749	61.0	217.7	95.716	AU-BS02a_20160615_072345.wav	BS16_AU_02a
91	Waveform 1	1	8571.016906393	8571.991480682	70.2	194.7	96.017	AU-BS02a_20160620_080730.wav	BS16_AU_02a
91	Spectrogram 1	1	8571.016906393	8571.991480682	70.2	194.7	96.017	AU-BS02a_20160620_080730.wav	BS16_AU_02a
92	Waveform 1	1	8601.999949137	8602.762659450	97.9	199.3	127.000	AU-BS02a_20160620_080730.wav	BS16_AU_02a
92	Spectrogram 1	1	8601.999949137	8602.762659450	97.9	199.3	127.000	AU-BS02a_20160620_080730.wav	BS16_AU_02a
93	Waveform 1	1	8821.262654364	8822.385533435	72.5	144.0	196.263	AU-BS02a_20160623_003000.wav	BS16_AU_02a
93	Spectrogram 1	1	8821.262654364	8822.385533435	72.5	144.0	196.263	AU-BS02a_20160623_003000.wav	BS16_AU_02a
94	Waveform 1	1	9024.614375012	9025.631322096	84.1	167.0	174.614	AU-BS02a_20160623_005345.wav	BS16_AU_02a
94	Spectrogram 1	1	9024.614375012	9025.631322096	84.1	167.0	174.614	AU-BS02a_20160623_005345.wav	BS16_AU_02a
95	Waveform 1	1	9075.838956930	9076.855904013	70.2	171.6	0.839	AU-BS02a_20160623_005730.wav	BS16_AU_02a
95	Spectrogram 1	1	9075.838956930	9076.855904013	70.2	171.6	0.839	AU-BS02a_20160623_005730.wav	BS16_AU_02a
96	Waveform 1	1	9134.012677252	9135.220301914	86.4	171.6	59.013	AU-BS02a_20160623_005730.wav	BS16_AU_02a
96	Spectrogram 1	1	9134.012677252	9135.220301914	86.4	171.6	59.013	AU-BS02a_20160623_005730.wav	BS16_AU_02a
97	Waveform 1	1	9347.550836164	9348.398292067	91.0	146.3	122.551	AU-BS02a_20160623_011000.wav	BS16_AU_02a
97	Spectrogram 1	1	9347.550836164	9348.398292067	91.0	146.3	122.551	AU-BS02a_20160623_011000.wav	BS16_AU_02a
98	Waveform 1	1	9377.241508656	9378.618624499	67.9	153.2	152.242	AU-BS02a_20160623_011000.wav	BS16_AU_02a
98	Spectrogram 1	1	9377.241508656	9378.618624499	67.9	153.2	152.242	AU-BS02a_20160623_011000.wav	BS16_AU_02a
99	Waveform 1	1	9406.783876365	9407.779637051	74.8	144.0	181.784	AU-BS02a_20160623_011000.wav	BS16_AU_02a
99	Spectrogram 1	1	9406.783876365	9407.779637051	74.8	144.0	181.784	AU-BS02a_20160623_011000.wav	BS16_AU_02a
100	Waveform 1	1	9592.139815982	9593.580491017	58.7	183.1	142.140	AU-BS02a_20160625_020345.wav	BS16_AU_02a
100	Spectrogram 1	1	9592.139815982	9593.580491017	58.7	183.1	142.140	AU-BS02a_20160625_020345.wav	BS16_AU_02a
101	Waveform 1	1	9843.724556486	9844.550825992	77.1	153.2	168.725	AU-BS02a_20160625_022000.wav	BS16_AU_02a
101	Spectrogram 1	1	9843.724556486	9844.550825992	77.1	153.2	168.725	AU-BS02a_20160625_022000.wav	BS16_AU_02a
102	Waveform 1	1	9894.377105670	9895.521171139	67.9	164.7	219.377	AU-BS02a_20160625_022000.wav	BS16_AU_02a
102	Spectrogram 1	1	9894.377105670	9895.521171139	67.9	164.7	219.377	AU-BS02a_20160625_022000.wav	BS16_AU_02a
103	Waveform 1	1	10069.491485768	10070.169450490	86.4	169.3	169.492	AU-BS02a_20160625_022345.wav	BS16_AU_02a
103	Spectrogram 1	1	10069.491485768	10070.169450490	86.4	169.3	169.492	AU-BS02a_20160625_022345.wav	BS16_AU_02a
104	Waveform 1	1	10090.453362460	10091.491495941	86.4	213.1	190.453	AU-BS02a_20160625_022345.wav	BS16_AU_02a
104	Spectrogram 1	1	10090.453362460	10091.491495941	86.4	213.1	190.453	AU-BS02a_20160625_022345.wav	BS16_AU_02a
105	Waveform 1	1	10173.741493398	10174.588949300	100.2	210.8	48.742	AU-BS02a_20160625_070345.wav	BS16_AU_02a
105	Spectrogram 1	1	10173.741493398	10174.588949300	100.2	210.8	48.742	AU-BS02a_20160625_070345.wav	BS16_AU_02a
