Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Mooring
18	Spectrogram 1	1	1322.473135182	1323.409718643	63.2	204.4	47.473	AU-AWBS03_20120831_201730.wav	AW12_AU_BS3
19	Waveform 1	1	1354.448734816	1355.356050043	115.8	180.4	79.449	AU-AWBS03_20120831_201730.wav	AW12_AU_BS3
19	Spectrogram 1	1	1354.448734816	1355.356050043	115.8	180.4	79.449	AU-AWBS03_20120831_201730.wav	AW12_AU_BS3
20	Waveform 1	1	1365.321938357	1366.580472382	87.1	168.5	90.322	AU-AWBS03_20120831_201730.wav	AW12_AU_BS3
20	Spectrogram 1	1	1365.321938357	1366.580472382	87.1	168.5	90.322	AU-AWBS03_20120831_201730.wav	AW12_AU_BS3
21	Waveform 1	1	1384.170680497	1385.399946289	82.4	149.3	109.171	AU-AWBS03_20120831_201730.wav	AW12_AU_BS3
21	Spectrogram 1	1	1384.170680497	1385.399946289	82.4	149.3	109.171	AU-AWBS03_20120831_201730.wav	AW12_AU_BS3
22	Waveform 1	1	1405.492643269	1406.721909061	87.1	180.4	130.493	AU-AWBS03_20120831_201730.wav	AW12_AU_BS3
22	Spectrogram 1	1	1405.492643269	1406.721909061	87.1	180.4	130.493	AU-AWBS03_20120831_201730.wav	AW12_AU_BS3
23	Waveform 1	1	1604.019508086	1605.395115044	68.0	194.8	179.020	AU-AWBS03_20120831_203000.wav	AW12_AU_BS3
23	Spectrogram 1	1	1604.019508086	1605.395115044	68.0	194.8	179.020	AU-AWBS03_20120831_203000.wav	AW12_AU_BS3
24	Waveform 1	1	1857.438999083	1858.638996642	84.7	223.5	57.439	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
24	Spectrogram 1	1	1857.438999083	1858.638996642	84.7	223.5	57.439	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
25	Waveform 1	1	1864.141424471	1865.312153797	103.9	221.1	64.141	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
25	Spectrogram 1	1	1864.141424471	1865.312153797	103.9	221.1	64.141	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
26	Waveform 1	1	1926.439023497	1927.258534025	80.0	199.6	126.439	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
26	Spectrogram 1	1	1926.439023497	1927.258534025	80.0	199.6	126.439	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
27	Waveform 1	1	1927.931703387	1929.073164479	94.3	180.4	127.932	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
27	Spectrogram 1	1	1927.931703387	1929.073164479	94.3	180.4	127.932	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
28	Waveform 1	1	1935.160956972	1936.799978027	94.3	170.9	135.161	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
28	Spectrogram 1	1	1935.160956972	1936.799978027	94.3	170.9	135.161	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
29	Waveform 1	1	2009.985359780	2011.478039670	84.7	187.6	209.985	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
29	Spectrogram 1	1	2009.985359780	2011.478039670	84.7	187.6	209.985	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
30	Waveform 1	1	2018.502415623	2020.141436678	82.4	187.6	218.502	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
30	Spectrogram 1	1	2018.502415623	2020.141436678	82.4	187.6	218.502	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
31	Waveform 1	1	2024.795085747	2025.936546839	94.3	182.8	224.795	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
31	Spectrogram 1	1	2024.795085747	2025.936546839	94.3	182.8	224.795	AU-AWBS03_20120902_182000.wav	AW12_AU_BS3
32	Waveform 1	1	2042.634128775	2043.453639303	96.7	185.2	17.634	AU-AWBS03_20120902_182345.wav	AW12_AU_BS3
32	Spectrogram 1	1	2042.634128775	2043.453639303	96.7	185.2	17.634	AU-AWBS03_20120902_182345.wav	AW12_AU_BS3
33	Waveform 1	1	2089.273113210	2090.063355504	94.3	182.8	64.273	AU-AWBS03_20120902_182345.wav	AW12_AU_BS3
33	Spectrogram 1	1	2089.273113210	2090.063355504	94.3	182.8	64.273	AU-AWBS03_20120902_182345.wav	AW12_AU_BS3
34	Waveform 1	1	2090.341458651	2091.102432712	75.2	151.7	65.341	AU-AWBS03_20120902_182345.wav	AW12_AU_BS3
34	Spectrogram 1	1	2090.341458651	2091.102432712	75.2	151.7	65.341	AU-AWBS03_20120902_182345.wav	AW12_AU_BS3
35	Waveform 1	1	2131.595088188	2133.087768078	80.0	209.1	31.595	AU-AWBS03_20120903_082000.wav	AW12_AU_BS3
35	Spectrogram 1	1	2131.595088188	2133.087768078	80.0	209.1	31.595	AU-AWBS03_20120903_082000.wav	AW12_AU_BS3
36	Waveform 1	1	2534.560939882	2535.702400974	106.3	185.2	209.561	AU-AWBS03_20120904_000345.wav	AW12_AU_BS3
36	Spectrogram 1	1	2534.560939882	2535.702400974	106.3	185.2	209.561	AU-AWBS03_20120904_000345.wav	AW12_AU_BS3
37	Waveform 1	1	2906.458482755	2907.395066216	94.3	175.7	131.459	AU-AWBS03_20120908_131345.wav	AW12_AU_BS3
37	Spectrogram 1	1	2906.458482755	2907.395066216	94.3	175.7	131.459	AU-AWBS03_20120908_131345.wav	AW12_AU_BS3
38	Waveform 1	1	2907.965851694	2908.785362221	111.1	175.7	132.966	AU-AWBS03_20120908_131345.wav	AW12_AU_BS3
38	Spectrogram 1	1	2907.965851694	2908.785362221	111.1	175.7	132.966	AU-AWBS03_20120908_131345.wav	AW12_AU_BS3
39	Waveform 1	1	3107.590220322	3108.702413181	58.4	190.0	107.590	AU-AWBS03_20120917_075345.wav	AW12_AU_BS3
39	Spectrogram 1	1	3107.590220322	3108.702413181	58.4	190.0	107.590	AU-AWBS03_20120917_075345.wav	AW12_AU_BS3
40	Waveform 1	1	3127.887794934	3129.263401891	51.3	185.2	127.888	AU-AWBS03_20120917_075345.wav	AW12_AU_BS3
40	Spectrogram 1	1	3127.887794934	3129.263401891	51.3	185.2	127.888	AU-AWBS03_20120917_075345.wav	AW12_AU_BS3
41	Waveform 1	1	3184.053644186	3185.078032346	53.6	180.4	184.054	AU-AWBS03_20120917_075345.wav	AW12_AU_BS3
41	Spectrogram 1	1	3184.053644186	3185.078032346	53.6	180.4	184.054	AU-AWBS03_20120917_075345.wav	AW12_AU_BS3
42	Waveform 1	1	3206.692677449	3207.687797375	53.6	170.9	206.693	AU-AWBS03_20120917_075345.wav	AW12_AU_BS3
42	Spectrogram 1	1	3206.692677449	3207.687797375	53.6	170.9	206.693	AU-AWBS03_20120917_075345.wav	AW12_AU_BS3
43	Waveform 1	1	3268.302418064	3269.356074457	65.6	192.4	43.303	AU-AWBS03_20120917_080345.wav	AW12_AU_BS3
43	Spectrogram 1	1	3268.302418064	3269.356074457	65.6	192.4	43.303	AU-AWBS03_20120917_080345.wav	AW12_AU_BS3
44	Waveform 1	1	3425.765829721	3426.995095513	51.3	175.7	200.766	AU-AWBS03_20120917_080345.wav	AW12_AU_BS3
44	Spectrogram 1	1	3425.765829721	3426.995095513	51.3	175.7	200.766	AU-AWBS03_20120917_080345.wav	AW12_AU_BS3
45	Waveform 1	1	3443.780482148	3444.804870308	58.4	175.7	218.781	AU-AWBS03_20120917_080345.wav	AW12_AU_BS3
45	Spectrogram 1	1	3443.780482148	3444.804870308	58.4	175.7	218.781	AU-AWBS03_20120917_080345.wav	AW12_AU_BS3
46	Waveform 1	1	3468.073115651	3469.185308510	106.3	194.8	18.073	AU-AWBS03_20120920_004000.wav	AW12_AU_BS3
46	Spectrogram 1	1	3468.073115651	3469.185308510	106.3	194.8	18.073	AU-AWBS03_20120920_004000.wav	AW12_AU_BS3
47	Waveform 1	1	3475.053644186	3476.312178211	108.7	178.0	25.054	AU-AWBS03_20120920_004000.wav	AW12_AU_BS3
47	Spectrogram 1	1	3475.053644186	3476.312178211	108.7	178.0	25.054	AU-AWBS03_20120920_004000.wav	AW12_AU_BS3
48	Waveform 1	1	3526.009747940	3527.063404333	127.8	204.4	76.010	AU-AWBS03_20120920_004000.wav	AW12_AU_BS3
48	Spectrogram 1	1	3526.009747940	3527.063404333	127.8	204.4	76.010	AU-AWBS03_20120920_004000.wav	AW12_AU_BS3
49	Waveform 1	1	3607.595112602	3608.414623130	139.8	225.9	157.595	AU-AWBS03_20120920_004000.wav	AW12_AU_BS3
49	Spectrogram 1	1	3607.595112602	3608.414623130	139.8	225.9	157.595	AU-AWBS03_20120920_004000.wav	AW12_AU_BS3
50	Waveform 1	1	3656.282873357	3657.395066216	80.0	166.1	206.283	AU-AWBS03_20120920_004000.wav	AW12_AU_BS3
50	Spectrogram 1	1	3656.282873357	3657.395066216	80.0	166.1	206.283	AU-AWBS03_20120920_004000.wav	AW12_AU_BS3
51	Waveform 1	1	3797.648768995	3798.351206591	115.8	190.0	122.649	AU-AWBS03_20120920_201345.wav	AW12_AU_BS3
51	Spectrogram 1	1	3797.648768995	3798.351206591	115.8	190.0	122.649	AU-AWBS03_20120920_201345.wav	AW12_AU_BS3
52	Waveform 1	1	3805.434119010	3806.282897771	99.1	182.8	130.434	AU-AWBS03_20120920_201345.wav	AW12_AU_BS3
52	Spectrogram 1	1	3805.434119010	3806.282897771	99.1	182.8	130.434	AU-AWBS03_20120920_201345.wav	AW12_AU_BS3
53	Waveform 1	1	3982.258497404	3983.165812631	111.1	192.4	82.259	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
53	Spectrogram 1	1	3982.258497404	3983.165812631	111.1	192.4	82.259	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
54	Waveform 1	1	3994.770722001	3996.087792492	82.4	190.0	94.771	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
54	Spectrogram 1	1	3994.770722001	3996.087792492	82.4	190.0	94.771	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
55	Waveform 1	1	4020.365846811	4022.268281965	101.5	197.2	120.366	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
55	Spectrogram 1	1	4020.365846811	4022.268281965	101.5	197.2	120.366	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
56	Waveform 1	1	4044.439023497	4045.082924626	56.0	146.9	144.439	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
56	Spectrogram 1	1	4044.439023497	4045.082924626	56.0	146.9	144.439	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
57	Waveform 1	1	4052.517055843	4053.160956972	113.5	209.1	152.517	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
57	Spectrogram 1	1	4052.517055843	4053.160956972	113.5	209.1	152.517	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
58	Waveform 1	1	4060.243869391	4060.975575219	91.9	211.5	160.244	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
58	Spectrogram 1	1	4060.243869391	4060.975575219	91.9	211.5	160.244	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
59	Waveform 1	1	4076.795073540	4077.877998166	106.3	199.6	176.795	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
59	Spectrogram 1	1	4076.795073540	4077.877998166	106.3	199.6	176.795	AU-AWBS03_20120923_030345.wav	AW12_AU_BS3
60	Waveform 1	1	4279.478027463	4280.736561488	99.1	218.7	154.478	AU-AWBS03_20120923_031345.wav	AW12_AU_BS3
60	Spectrogram 1	1	4279.478027463	4280.736561488	99.1	218.7	154.478	AU-AWBS03_20120923_031345.wav	AW12_AU_BS3
61	Waveform 1	1	4293.585315835	4294.668240461	108.7	235.5	168.586	AU-AWBS03_20120923_031345.wav	AW12_AU_BS3
61	Spectrogram 1	1	4293.585315835	4294.668240461	108.7	235.5	168.586	AU-AWBS03_20120923_031345.wav	AW12_AU_BS3
62	Waveform 1	1	4355.326818431	4356.409743057	94.3	230.7	5.327	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
62	Spectrogram 1	1	4355.326818431	4356.409743057	94.3	230.7	5.327	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
63	Waveform 1	1	4363.404850776	4364.868262433	111.1	223.5	13.405	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
63	Spectrogram 1	1	4363.404850776	4364.868262433	111.1	223.5	13.405	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
64	Waveform 1	1	4376.458482755	4377.570675615	99.1	213.9	26.459	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
64	Spectrogram 1	1	4376.458482755	4377.570675615	99.1	213.9	26.459	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
65	Waveform 1	1	4394.180452851	4395.146304545	120.6	206.8	44.181	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
65	Spectrogram 1	1	4394.180452851	4395.146304545	120.6	206.8	44.181	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
66	Waveform 1	1	4429.287753430	4430.107263958	80.0	192.4	79.288	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
66	Spectrogram 1	1	4429.287753430	4430.107263958	80.0	192.4	79.288	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
67	Waveform 1	1	4437.175597192	4438.170717118	89.5	190.0	87.176	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
67	Spectrogram 1	1	4437.175597192	4438.170717118	89.5	190.0	87.176	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
68	Waveform 1	1	4453.009711319	4453.653612448	82.4	180.4	103.010	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
68	Spectrogram 1	1	4453.009711319	4453.653612448	82.4	180.4	103.010	AU-AWBS03_20120923_032000.wav	AW12_AU_BS3
69	Waveform 1	1	4613.224349097	4614.395078423	132.6	247.4	38.225	AU-AWBS03_20120923_232730.wav	AW12_AU_BS3
69	Spectrogram 1	1	4613.224349097	4614.395078423	132.6	247.4	38.225	AU-AWBS03_20120923_232730.wav	AW12_AU_BS3
70	Waveform 1	1	4696.799953613	4698.321901736	108.7	213.9	121.800	AU-AWBS03_20120923_232730.wav	AW12_AU_BS3
70	Spectrogram 1	1	4696.799953613	4698.321901736	108.7	213.9	121.800	AU-AWBS03_20120923_232730.wav	AW12_AU_BS3
71	Waveform 1	1	4946.546287455	4947.336529749	72.8	168.5	221.546	AU-AWBS03_20120924_200345.wav	AW12_AU_BS3
71	Spectrogram 1	1	4946.546287455	4947.336529749	72.8	168.5	221.546	AU-AWBS03_20120924_200345.wav	AW12_AU_BS3
72	Waveform 1	1	5069.575580102	5070.512163562	68.0	175.7	119.576	AU-AWBS03_20120926_113730.wav	AW12_AU_BS3
72	Spectrogram 1	1	5069.575580102	5070.512163562	68.0	175.7	119.576	AU-AWBS03_20120926_113730.wav	AW12_AU_BS3
73	Waveform 1	1	5093.882902653	5094.643876715	65.6	146.9	143.883	AU-AWBS03_20120926_113730.wav	AW12_AU_BS3
73	Spectrogram 1	1	5093.882902653	5094.643876715	65.6	146.9	143.883	AU-AWBS03_20120926_113730.wav	AW12_AU_BS3
74	Waveform 1	1	5115.380474824	5116.229253585	101.5	264.2	15.381	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
74	Spectrogram 1	1	5115.380474824	5116.229253585	101.5	264.2	15.381	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
75	Waveform 1	1	5176.917026546	5177.648732374	77.6	182.8	76.917	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
75	Spectrogram 1	1	5176.917026546	5177.648732374	77.6	182.8	76.917	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
76	Waveform 1	1	5183.165849252	5184.073164479	70.4	187.6	83.166	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
76	Spectrogram 1	1	5183.165849252	5184.073164479	70.4	187.6	83.166	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
77	Waveform 1	1	5209.960971620	5211.453651510	77.6	175.7	109.961	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
77	Spectrogram 1	1	5209.960971620	5211.453651510	77.6	175.7	109.961	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
78	Waveform 1	1	5214.263401891	5215.639008849	125.4	228.3	114.264	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
78	Spectrogram 1	1	5214.263401891	5215.639008849	125.4	228.3	114.264	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
79	Waveform 1	1	5219.209733291	5220.292657917	94.3	197.2	119.210	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
79	Spectrogram 1	1	5219.209733291	5220.292657917	94.3	197.2	119.210	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
80	Waveform 1	1	5223.307285930	5224.126796458	99.1	185.2	123.307	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
80	Spectrogram 1	1	5223.307285930	5224.126796458	99.1	185.2	123.307	AU-AWBS03_20120926_214730.wav	AW12_AU_BS3
81	Waveform 1	1	5432.897555081	5434.682917302	63.2	223.5	182.898	AU-AWBS03_20121011_113000.wav	AW12_AU_BS3
81	Spectrogram 1	1	5432.897555081	5434.682917302	63.2	223.5	182.898	AU-AWBS03_20121011_113000.wav	AW12_AU_BS3
82	Waveform 1	1	5469.995095513	5471.341434237	72.8	199.6	219.995	AU-AWBS03_20121011_113000.wav	AW12_AU_BS3
82	Spectrogram 1	1	5469.995095513	5471.341434237	72.8	199.6	219.995	AU-AWBS03_20121011_113000.wav	AW12_AU_BS3
83	Waveform 1	1	5488.126820872	5489.092672566	87.1	197.2	13.127	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
83	Spectrogram 1	1	5488.126820872	5489.092672566	87.1	197.2	13.127	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
84	Waveform 1	1	5514.424383277	5515.448771437	91.9	206.8	39.425	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
84	Spectrogram 1	1	5514.424383277	5515.448771437	91.9	206.8	39.425	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
85	Waveform 1	1	5537.604823921	5538.951162645	80.0	245.0	62.605	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
85	Spectrogram 1	1	5537.604823921	5538.951162645	80.0	245.0	62.605	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
86	Waveform 1	1	5556.702400974	5557.814593833	68.0	197.2	81.703	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
86	Spectrogram 1	1	5556.702400974	5557.814593833	68.0	197.2	81.703	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
87	Waveform 1	1	5588.473122975	5589.351169970	80.0	204.4	113.473	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
87	Spectrogram 1	1	5588.473122975	5589.351169970	80.0	204.4	113.473	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
88	Waveform 1	1	5604.790217881	5605.931678973	80.0	202.0	129.790	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
88	Spectrogram 1	1	5604.790217881	5605.931678973	80.0	202.0	129.790	AU-AWBS03_20121011_114730.wav	AW12_AU_BS3
89	Waveform 1	1	5625.292670124	5626.404862984	84.7	209.1	0.293	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
89	Spectrogram 1	1	5625.292670124	5626.404862984	84.7	209.1	0.293	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
90	Waveform 1	1	5645.575555688	5646.599943848	80.0	206.8	20.576	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
90	Spectrogram 1	1	5645.575555688	5646.599943848	80.0	206.8	20.576	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
91	Waveform 1	1	5656.653636862	5657.678025021	89.5	209.1	31.654	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
91	Spectrogram 1	1	5656.653636862	5657.678025021	89.5	209.1	31.654	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
92	Waveform 1	1	5672.634092154	5673.658480314	91.9	199.6	47.634	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
92	Spectrogram 1	1	5672.634092154	5673.658480314	91.9	199.6	47.634	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
93	Waveform 1	1	5696.180440644	5697.438974669	84.7	211.5	71.181	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
93	Spectrogram 1	1	5696.180440644	5697.438974669	84.7	211.5	71.181	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
94	Waveform 1	1	5713.521923709	5714.458507169	87.1	209.1	88.522	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
94	Spectrogram 1	1	5713.521923709	5714.458507169	87.1	209.1	88.522	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
95	Waveform 1	1	5729.663409215	5730.482919743	80.0	185.2	104.664	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
95	Spectrogram 1	1	5729.663409215	5730.482919743	80.0	185.2	104.664	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
96	Waveform 1	1	5760.614620689	5761.170717118	58.4	137.4	135.615	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
96	Spectrogram 1	1	5760.614620689	5761.170717118	58.4	137.4	135.615	AU-AWBS03_20121011_120345.wav	AW12_AU_BS3
97	Waveform 1	1	5853.834114127	5854.887770520	108.7	259.4	3.834	AU-AWBS03_20121011_121000.wav	AW12_AU_BS3
97	Spectrogram 1	1	5853.834114127	5854.887770520	108.7	259.4	3.834	AU-AWBS03_20121011_121000.wav	AW12_AU_BS3
98	Waveform 1	1	5899.580472382	5900.575592309	125.4	230.7	49.581	AU-AWBS03_20121011_121000.wav	AW12_AU_BS3
98	Spectrogram 1	1	5899.580472382	5900.575592309	125.4	230.7	49.581	AU-AWBS03_20121011_121000.wav	AW12_AU_BS3
99	Waveform 1	1	6066.790217881	6067.990215439	101.5	247.4	216.790	AU-AWBS03_20121011_121000.wav	AW12_AU_BS3
99	Spectrogram 1	1	6066.790217881	6067.990215439	101.5	247.4	216.790	AU-AWBS03_20121011_121000.wav	AW12_AU_BS3
100	Waveform 1	1	6083.429263350	6084.863406774	70.4	216.3	8.429	AU-AWBS03_20121011_171345.wav	AW12_AU_BS3
100	Spectrogram 1	1	6083.429263350	6084.863406774	70.4	216.3	8.429	AU-AWBS03_20121011_171345.wav	AW12_AU_BS3
101	Waveform 1	1	6169.404862984	6170.809738174	87.1	204.4	94.405	AU-AWBS03_20121011_171345.wav	AW12_AU_BS3
101	Spectrogram 1	1	6169.404862984	6170.809738174	87.1	204.4	94.405	AU-AWBS03_20121011_171345.wav	AW12_AU_BS3
102	Waveform 1	1	6273.043896246	6274.214625572	84.7	192.4	198.044	AU-AWBS03_20121011_171345.wav	AW12_AU_BS3
102	Spectrogram 1	1	6273.043896246	6274.214625572	84.7	192.4	198.044	AU-AWBS03_20121011_171345.wav	AW12_AU_BS3
